Element 1: (3, (15, 6), ['.', '.', '.', '%'], [(14, 3), (4, 1), (4, 7)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (15, 7))
Element 2: (3, (15, 7), ['.', '', '.', '%'], [(15, 3), (4, 2), (5, 7)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (15, 8))
Element 3: (3, (15, 8), ['.', '', '.', '%'], [(15, 4), (4, 3), (6, 7)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (15, 9))
Element 4: (3, (15, 9), ['.', '', '%', '%'], [(15, 5), (5, 3), (7, 7)], [False, False, True, True], 92, False, [True, False, False, False], 146, 'West', (14, 9))
Element 5: (3, (14, 9), ['.', '.', '%', ''], [(14, 5), (6, 3), (8, 7)], [False, False, True, False], 90, False, [True, True, False, False], 185, 'South', (14, 8))
Element 6: (3, (14, 8), ['.', '.', '', ''], [(14, 6), (7, 3), (9, 7)], [False, False, False, False], 88, False, [True, True, False, False], 224, 'South', (14, 7))
Element 7: (3, (14, 7), ['.', '', '', ''], [(13, 6), (8, 3), (10, 7)], [False, False, False, False], 86, False, [True, False, False, False], 1253, 'West', (13, 7))
Element 8: (3, (13, 7), ['.', '', '.', ''], [(13, 5), (9, 3), (11, 7)], [False, False, False, False], 84, False, [True, False, True, False], 2282, 'North', (13, 8))
Element 9: (3, (13, 8), ['.', '', '.', ''], [(13, 4), (10, 3), (11, 8)], [False, False, False, False], 82, False, [True, False, True, False], 4301, 'North', (13, 9))
Element 10: (3, (13, 9), ['.', '', '%', ''], [(14, 4), (11, 3), (11, 9)], [False, False, True, False], 80, False, [True, False, False, False], 6320, 'West', (12, 9))
Element 11: (3, (12, 9), ['', '.', '%', ''], [(13, 4), (11, 4), (10, 9)], [False, False, True, False], 78, False, [False, True, False, False], 8329, 'South', (12, 8))
Element 12: (3, (12, 8), ['', '.', '', ''], [(12, 4), (11, 5), (10, 8)], [False, False, False, False], 76, False, [False, True, False, False], 10348, 'South', (12, 7))
Element 13: (3, (12, 7), ['', '.', '', ''], [(12, 5), (11, 6), (9, 8)], [False, False, False, False], 74, False, [False, True, False, False], 11377, 'South', (12, 6))
Element 14: (3, (12, 6), ['', '', '', ''], [(11, 5), (10, 6), (9, 9)], [False, False, False, False], 72, False, [False, False, False, False], 12396, 'East', (13, 6))
Element 15: (3, (13, 6), ['', '', '', ''], [(10, 5), (9, 6), (8, 9)], [False, False, False, False], 70, False, [False, False, False, False], 13415, 'East', (14, 6))
Element 16: #1#
