Element 1: (1, (3, 9), ['%', '.', '%', '.'], [(1, 8), (5, 9), (14, 6)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (4, 9))
Element 2: (1, (4, 9), ['', '.', '%', ''], [(1, 7), (6, 9), (15, 6)], [False, False, True, False], 96, False, [False, True, False, False], 48, 'South', (4, 8))
Element 3: (1, (4, 8), ['.', '.', '', '.'], [(1, 6), (7, 9), (15, 7)], [False, False, False, False], 94, False, [True, True, False, True], 87, 'East', (5, 8))
Element 4: (1, (5, 8), ['', '.', '', '.'], [(1, 5), (8, 9), (15, 8)], [False, False, False, False], 92, False, [False, True, False, True], 126, 'East', (6, 8))
Element 5: (1, (6, 8), ['', '.', '', '.'], [(1, 4), (9, 9), (15, 9)], [False, False, False, False], 90, False, [False, True, False, True], 165, 'East', (7, 8))
Element 6: (1, (7, 8), ['', '.', '', '.'], [(1, 3), (10, 9), (14, 9)], [False, False, False, False], 88, False, [False, True, False, True], 1194, 'East', (8, 8))
Element 7: (1, (8, 8), ['', '.', '', '.'], [(1, 2), (11, 9), (14, 8)], [False, False, False, False], 86, False, [False, True, False, True], 2223, 'East', (9, 8))
Element 8: (1, (9, 8), ['', '.', '', 'F'], [(1, 1), (11, 8), (14, 7)], [False, False, False, False], 84, False, [False, True, False, False], 3252, 'East', (10, 8))
Element 9: (1, (10, 8), ['', 'F', '', ''], [(2, 1), (11, 7), (13, 7)], [False, False, False, False], 82, False, [False, False, False, False], 5271, 'South', (10, 7))
Element 10: (1, (10, 7), ['.', 'F', '', ''], [(3, 1), (11, 6), (13, 8)], [False, False, False, False], 80, False, [True, False, False, False], 7290, 'South', (10, 6))
Element 11: (1, (10, 6), ['.', 'F', '', ''], [(4, 1), (11, 5), (13, 9)], [False, False, False, False], 78, False, [True, False, False, False], 9309, 'South', (10, 5))
Element 12: (1, (10, 5), ['.', 'F', '', ''], [(4, 2), (11, 4), (12, 9)], [False, False, False, False], 76, False, [True, False, False, False], 11328, 'South', (10, 4))
Element 13: (1, (10, 4), ['.', 'F', '', ''], [(4, 3), (11, 3), (12, 8)], [False, False, False, False], 74, False, [True, False, False, False], 13347, 'South', (10, 3))
Element 14: #1#
