Element 1: (1, (7, 9), ['.', '.', '%', '.'], [(7, 6), (15, 7), (16, 1)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (8, 9))
Element 2: (1, (8, 9), ['', '.', '%', '.'], [(8, 6), (15, 8), (17, 1)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (9, 9))
Element 3: (1, (9, 9), ['', '.', '%', 'F'], [(9, 6), (15, 9), (18, 1)], [False, False, True, False], 94, False, [False, True, False, False], 87, 'East', (10, 9))
Element 4: (1, (10, 9), ['', 'F', '%', 'F'], [(10, 6), (14, 9), (17, 1)], [False, False, True, False], 92, False, [False, False, False, False], 2096, 'East', (11, 9))
Element 5: (1, (11, 9), ['', 'F', '%', '.'], [(11, 6), (14, 8), (16, 1)], [False, False, True, False], 90, False, [False, False, False, True], 4105, 'South', (11, 8))
Element 6: (1, (11, 8), ['F', 'G', '', '.'], [(11, 7), (14, 7), (16, 1)], [False, False, False, False], 88, False, [False, False, False, True], 6114, 'West', (10, 8))
Element 7: (1, (10, 8), ['.', 'G', '', ''], [(10, 7), (14, 6), (17, 1)], [False, False, False, False], 86, False, [True, False, False, False], 8123, 'West', (9, 8))
Element 8: (1, (9, 8), ['.', 'G', '', ''], [(9, 7), (15, 6), (18, 1)], [False, False, False, False], 84, False, [True, False, False, False], 8152, 'West', (8, 8))
Element 9: (1, (8, 8), ['.', 'G', '', ''], [(8, 7), (15, 5), (17, 1)], [False, False, False, False], 82, False, [True, False, False, False], 8181, 'West', (7, 8))
Element 10: (1, (7, 8), ['.', 'G', '', ''], [(7, 7), (15, 4), (16, 1)], [False, False, False, False], 80, False, [True, False, False, False], 8210, 'West', (6, 8))
Element 11: (1, (6, 8), ['.', 'G', '.', ''], [(6, 7), (15, 3), (16, 1)], [False, False, False, False], 78, False, [True, False, True, False], 8239, 'North', (6, 9))
Element 12: (1, (6, 9), ['.', '', '%', ''], [(5, 7), (15, 2), (17, 1)], [False, False, True, False], 76, False, [True, False, False, False], 8268, 'West', (5, 9))
Element 13: (1, (5, 9), ['.', 'G', '%', ''], [(5, 8), (15, 3), (18, 1)], [False, False, True, False], 74, False, [True, False, False, False], 8287, 'West', (4, 9))
Element 14: (1, (4, 9), ['.', 'G', '%', ''], [(4, 8), (14, 3), (17, 1)], [False, False, True, False], 72, False, [True, False, False, False], 8316, 'West', (3, 9))
Element 15: (1, (3, 9), ['%', '.', '%', ''], [(4, 7), (14, 4), (16, 1)], [True, False, True, False], 70, False, [False, True, False, False], 8345, 'South', (3, 8))
Element 16: (1, (3, 8), ['%', '.', '', ''], [(4, 6), (14, 5), (16, 1)], [True, False, False, False], 68, False, [False, True, False, False], 8374, 'South', (3, 7))
Element 17: (1, (3, 7), ['%', '.', '', ''], [(5, 6), (13, 5), (17, 1)], [True, False, False, False], 66, False, [False, True, False, False], 8403, 'South', (3, 6))
Element 18: (1, (3, 6), ['%', '.', '', ''], [(5, 5), (13, 6), (18, 1)], [True, False, False, False], 64, False, [False, True, False, False], 8432, 'South', (3, 5))
Element 19: (1, (3, 5), ['%', '.', '', '.'], [(6, 5), (13, 7), (17, 1)], [True, False, False, False], 62, False, [False, True, False, True], 8461, 'East', (4, 5))
Element 20: (1, (4, 5), ['', '.', '', ''], [(7, 5), (13, 8), (16, 1)], [False, False, False, False], 60, False, [False, True, False, False], 8490, 'South', (4, 4))
Element 21: (1, (4, 4), ['.', '.', '', '.'], [(8, 5), (13, 9), (16, 1)], [False, False, False, False], 58, False, [True, True, False, True], 8519, 'East', (5, 4))
Element 22: (1, (5, 4), ['', '.', '', '.'], [(9, 5), (12, 9), (17, 1)], [False, False, False, False], 56, False, [False, True, False, True], 8548, 'East', (6, 4))
Element 23: (1, (6, 4), ['', '.', '', '.'], [(10, 5), (12, 8), (18, 1)], [False, False, False, False], 54, False, [False, True, False, True], 9567, 'East', (7, 4))
Element 24: (1, (7, 4), ['', '.', '', '.'], [(11, 5), (12, 7), (17, 1)], [False, False, False, False], 52, False, [False, True, False, True], 10586, 'East', (8, 4))
Element 25: (1, (8, 4), ['', '.', '', '.'], [(11, 4), (12, 6), (16, 1)], [False, False, False, False], 50, False, [False, True, False, True], 11605, 'East', (9, 4))
Element 26: (1, (9, 4), ['', '.', '', 'F'], [(11, 3), (12, 5), (16, 1)], [False, False, False, False], 48, False, [False, True, False, False], 12624, 'East', (10, 4))
Element 27: #1#
