Element 1: (1, (13, 9), ['.', '.', '%', '.'], [(14, 7), (15, 5), (17, 1)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (14, 9))
Element 2: (1, (14, 9), ['', '.', '%', '.'], [(15, 7), (15, 6), (18, 1)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (15, 9))
Element 3: (1, (15, 9), ['', 'G', '%', '%'], [(15, 8), (14, 6), (17, 1)], [False, False, True, True], 94, False, [False, False, False, False], 77, 'West', (14, 9))
Element 4: (1, (14, 9), ['', 'G', '%', ''], [(14, 8), (14, 5), (16, 1)], [False, False, True, False], 92, False, [False, False, False, False], 106, 'West', (13, 9))
Element 5: (1, (13, 9), ['.', 'G', '%', ''], [(13, 8), (14, 4), (17, 1)], [False, False, True, False], 90, False, [True, False, False, False], 125, 'East', (14, 9))
Element 6: (1, (14, 9), ['', '', '%', ''], [(12, 8), (15, 4), (17, 1)], [False, False, True, False], 88, False, [False, False, False, False], 144, 'West', (13, 9))
Element 7: (1, (13, 9), ['.', '', '%', ''], [(11, 8), (15, 3), (18, 1)], [False, False, True, False], 86, False, [True, False, False, False], 1153, 'South', (13, 8))
Element 8: (1, (13, 8), ['', '', '', ''], [(11, 9), (15, 2), (17, 1)], [False, False, False, False], 84, False, [False, False, False, False], 2162, 'East', (14, 8))
Element 9: (1, (14, 8), ['', '', '', ''], [(10, 9), (15, 3), (16, 1)], [False, False, False, False], 82, False, [False, False, False, False], 3161, 'East', (15, 8))
Element 10: (1, (15, 8), ['', '', '', '%'], [(10, 8), (14, 3), (17, 1)], [False, False, False, True], 80, False, [False, False, False, False], 4170, 'South', (15, 7))
Element 11: (1, (15, 7), ['', '', '', '%'], [(10, 7), (13, 3), (17, 1)], [False, False, False, True], 78, False, [False, False, False, False], 5179, 'South', (15, 6))
Element 12: (1, (15, 6), ['', '', '', '%'], [(11, 7), (13, 4), (18, 1)], [False, False, False, True], 76, False, [False, False, False, False], 6188, 'South', (15, 5))
Element 13: (1, (15, 5), ['', '', '', '%'], [(11, 6), (13, 5), (17, 1)], [False, False, False, True], 74, False, [False, False, False, False], 7197, 'South', (15, 4))
Element 14: (1, (15, 4), ['', '', '', '%'], [(11, 5), (13, 6), (16, 1)], [False, False, False, True], 72, False, [False, False, False, False], 8206, 'South', (15, 3))
Element 15: (1, (15, 3), ['', '', '', '%'], [(11, 4), (12, 6), (17, 1)], [False, False, False, True], 70, False, [False, False, False, False], 9215, 'South', (15, 2))
Element 16: (1, (15, 2), ['%', '%', '', '%'], [(11, 3), (12, 7), (17, 1)], [True, True, False, True], 68, False, [False, False, False, False], 10224, 'North', (15, 3))
Element 17: (1, (15, 3), ['', '', '', '%'], [(10, 3), (13, 7), (18, 1)], [False, False, False, True], 66, False, [False, False, False, False], 11223, 'West', (14, 3))
Element 18: (1, (14, 3), ['', '%', '', ''], [(10, 4), (14, 7), (17, 1)], [False, True, False, False], 64, False, [False, False, False, False], 12222, 'North', (14, 4))
Element 19: (1, (14, 4), ['', '', '', ''], [(10, 5), (15, 7), (16, 1)], [False, False, False, False], 62, False, [False, False, False, False], 13221, 'North', (14, 5))
Element 20: #1#
