Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(15, 8), (7, 8), (8, 2)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(15, 7), (8, 8), (9, 2)], [False, True, True, False], 96, False, [True, False, False, False], 68, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(15, 6), (9, 8), (10, 2)], [True, True, True, False], 94, False, [False, False, False, False], 107, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(15, 5), (10, 8), (10, 3)], [False, True, True, False], 92, False, [False, False, False, False], 2116, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(15, 4), (11, 8), (11, 3)], [False, True, True, True], 90, False, [False, False, False, False], 4125, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(15, 3), (11, 9), (11, 4)], [False, True, True, True], 88, False, [False, False, False, False], 6134, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(15, 2), (10, 9), (11, 5)], [False, True, True, False], 86, False, [False, False, False, False], 8143, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(15, 3), (9, 9), (11, 6)], [True, True, True, False], 84, False, [False, False, False, False], 9152, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(14, 3), (8, 9), (11, 7)], [False, True, True, False], 82, False, [False, False, False, False], 10171, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(14, 4), (7, 9), (10, 7)], [False, True, True, True], 80, False, [False, False, False, False], 11190, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(14, 5), (6, 9), (10, 6)], [False, True, True, True], 78, False, [False, False, False, False], 12209, 'West', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(14, 6), (5, 9), (10, 5)], [False, True, True, False], 76, False, [False, False, False, False], 13228, 'West', (16, 1))
Element 13: #1#
