Element 1: (2, (9, 7), ['.', '.', '.', 'F'], [(9, 9), (8, 5), (15, 4)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (10, 7))
Element 2: (2, (10, 7), ['', 'F', 'F', 'F'], [(10, 9), (9, 5), (15, 5)], [False, False, False, False], 96, False, [False, False, False, False], 2038, 'East', (11, 7))
Element 3: (2, (11, 7), ['', 'F', 'F', '.'], [(11, 9), (10, 5), (15, 6)], [False, False, False, False], 94, False, [False, False, False, True], 5047, 'North', (11, 8))
Element 4: (2, (11, 8), ['F', '', '', '.'], [(12, 9), (11, 5), (15, 7)], [False, False, False, False], 92, False, [False, False, False, True], 7066, 'West', (10, 8))
Element 5: (2, (10, 8), ['.', '', '', ''], [(13, 9), (11, 6), (15, 8)], [False, False, False, False], 90, False, [True, False, False, False], 9085, 'West', (9, 8))
Element 6: (2, (9, 8), ['.', '', '', ''], [(14, 9), (10, 6), (15, 9)], [False, False, False, False], 88, False, [True, False, False, False], 10114, 'West', (8, 8))
Element 7: (2, (8, 8), ['.', '.', '', ''], [(14, 8), (9, 6), (15, 8)], [False, False, False, False], 86, False, [True, True, False, False], 10143, 'South', (8, 7))
Element 8: (2, (8, 7), ['.', 'G', '', ''], [(14, 7), (8, 6), (15, 7)], [False, False, False, False], 84, False, [True, False, False, False], 10172, 'West', (7, 7))
Element 9: (2, (7, 7), ['.', 'G', '.', ''], [(14, 6), (7, 6), (15, 8)], [False, False, False, False], 82, False, [True, False, True, False], 10201, 'North', (7, 8))
Element 10: (2, (7, 8), ['.', '', '.', ''], [(14, 5), (6, 6), (15, 7)], [False, False, False, False], 80, False, [True, False, True, False], 10230, 'North', (7, 9))
Element 11: (2, (7, 9), ['.', '', '%', ''], [(14, 4), (6, 7), (14, 7)], [False, False, True, False], 78, False, [True, False, False, False], 10259, 'West', (6, 9))
Element 12: (2, (6, 9), ['.', 'G', '%', ''], [(14, 3), (6, 8), (13, 7)], [False, False, True, False], 76, False, [True, False, False, False], 10298, 'West', (5, 9))
Element 13: (2, (5, 9), ['.', 'G', '%', ''], [(15, 3), (5, 8), (13, 8)], [False, False, True, False], 74, False, [True, False, False, False], 10337, 'West', (4, 9))
Element 14: (2, (4, 9), ['.', '.', '%', ''], [(15, 2), (5, 7), (12, 8)], [False, False, True, False], 72, False, [True, True, False, False], 10376, 'South', (4, 8))
Element 15: (2, (4, 8), ['.', '.', '', ''], [(15, 3), (5, 6), (12, 7)], [False, False, False, False], 70, False, [True, True, False, False], 10405, 'South', (4, 7))
Element 16: (2, (4, 7), ['.', '.', '', ''], [(15, 4), (5, 5), (12, 6)], [False, False, False, False], 68, False, [True, True, False, False], 10434, 'South', (4, 6))
Element 17: (2, (4, 6), ['.', '.', '', ''], [(15, 5), (6, 5), (13, 6)], [False, False, False, False], 66, False, [True, True, False, False], 10463, 'South', (4, 5))
Element 18: (2, (4, 5), ['.', '.', '', ''], [(15, 6), (6, 4), (13, 5)], [False, False, False, False], 64, False, [True, True, False, False], 10492, 'South', (4, 4))
Element 19: (2, (4, 4), ['.', '.', '', '.'], [(15, 7), (7, 4), (13, 4)], [False, False, False, False], 62, False, [True, True, False, True], 10521, 'East', (5, 4))
Element 20: (2, (5, 4), ['', '.', '', ''], [(15, 8), (8, 4), (13, 3)], [False, False, False, False], 60, False, [False, True, False, False], 10550, 'South', (5, 3))
Element 21: (2, (5, 3), ['.', '%', '', '.'], [(15, 9), (9, 4), (13, 2)], [False, True, False, False], 58, False, [True, False, False, True], 10579, 'East', (6, 3))
Element 22: (2, (6, 3), ['', '.', '', '.'], [(15, 8), (10, 4), (13, 1)], [False, False, False, False], 56, False, [False, True, False, True], 11598, 'East', (7, 3))
Element 23: (2, (7, 3), ['', '.', '', '.'], [(15, 7), (11, 4), (14, 1)], [False, False, False, False], 54, False, [False, True, False, True], 12617, 'East', (8, 3))
Element 24: (2, (8, 3), ['', '.', '', '.'], [(15, 6), (11, 3), (13, 1)], [False, False, False, False], 52, False, [False, True, False, True], 13626, 'East', (9, 3))
Element 25: #1#
