Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(5, 9), (3, 1), (5, 8)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(6, 9), (4, 1), (5, 7)], [False, True, True, False], 96, False, [True, False, False, False], 68, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(7, 9), (4, 2), (4, 7)], [True, True, True, False], 94, False, [False, False, False, False], 107, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(8, 9), (4, 3), (3, 7)], [False, True, True, False], 92, False, [False, False, False, False], 136, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(9, 9), (5, 3), (3, 8)], [False, True, True, True], 90, False, [False, False, False, False], 165, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(10, 9), (5, 4), (3, 9)], [False, True, True, True], 88, False, [False, False, False, False], 1184, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(11, 9), (5, 5), (4, 9)], [False, True, True, False], 86, False, [False, False, False, False], 2193, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(11, 8), (4, 5), (5, 9)], [True, True, True, False], 84, False, [False, False, False, False], 3202, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(11, 7), (4, 4), (6, 9)], [False, True, True, False], 82, False, [False, False, False, False], 4211, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(11, 6), (3, 4), (6, 8)], [False, True, True, True], 80, False, [False, False, False, False], 5230, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(11, 5), (3, 5), (7, 8)], [False, True, True, True], 78, False, [False, False, False, False], 6249, 'West', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(10, 5), (3, 6), (7, 7)], [False, True, True, False], 76, False, [False, False, False, False], 7268, 'West', (16, 1))
Element 13: (3, (16, 1), ['%', '%', '%', ''], [(10, 4), (4, 6), (8, 7)], [True, True, True, False], 74, False, [False, False, False, False], 8287, 'East', (17, 1))
Element 14: (3, (17, 1), ['', '%', '%', ''], [(10, 3), (5, 6), (9, 7)], [False, True, True, False], 72, False, [False, False, False, False], 9306, 'East', (18, 1))
Element 15: (3, (18, 1), ['', '%', '%', '%'], [(11, 3), (6, 6), (10, 7)], [False, True, True, True], 70, False, [False, False, False, False], 11315, 'Stop', (18, 1))
Element 16: (3, (18, 1), ['', '%', '%', '%'], [(11, 4), (7, 6), (10, 8)], [False, True, True, True], 68, False, [False, False, False, False], 13324, 'West', (17, 1))
Element 17: (3, (17, 1), ['', '%', '%', ''], [(12, 4), (8, 6), (9, 8)], [False, True, True, False], 66, False, [False, False, False, False], 13353, 'West', (16, 1))
Element 18: (3, (16, 1), ['%', '%', '%', ''], [(12, 3), (8, 5), (8, 8)], [True, True, True, False], 64, False, [False, False, False, False], 13382, 'East', (17, 1))
Element 19: (3, (17, 1), ['', '%', '%', ''], [(13, 3), (9, 5), (8, 9)], [False, True, True, False], 62, False, [False, False, False, False], 13401, 'East', (18, 1))
Element 20: (3, (18, 1), ['', '%', '%', '%'], [(14, 3), (9, 4), (9, 9)], [False, True, True, True], 60, False, [False, False, False, False], 13420, 'Stop', (18, 1))
Element 21: (3, (18, 1), ['', '%', '%', '%'], [(15, 3), (9, 3), (10, 9)], [False, True, True, True], 58, False, [False, False, False, False], 13439, 'West', (17, 1))
Element 22: (3, (17, 1), ['', '%', '%', ''], [(15, 4), (8, 3), (11, 9)], [False, True, True, False], 56, False, [False, False, False, False], 13458, 'West', (16, 1))
Element 23: (3, (16, 1), ['%', '%', '%', ''], [(15, 5), (8, 4), (12, 9)], [True, True, True, False], 54, False, [False, False, False, False], 13487, 'East', (17, 1))
Element 24: (3, (17, 1), ['', '%', '%', ''], [(15, 6), (7, 4), (13, 9)], [False, True, True, False], 52, False, [False, False, False, False], 13516, 'East', (18, 1))
Element 25: (3, (18, 1), ['', '%', '%', '%'], [(15, 7), (7, 3), (14, 9)], [False, True, True, True], 50, False, [False, False, False, False], 13545, 'Stop', (18, 1))
Element 26: (3, (18, 1), ['', '%', '%', '%'], [(15, 8), (7, 2), (15, 9)], [False, True, True, True], 48, False, [False, False, False, False], 13574, 'West', (17, 1))
Element 27: (3, (17, 1), ['', '%', '%', ''], [(14, 8), (7, 1), (15, 8)], [False, True, True, False], 46, False, [False, False, False, False], 13593, 'West', (16, 1))
Element 28: (3, (16, 1), ['%', '%', '%', ''], [(14, 7), (8, 1), (15, 7)], [True, True, True, False], 44, False, [False, False, False, False], 13612, 'East', (17, 1))
Element 29: (3, (17, 1), ['', '%', '%', ''], [(14, 6), (9, 1), (15, 6)], [False, True, True, False], 42, False, [False, False, False, False], 13631, 'East', (18, 1))
Element 30: (3, (18, 1), ['', '%', '%', '%'], [(14, 5), (10, 1), (15, 5)], [False, True, True, True], 40, False, [False, False, False, False], 13650, 'Stop', (18, 1))
Element 31: (3, (18, 1), ['', '%', '%', '%'], [(14, 4), (11, 1), (15, 4)], [False, True, True, True], 38, False, [False, False, False, False], 13669, 'West', (17, 1))
Element 32: (3, (17, 1), ['', '%', '%', ''], [(13, 4), (12, 1), (15, 3)], [False, True, True, False], 36, False, [False, False, False, False], 13688, 'West', (16, 1))
Element 33: (3, (16, 1), ['%', '%', '%', ''], [(13, 5), (13, 1), (15, 2)], [True, True, True, False], 34, False, [False, False, False, False], 13717, 'East', (17, 1))
Element 34: (3, (17, 1), ['', '%', '%', ''], [(13, 6), (14, 1), (15, 3)], [False, True, True, False], 32, False, [False, False, False, False], 13736, 'East', (18, 1))
Element 35: (3, (18, 1), ['', '%', '%', '%'], [(13, 7), (13, 1), (14, 3)], [False, True, True, True], 30, False, [False, False, False, False], 13745, 'Stop', (18, 1))
Element 36: (3, (18, 1), ['', '%', '%', '%'], [(13, 8), (13, 2), (14, 4)], [False, True, True, True], 28, False, [False, False, False, False], 13764, 'West', (17, 1))
