Element 1: (2, (4, 2), ['%', '.', '.', '%'], [(2, 1), (1, 3), (14, 5)], [True, False, False, True], 98, False, [False, True, True, False], 19, 'North', (4, 3))
Element 2: (2, (4, 3), ['.', '', '.', '.'], [(3, 1), (1, 4), (15, 5)], [False, False, False, False], 96, False, [True, False, True, True], 58, 'East', (5, 3))
Element 3: (2, (5, 3), ['', '%', '.', '.'], [(4, 1), (1, 5), (15, 6)], [False, True, False, False], 94, False, [False, False, True, True], 97, 'East', (6, 3))
Element 4: (2, (6, 3), ['', '.', '.', '.'], [(4, 2), (1, 6), (15, 7)], [False, False, False, False], 92, False, [False, True, True, True], 126, 'East', (7, 3))
Element 5: (2, (7, 3), ['', '.', '.', '.'], [(4, 3), (1, 7), (15, 8)], [False, False, False, False], 90, False, [False, True, True, True], 155, 'East', (8, 3))
Element 6: (2, (8, 3), ['', '.', '.', '.'], [(4, 4), (1, 8), (15, 9)], [False, False, False, False], 88, False, [False, True, True, True], 194, 'East', (9, 3))
Element 7: (2, (9, 3), ['', '.', '.', 'F'], [(5, 4), (1, 9), (14, 9)], [False, False, False, False], 86, False, [False, True, True, False], 233, 'East', (10, 3))
Element 8: (2, (10, 3), ['', '.', 'F', 'F'], [(6, 4), (1, 8), (14, 8)], [False, False, False, False], 84, False, [False, True, False, False], 1252, 'East', (11, 3))
Element 9: (2, (11, 3), ['', '%', 'F', '.'], [(7, 4), (1, 7), (14, 7)], [False, True, False, False], 82, False, [False, False, False, True], 2271, 'North', (11, 4))
Element 10: (2, (11, 4), ['F', '', 'F', '.'], [(8, 4), (1, 6), (14, 6)], [False, False, False, False], 80, False, [False, False, False, True], 3290, 'North', (11, 5))
Element 11: (2, (11, 5), ['F', '', 'F', '.'], [(9, 4), (1, 5), (13, 6)], [False, False, False, False], 78, False, [False, False, False, True], 4309, 'North', (11, 6))
Element 12: (2, (11, 6), ['F', '', 'F', '.'], [(10, 4), (1, 4), (13, 7)], [False, False, False, False], 76, False, [False, False, False, True], 6318, 'North', (11, 7))
Element 13: (2, (11, 7), ['F', '', 'F', '.'], [(10, 5), (1, 3), (13, 8)], [False, False, False, False], 74, False, [False, False, False, True], 8327, 'North', (11, 8))
Element 14: (2, (11, 8), ['F', '', 'F', '.'], [(10, 6), (1, 2), (13, 9)], [False, False, False, False], 72, False, [False, False, False, True], 10336, 'North', (11, 9))
Element 15: (2, (11, 9), ['F', '', '%', 'G'], [(10, 7), (1, 1), (12, 9)], [False, False, True, False], 70, False, [False, False, False, False], 12345, 'West', (10, 9))
Element 16: #1#
