Element 1: (1, (4, 1), ['.', '%', '.', '%'], [(9, 7), (6, 8), (7, 8)], [False, True, False, True], 98, False, [True, False, True, False], 9, 'North', (4, 2))
Element 2: (1, (4, 2), ['%', '', '.', '%'], [(10, 7), (6, 9), (8, 8)], [True, False, False, True], 96, False, [False, False, True, False], 1038, 'North', (4, 3))
Element 3: (1, (4, 3), ['.', '', '.', '.'], [(11, 7), (7, 9), (9, 8)], [False, False, False, False], 94, False, [True, False, True, True], 2067, 'East', (5, 3))
Element 4: (1, (5, 3), ['', '%', '.', '.'], [(11, 8), (8, 9), (10, 8)], [False, True, False, False], 92, False, [False, False, True, True], 4086, 'East', (6, 3))
Element 5: (1, (6, 3), ['', '.', '.', '.'], [(11, 9), (9, 9), (10, 9)], [False, False, False, False], 90, False, [False, True, True, True], 6105, 'East', (7, 3))
Element 6: (1, (7, 3), ['', '.', '.', '.'], [(12, 9), (9, 8), (9, 9)], [False, False, False, False], 88, False, [False, True, True, True], 6124, 'East', (8, 3))
Element 7: (1, (8, 3), ['', '.', '.', '.'], [(13, 9), (10, 8), (8, 9)], [False, False, False, False], 86, False, [False, True, True, True], 6143, 'East', (9, 3))
Element 8: (1, (9, 3), ['', '.', '.', 'F'], [(14, 9), (11, 8), (7, 9)], [False, False, False, False], 84, False, [False, True, True, False], 6162, 'East', (10, 3))
Element 9: (1, (10, 3), ['', '.', 'F', 'F'], [(15, 9), (12, 8), (6, 9)], [False, False, False, False], 82, False, [False, True, False, False], 7181, 'East', (11, 3))
Element 10: (1, (11, 3), ['', '%', 'F', '.'], [(15, 8), (13, 8), (5, 9)], [False, True, False, False], 80, False, [False, False, False, True], 8210, 'North', (11, 4))
Element 11: (1, (11, 4), ['F', '', 'F', '.'], [(15, 7), (14, 8), (5, 8)], [False, False, False, False], 78, False, [False, False, False, True], 9239, 'North', (11, 5))
Element 12: (1, (11, 5), ['F', '', 'F', '.'], [(15, 6), (14, 7), (5, 7)], [False, False, False, False], 76, False, [False, False, False, True], 10268, 'North', (11, 6))
Element 13: (1, (11, 6), ['F', '', '', '.'], [(15, 5), (14, 6), (6, 7)], [False, False, False, False], 74, False, [False, False, False, True], 11297, 'West', (10, 6))
Element 14: (1, (10, 6), ['.', 'F', '', ''], [(15, 4), (14, 5), (7, 7)], [False, False, False, False], 72, False, [True, False, False, False], 12326, 'South', (10, 5))
Element 15: (1, (10, 5), ['.', 'F', '', ''], [(15, 3), (14, 4), (7, 6)], [False, False, False, False], 70, False, [True, False, False, False], 13355, 'South', (10, 4))
Element 16: #1#
