Element 1: (3, (15, 6), ['.', 'G', '.', '%'], [(15, 5), (6, 7), (9, 2)], [False, False, False, True], 98, False, [True, False, True, False], 29, 'North', (15, 7))
Element 2: (3, (15, 7), ['.', '', '.', '%'], [(14, 5), (7, 7), (10, 2)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (15, 8))
Element 3: (3, (15, 8), ['.', '', '.', '%'], [(14, 6), (8, 7), (10, 3)], [False, False, False, True], 94, False, [True, False, True, False], 1097, 'North', (15, 9))
Element 4: (3, (15, 9), ['.', '', '%', '%'], [(14, 7), (9, 7), (11, 3)], [False, False, True, True], 92, False, [True, False, False, False], 2126, 'West', (14, 9))
Element 5: (3, (14, 9), ['.', 'G', '%', ''], [(14, 8), (10, 7), (11, 4)], [False, False, True, False], 90, False, [True, False, False, False], 4145, 'West', (13, 9))
Element 6: (3, (13, 9), ['.', 'G', '%', ''], [(13, 8), (11, 7), (11, 5)], [False, False, True, False], 88, False, [True, False, False, False], 6164, 'West', (12, 9))
Element 7: (3, (12, 9), ['F', '.', '%', ''], [(13, 7), (11, 8), (11, 6)], [False, False, True, False], 86, False, [False, True, False, False], 8183, 'West', (11, 9))
Element 8: (3, (11, 9), ['F', '', '%', ''], [(13, 6), (10, 8), (10, 6)], [False, False, True, False], 84, False, [False, False, False, False], 11192, 'West', (10, 9))
Element 9: (3, (10, 9), ['.', '', '%', ''], [(13, 5), (9, 8), (10, 5)], [False, False, True, False], 82, False, [True, False, False, False], 13211, 'West', (9, 9))
Element 10: #1#
