Element 1: (1, (12, 4), ['F', '.', '.', '.'], [(14, 6), (13, 3), (14, 1)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'West', (11, 4))
Element 2: (1, (11, 4), ['F', 'F', 'F', ''], [(15, 6), (14, 3), (13, 1)], [False, False, False, False], 96, False, [False, False, False, False], 1038, 'North', (11, 5))
Element 3: (1, (11, 5), ['F', '', 'F', '.'], [(15, 7), (15, 3), (13, 2)], [False, False, False, False], 94, False, [False, False, False, True], 2067, 'North', (11, 6))
Element 4: (1, (11, 6), ['F', '', 'F', '.'], [(15, 8), (15, 4), (13, 3)], [False, False, False, False], 92, False, [False, False, False, True], 3086, 'North', (11, 7))
Element 5: (1, (11, 7), ['F', '', 'F', '.'], [(15, 9), (15, 5), (13, 4)], [False, False, False, False], 90, False, [False, False, False, True], 4115, 'North', (11, 8))
Element 6: (1, (11, 8), ['F', '', 'F', '.'], [(14, 9), (14, 5), (14, 4)], [False, False, False, False], 88, False, [False, False, False, True], 5144, 'North', (11, 9))
Element 7: (1, (11, 9), ['F', '', '%', '.'], [(14, 8), (13, 5), (15, 4)], [False, False, True, False], 86, False, [False, False, False, True], 6163, 'West', (10, 9))
Element 8: (1, (10, 9), ['.', 'F', '%', ''], [(14, 7), (12, 5), (15, 5)], [False, False, True, False], 84, False, [True, False, False, False], 7182, 'South', (10, 8))
Element 9: (1, (10, 8), ['.', 'F', '', ''], [(13, 7), (12, 6), (15, 6)], [False, False, False, False], 82, False, [True, False, False, False], 8201, 'South', (10, 7))
Element 10: (1, (10, 7), ['.', 'F', '', ''], [(13, 8), (12, 7), (15, 7)], [False, False, False, False], 80, False, [True, False, False, False], 9220, 'South', (10, 6))
Element 11: (1, (10, 6), ['.', 'F', '', ''], [(13, 9), (12, 8), (15, 8)], [False, False, False, False], 78, False, [True, False, False, False], 10239, 'South', (10, 5))
Element 12: (1, (10, 5), ['.', 'F', '', ''], [(13, 8), (12, 9), (15, 9)], [False, False, False, False], 76, False, [True, False, False, False], 11248, 'South', (10, 4))
Element 13: (1, (10, 4), ['.', 'F', '', ''], [(13, 7), (13, 9), (14, 9)], [False, False, False, False], 74, False, [True, False, False, False], 12247, 'South', (10, 3))
Element 14: (1, (10, 3), ['.', '.', '', 'F'], [(14, 7), (13, 8), (14, 8)], [False, False, False, False], 72, False, [True, True, False, False], 13246, 'East', (11, 3))
Element 15: #1#
