Element 1: (3, (15, 3), ['.', '.', '.', '%'], [(3, 1), (7, 2), (8, 1)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (15, 4))
Element 2: (3, (15, 4), ['.', '', '.', '%'], [(4, 1), (8, 2), (9, 1)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (15, 5))
Element 3: (3, (15, 5), ['.', '', '.', '%'], [(4, 2), (9, 2), (10, 1)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (15, 6))
Element 4: (3, (15, 6), ['.', '', '.', '%'], [(4, 3), (10, 2), (11, 1)], [False, False, False, True], 92, False, [True, False, True, False], 146, 'North', (15, 7))
Element 5: (3, (15, 7), ['.', '', '.', '%'], [(5, 3), (10, 3), (12, 1)], [False, False, False, True], 90, False, [True, False, True, False], 1175, 'North', (15, 8))
Element 6: (3, (15, 8), ['.', '', '.', '%'], [(6, 3), (11, 3), (13, 1)], [False, False, False, True], 88, False, [True, False, True, False], 2204, 'North', (15, 9))
Element 7: (3, (15, 9), ['.', '', '%', '%'], [(7, 3), (11, 4), (14, 1)], [False, False, True, True], 86, False, [True, False, False, False], 3233, 'West', (14, 9))
Element 8: (3, (14, 9), ['.', '.', '%', ''], [(8, 3), (11, 5), (13, 1)], [False, False, True, False], 84, False, [True, True, False, False], 4252, 'South', (14, 8))
Element 9: (3, (14, 8), ['.', '.', '', ''], [(9, 3), (11, 6), (13, 2)], [False, False, False, False], 82, False, [True, True, False, False], 5281, 'South', (14, 7))
Element 10: (3, (14, 7), ['.', '.', '', ''], [(9, 4), (11, 7), (13, 3)], [False, False, False, False], 80, False, [True, True, False, False], 6310, 'South', (14, 6))
Element 11: (3, (14, 6), ['.', '.', '', ''], [(10, 4), (11, 8), (14, 3)], [False, False, False, False], 78, False, [True, True, False, False], 8329, 'South', (14, 5))
Element 12: (3, (14, 5), ['.', 'G', '', ''], [(10, 5), (11, 9), (14, 4)], [False, False, False, False], 76, False, [True, False, False, False], 10348, 'West', (13, 5))
Element 13: (3, (13, 5), ['.', 'G', '.', ''], [(10, 6), (10, 9), (13, 4)], [False, False, False, False], 74, False, [True, False, True, False], 12367, 'North', (13, 6))
Element 14: #1#
