Element 1: (0, (3, 9), ['%', '.', '%', '.'], [(3, 6), (8, 2), (14, 5)], [True, False, True, False], 98, False, [False, True, False, True], 0, 'East', (4, 9))
Element 2: (0, (4, 9), ['', '.', '%', '.'], [(4, 6), (9, 2), (15, 5)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (5, 9))
Element 3: (0, (5, 9), ['', '.', '%', '.'], [(5, 6), (10, 2), (15, 6)], [False, False, True, False], 94, False, [False, True, False, True], 78, 'East', (6, 9))
Element 4: (0, (6, 9), ['', '.', '%', '.'], [(6, 6), (10, 3), (15, 7)], [False, False, True, False], 92, False, [False, True, False, True], 1107, 'East', (7, 9))
Element 5: (0, (7, 9), ['', '.', '%', '.'], [(7, 6), (11, 3), (15, 8)], [False, False, True, False], 90, False, [False, True, False, True], 2136, 'East', (8, 9))
Element 6: (0, (8, 9), ['', '.', '%', '.'], [(8, 6), (11, 4), (15, 9)], [False, False, True, False], 88, False, [False, True, False, True], 3165, 'East', (9, 9))
Element 7: (0, (9, 9), ['', '.', '%', 'F'], [(9, 6), (11, 5), (14, 9)], [False, False, True, False], 86, False, [False, True, False, False], 4194, 'East', (10, 9))
Element 8: (0, (10, 9), ['', 'F', '%', 'F'], [(10, 6), (11, 6), (14, 8)], [False, False, True, False], 84, False, [False, False, False, False], 7203, 'East', (11, 9))
Element 9: (0, (11, 9), ['', 'F', '%', '.'], [(10, 7), (11, 7), (14, 7)], [False, False, True, False], 82, False, [False, False, False, True], 10212, 'South', (11, 8))
Element 10: (0, (11, 8), ['G', '', '', '.'], [(10, 8), (12, 7), (14, 6)], [False, False, False, False], 80, False, [False, False, False, True], 12231, 'East', (12, 8))
Element 11: (0, (12, 8), ['', '', '.', '.'], [(9, 8), (13, 7), (13, 6)], [False, False, False, False], 78, False, [False, False, True, True], 12270, 'East', (13, 8))
Element 12: (0, (13, 8), ['', '', '.', ''], [(9, 7), (14, 7), (13, 5)], [False, False, False, False], 76, False, [False, False, True, False], 12299, 'North', (13, 9))
Element 13: (0, (13, 9), ['.', '', '%', ''], [(8, 7), (15, 7), (13, 4)], [False, False, True, False], 74, False, [True, False, False, False], 12328, 'West', (12, 9))
Element 14: (0, (12, 9), ['', '', '%', ''], [(8, 8), (15, 8), (14, 4)], [False, False, True, False], 72, False, [False, False, False, False], 12357, 'East', (13, 9))
Element 15: (0, (13, 9), ['', '', '%', ''], [(7, 8), (15, 9), (15, 4)], [False, False, True, False], 70, False, [False, False, False, False], 12376, 'East', (14, 9))
Element 16: (0, (14, 9), ['', '', '%', ''], [(7, 7), (15, 8), (15, 3)], [False, False, True, False], 68, False, [False, False, False, False], 12395, 'East', (15, 9))
Element 17: (0, (15, 9), ['', '', '%', '%'], [(6, 7), (14, 8), (15, 2)], [False, False, True, True], 66, False, [False, False, False, False], 12414, 'South', (15, 8))
Element 18: (0, (15, 8), ['', '', '', '%'], [(6, 8), (14, 9), (15, 3)], [False, False, False, True], 64, False, [False, False, False, False], 12423, 'South', (15, 7))
Element 19: (0, (15, 7), ['', '', '', '%'], [(5, 8), (13, 9), (14, 3)], [False, False, False, True], 62, False, [False, False, False, False], 12442, 'South', (15, 6))
Element 20: (0, (15, 6), ['', '', '', '%'], [(5, 7), (13, 8), (13, 3)], [False, False, False, True], 60, False, [False, False, False, False], 12461, 'South', (15, 5))
Element 21: (0, (15, 5), ['', '', '', '%'], [(4, 7), (12, 8), (13, 2)], [False, False, False, True], 58, False, [False, False, False, False], 12480, 'South', (15, 4))
Element 22: (0, (15, 4), ['', '', '', '%'], [(4, 8), (12, 9), (13, 1)], [False, False, False, True], 56, False, [False, False, False, False], 12499, 'South', (15, 3))
Element 23: (0, (15, 3), ['', '', '', '%'], [(3, 8), (11, 9), (14, 1)], [False, False, False, True], 54, False, [False, False, False, False], 12518, 'South', (15, 2))
Element 24: (0, (15, 2), ['%', '%', '', '%'], [(3, 7), (11, 8), (13, 1)], [True, True, False, True], 52, False, [False, False, False, False], 12527, 'North', (15, 3))
Element 25: (0, (15, 3), ['', '', '', '%'], [(3, 8), (10, 8), (12, 1)], [False, False, False, True], 50, False, [False, False, False, False], 12536, 'West', (14, 3))
Element 26: (0, (14, 3), ['', '%', '', ''], [(3, 9), (10, 9), (11, 1)], [False, True, False, False], 48, False, [False, False, False, False], 12545, 'North', (14, 4))
Element 27: (0, (14, 4), ['', '', '', ''], [(4, 9), (9, 9), (10, 1)], [False, False, False, False], 46, False, [False, False, False, False], 12554, 'North', (14, 5))
Element 28: (0, (14, 5), ['', '', '', ''], [(5, 9), (9, 8), (9, 1)], [False, False, False, False], 44, False, [False, False, False, False], 12563, 'North', (14, 6))
Element 29: (0, (14, 6), ['', '', '', ''], [(6, 9), (9, 7), (8, 1)], [False, False, False, False], 42, False, [False, False, False, False], 12572, 'North', (14, 7))
Element 30: (0, (14, 7), ['', '', '', ''], [(7, 9), (10, 7), (7, 1)], [False, False, False, False], 40, False, [False, False, False, False], 12581, 'North', (14, 8))
Element 31: (0, (14, 8), ['', '', '', ''], [(8, 9), (10, 6), (7, 2)], [False, False, False, False], 38, False, [False, False, False, False], 12590, 'South', (14, 7))
Element 32: (0, (14, 7), ['', '', '', ''], [(9, 9), (10, 5), (7, 3)], [False, False, False, False], 36, False, [False, False, False, False], 13599, 'West', (13, 7))
Element 33: #1#
