Element 1: (2, (7, 1), ['.', '%', '.', '.'], [(11, 4), (1, 6), (9, 3)], [False, True, False, False], 98, False, [True, False, True, True], 1009, 'East', (8, 1))
Element 2: (2, (8, 1), ['', '%', '.', '.'], [(11, 5), (1, 7), (10, 3)], [False, True, False, False], 96, False, [False, False, True, True], 3028, 'East', (9, 1))
Element 3: (2, (9, 1), ['', '%', '.', '.'], [(11, 6), (1, 8), (11, 3)], [False, True, False, False], 94, False, [False, False, True, True], 5047, 'East', (10, 1))
Element 4: (2, (10, 1), ['', '%', '.', '.'], [(11, 7), (1, 9), (12, 3)], [False, True, False, False], 92, False, [False, False, True, True], 6076, 'East', (11, 1))
Element 5: (2, (11, 1), ['', '%', '%', '.'], [(11, 8), (1, 8), (13, 3)], [False, True, True, False], 90, False, [False, False, False, True], 7095, 'East', (12, 1))
Element 6: (2, (12, 1), ['', '%', '%', '.'], [(11, 9), (1, 7), (14, 3)], [False, True, True, False], 88, False, [False, False, False, True], 8114, 'East', (13, 1))
Element 7: (2, (13, 1), ['', '%', '.', '.'], [(10, 9), (1, 6), (15, 3)], [False, True, False, False], 86, False, [False, False, True, True], 9133, 'East', (14, 1))
Element 8: (2, (14, 1), ['', '%', '%', '%'], [(10, 8), (1, 5), (15, 4)], [False, True, True, True], 84, False, [False, False, False, False], 10152, 'West', (13, 1))
Element 9: (2, (13, 1), ['', '%', '.', ''], [(10, 7), (1, 4), (15, 5)], [False, True, False, False], 82, False, [False, False, True, False], 11171, 'North', (13, 2))
Element 10: (2, (13, 2), ['%', '', '', '%'], [(10, 6), (1, 3), (15, 6)], [True, False, False, True], 80, False, [False, False, False, False], 12200, 'North', (13, 3))
Element 11: (2, (13, 3), ['', '', '.', ''], [(10, 5), (1, 2), (15, 7)], [False, False, False, False], 78, False, [False, False, True, False], 13219, 'North', (13, 4))
Element 12: #1#
