Element 1: (2, (9, 4), ['.', '.', '.', 'F'], [(2, 1), (4, 2), (13, 7)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (10, 4))
Element 2: (2, (10, 4), ['', 'F', 'F', 'F'], [(3, 1), (4, 3), (14, 7)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'East', (11, 4))
Element 3: (2, (11, 4), ['', 'F', 'F', '.'], [(4, 1), (5, 3), (15, 7)], [False, False, False, False], 94, False, [False, False, False, True], 2067, 'North', (11, 5))
Element 4: (2, (11, 5), ['F', '', 'F', '.'], [(4, 2), (6, 3), (15, 8)], [False, False, False, False], 92, False, [False, False, False, True], 3086, 'North', (11, 6))
Element 5: (2, (11, 6), ['F', '', 'F', '.'], [(4, 3), (7, 3), (15, 9)], [False, False, False, False], 90, False, [False, False, False, True], 4105, 'North', (11, 7))
Element 6: (2, (11, 7), ['F', '', 'F', '.'], [(4, 4), (8, 3), (14, 9)], [False, False, False, False], 88, False, [False, False, False, True], 5134, 'North', (11, 8))
Element 7: (2, (11, 8), ['F', '', 'F', '.'], [(5, 4), (9, 3), (14, 8)], [False, False, False, False], 86, False, [False, False, False, True], 6163, 'North', (11, 9))
Element 8: (2, (11, 9), ['F', '', '%', '.'], [(6, 4), (10, 3), (13, 8)], [False, False, True, False], 84, False, [False, False, False, True], 8182, 'West', (10, 9))
Element 9: (2, (10, 9), ['.', 'F', '%', ''], [(7, 4), (11, 3), (13, 9)], [False, False, True, False], 82, False, [True, False, False, False], 10201, 'South', (10, 8))
Element 10: (2, (10, 8), ['.', 'F', '', ''], [(8, 4), (12, 3), (12, 9)], [False, False, False, False], 80, False, [True, False, False, False], 11230, 'South', (10, 7))
Element 11: (2, (10, 7), ['.', 'F', '', ''], [(8, 5), (13, 3), (12, 8)], [False, False, False, False], 78, False, [True, False, False, False], 12259, 'South', (10, 6))
Element 12: (2, (10, 6), ['.', 'F', '', ''], [(9, 5), (14, 3), (12, 7)], [False, False, False, False], 76, False, [True, False, False, False], 13288, 'South', (10, 5))
Element 13: #1#
