Element 1: (1, (12, 4), ['F', '.', '.', '.'], [(6, 4), (13, 7), (14, 5)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'West', (11, 4))
Element 2: (1, (11, 4), ['F', 'F', 'F', ''], [(7, 4), (14, 7), (15, 5)], [False, False, False, False], 96, False, [False, False, False, False], 1038, 'North', (11, 5))
Element 3: (1, (11, 5), ['F', '', 'F', '.'], [(8, 4), (15, 7), (15, 6)], [False, False, False, False], 94, False, [False, False, False, True], 2067, 'North', (11, 6))
Element 4: (1, (11, 6), ['F', '', 'F', '.'], [(9, 4), (15, 8), (14, 6)], [False, False, False, False], 92, False, [False, False, False, True], 3096, 'North', (11, 7))
Element 5: (1, (11, 7), ['F', '', 'F', '.'], [(10, 4), (15, 9), (13, 6)], [False, False, False, False], 90, False, [False, False, False, True], 5115, 'North', (11, 8))
Element 6: (1, (11, 8), ['F', '', 'F', '.'], [(10, 5), (14, 9), (13, 5)], [False, False, False, False], 88, False, [False, False, False, True], 7134, 'North', (11, 9))
Element 7: (1, (11, 9), ['F', '', '%', '.'], [(10, 6), (14, 8), (13, 4)], [False, False, True, False], 86, False, [False, False, False, True], 9153, 'West', (10, 9))
Element 8: (1, (10, 9), ['.', 'F', '%', ''], [(10, 7), (13, 8), (14, 4)], [False, False, True, False], 84, False, [True, False, False, False], 11172, 'South', (10, 8))
Element 9: (1, (10, 8), ['.', '', '', ''], [(9, 7), (13, 9), (15, 4)], [False, False, False, False], 82, False, [True, False, False, False], 12201, 'West', (9, 8))
Element 10: (1, (9, 8), ['.', '', '.', ''], [(9, 6), (12, 9), (15, 3)], [False, False, False, False], 80, False, [True, False, True, False], 12240, 'North', (9, 9))
Element 11: (1, (9, 9), ['.', '', '%', ''], [(9, 5), (12, 8), (15, 2)], [False, False, True, False], 78, False, [True, False, False, False], 12279, 'West', (8, 9))
Element 12: (1, (8, 9), ['.', '.', '%', ''], [(8, 5), (12, 7), (15, 3)], [False, False, True, False], 76, False, [True, True, False, False], 12308, 'South', (8, 8))
Element 13: (1, (8, 8), ['.', '.', '', ''], [(8, 6), (12, 6), (14, 3)], [False, False, False, False], 74, False, [True, True, False, False], 12347, 'South', (8, 7))
Element 14: (1, (8, 7), ['.', '', '', ''], [(7, 6), (12, 5), (13, 3)], [False, False, False, False], 72, False, [True, False, False, False], 12386, 'West', (7, 7))
Element 15: (1, (7, 7), ['.', '', '.', ''], [(7, 5), (13, 5), (13, 2)], [False, False, False, False], 70, False, [True, False, True, False], 12415, 'North', (7, 8))
Element 16: (1, (7, 8), ['.', '', '.', ''], [(6, 5), (14, 5), (13, 1)], [False, False, False, False], 68, False, [True, False, True, False], 12444, 'North', (7, 9))
Element 17: (1, (7, 9), ['.', '', '%', ''], [(6, 6), (15, 5), (14, 1)], [False, False, True, False], 66, False, [True, False, False, False], 12473, 'West', (6, 9))
Element 18: (1, (6, 9), ['.', '.', '%', ''], [(6, 7), (15, 6), (13, 1)], [False, False, True, False], 64, False, [True, True, False, False], 12492, 'South', (6, 8))
Element 19: (1, (6, 8), ['.', '', '', ''], [(5, 7), (14, 6), (12, 1)], [False, False, False, False], 62, False, [True, False, False, False], 12521, 'West', (5, 8))
Element 20: (1, (5, 8), ['.', '', '.', ''], [(5, 6), (13, 6), (11, 1)], [False, False, False, False], 60, False, [True, False, True, False], 12550, 'North', (5, 9))
Element 21: (1, (5, 9), ['.', '', '%', ''], [(5, 5), (14, 6), (10, 1)], [False, False, True, False], 58, False, [True, False, False, False], 12579, 'West', (4, 9))
Element 22: (1, (4, 9), ['.', '.', '%', ''], [(4, 5), (15, 6), (10, 2)], [False, False, True, False], 56, False, [True, True, False, False], 12608, 'South', (4, 8))
Element 23: (1, (4, 8), ['.', '.', '', ''], [(4, 6), (15, 5), (10, 3)], [False, False, False, False], 54, False, [True, True, False, False], 13627, 'South', (4, 7))
Element 24: #1#
