Element 1: (0, (10, 1), ['.', '%', '.', '.'], [(3, 7), (4, 4), (13, 9)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (11, 1))
Element 2: (0, (11, 1), ['', '%', '%', '.'], [(4, 7), (5, 4), (14, 9)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (12, 1))
Element 3: (0, (12, 1), ['', '%', '%', '.'], [(5, 7), (6, 4), (15, 9)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (13, 1))
Element 4: (0, (13, 1), ['', '%', '.', '.'], [(6, 7), (7, 4), (15, 8)], [False, True, False, False], 92, False, [False, False, True, True], 117, 'East', (14, 1))
Element 5: (0, (14, 1), ['', '%', '%', '%'], [(7, 7), (8, 4), (15, 7)], [False, True, True, True], 90, False, [False, False, False, False], 156, 'West', (13, 1))
Element 6: (0, (13, 1), ['', '%', '.', ''], [(8, 7), (9, 4), (15, 6)], [False, True, False, False], 88, False, [False, False, True, False], 185, 'North', (13, 2))
Element 7: (0, (13, 2), ['%', '', '.', '%'], [(9, 7), (10, 4), (15, 5)], [True, False, False, True], 86, False, [False, False, True, False], 1214, 'North', (13, 3))
Element 8: (0, (13, 3), ['.', '', '.', '.'], [(10, 7), (11, 4), (15, 4)], [False, False, False, False], 84, False, [True, False, True, True], 3233, 'East', (14, 3))
Element 9: (0, (14, 3), ['', '%', '.', 'G'], [(11, 7), (11, 5), (15, 3)], [False, True, False, False], 82, False, [False, False, True, False], 5252, 'North', (14, 4))
Element 10: (0, (14, 4), ['.', '', '.', ''], [(11, 8), (11, 6), (15, 2)], [False, False, False, False], 80, False, [True, False, True, False], 7271, 'North', (14, 5))
Element 11: (0, (14, 5), ['.', '', '.', ''], [(11, 9), (10, 6), (15, 3)], [False, False, False, False], 78, False, [True, False, True, False], 9280, 'North', (14, 6))
Element 12: (0, (14, 6), ['.', '', '.', ''], [(10, 9), (10, 5), (14, 3)], [False, False, False, False], 76, False, [True, False, True, False], 11289, 'North', (14, 7))
Element 13: (0, (14, 7), ['.', '', '.', ''], [(10, 8), (9, 5), (14, 4)], [False, False, False, False], 74, False, [True, False, True, False], 12308, 'North', (14, 8))
Element 14: (0, (14, 8), ['.', '', '', ''], [(9, 8), (9, 6), (13, 4)], [False, False, False, False], 72, False, [True, False, False, False], 12347, 'West', (13, 8))
Element 15: (0, (13, 8), ['.', '.', '', ''], [(9, 9), (8, 6), (13, 5)], [False, False, False, False], 70, False, [True, True, False, False], 12386, 'South', (13, 7))
Element 16: (0, (13, 7), ['.', 'G', '', ''], [(8, 9), (8, 5), (13, 6)], [False, False, False, False], 68, False, [True, False, False, False], 12425, 'West', (12, 7))
Element 17: (0, (12, 7), ['', 'G', '.', ''], [(8, 8), (7, 5), (12, 6)], [False, False, False, False], 66, False, [False, False, True, False], 12464, 'North', (12, 8))
Element 18: (0, (12, 8), ['', '', '.', ''], [(7, 8), (7, 6), (12, 5)], [False, False, False, False], 64, False, [False, False, True, False], 12503, 'North', (12, 9))
Element 19: (0, (12, 9), ['', '', '%', ''], [(7, 9), (6, 6), (12, 4)], [False, False, True, False], 62, False, [False, False, False, False], 12542, 'East', (13, 9))
Element 20: (0, (13, 9), ['', '', '%', ''], [(6, 9), (6, 5), (12, 3)], [False, False, True, False], 60, False, [False, False, False, False], 12571, 'East', (14, 9))
Element 21: (0, (14, 9), ['', '', '%', ''], [(6, 8), (5, 5), (11, 3)], [False, False, True, False], 58, False, [False, False, False, False], 13590, 'East', (15, 9))
Element 22: #1#
