Element 1: (1, (3, 9), ['%', '.', '%', '.'], [(14, 3), (4, 6), (16, 1)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (4, 9))
Element 2: (1, (4, 9), ['', '.', '%', '.'], [(15, 3), (5, 6), (17, 1)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (5, 9))
Element 3: (1, (5, 9), ['', '.', '%', '.'], [(15, 4), (6, 6), (18, 1)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (6, 9))
Element 4: (1, (6, 9), ['', '.', '%', '.'], [(15, 5), (7, 6), (17, 1)], [False, False, True, False], 92, False, [False, True, False, True], 116, 'East', (7, 9))
Element 5: (1, (7, 9), ['', '.', '%', '.'], [(15, 6), (8, 6), (16, 1)], [False, False, True, False], 90, False, [False, True, False, True], 145, 'East', (8, 9))
Element 6: (1, (8, 9), ['', '.', '%', '.'], [(15, 7), (9, 6), (16, 1)], [False, False, True, False], 88, False, [False, True, False, True], 174, 'East', (9, 9))
Element 7: (1, (9, 9), ['', '.', '%', 'F'], [(15, 8), (10, 6), (17, 1)], [False, False, True, False], 86, False, [False, True, False, False], 1193, 'East', (10, 9))
Element 8: (1, (10, 9), ['', 'F', '%', 'F'], [(15, 9), (11, 6), (18, 1)], [False, False, True, False], 84, False, [False, False, False, False], 3202, 'East', (11, 9))
Element 9: (1, (11, 9), ['', 'F', '%', '.'], [(14, 9), (11, 7), (17, 1)], [False, False, True, False], 82, False, [False, False, False, True], 5211, 'South', (11, 8))
Element 10: (1, (11, 8), ['F', '', '', '.'], [(14, 8), (10, 7), (16, 1)], [False, False, False, False], 80, False, [False, False, False, True], 7220, 'West', (10, 8))
Element 11: (1, (10, 8), ['.', '', '', ''], [(14, 7), (9, 7), (16, 1)], [False, False, False, False], 78, False, [True, False, False, False], 8239, 'West', (9, 8))
Element 12: (1, (9, 8), ['.', '', '', ''], [(14, 6), (8, 7), (17, 1)], [False, False, False, False], 76, False, [True, False, False, False], 8268, 'West', (8, 8))
Element 13: (1, (8, 8), ['.', '', '', ''], [(14, 5), (7, 7), (18, 1)], [False, False, False, False], 74, False, [True, False, False, False], 8297, 'West', (7, 8))
Element 14: (1, (7, 8), ['.', '', '', ''], [(14, 4), (6, 7), (17, 1)], [False, False, False, False], 72, False, [True, False, False, False], 8326, 'West', (6, 8))
Element 15: (1, (6, 8), ['.', '', '', ''], [(13, 4), (5, 7), (16, 1)], [False, False, False, False], 70, False, [True, False, False, False], 8355, 'West', (5, 8))
Element 16: (1, (5, 8), ['.', '', '', ''], [(13, 5), (4, 7), (16, 1)], [False, False, False, False], 68, False, [True, False, False, False], 8384, 'West', (4, 8))
Element 17: (1, (4, 8), ['.', '', '', ''], [(13, 6), (3, 7), (17, 1)], [False, False, False, False], 66, False, [True, False, False, False], 8413, 'West', (3, 8))
Element 18: (1, (3, 8), ['%', '', '', ''], [(13, 7), (3, 6), (18, 1)], [True, False, False, False], 64, False, [False, False, False, False], 8442, 'South', (3, 7))
Element 19: (1, (3, 7), ['%', '', '', ''], [(13, 8), (3, 5), (17, 1)], [True, False, False, False], 62, False, [False, False, False, False], 8461, 'East', (4, 7))
Element 20: (1, (4, 7), ['', '', '', ''], [(13, 9), (4, 5), (16, 1)], [False, False, False, False], 60, False, [False, False, False, False], 8480, 'East', (5, 7))
Element 21: (1, (5, 7), ['', '', '', ''], [(12, 9), (5, 5), (16, 1)], [False, False, False, False], 58, False, [False, False, False, False], 8499, 'East', (6, 7))
Element 22: (1, (6, 7), ['', '', '', ''], [(12, 8), (6, 5), (17, 1)], [False, False, False, False], 56, False, [False, False, False, False], 8518, 'East', (7, 7))
Element 23: (1, (7, 7), ['', '', '', ''], [(12, 7), (7, 5), (18, 1)], [False, False, False, False], 54, False, [False, False, False, False], 8537, 'East', (8, 7))
Element 24: (1, (8, 7), ['', '', '', ''], [(12, 6), (8, 5), (17, 1)], [False, False, False, False], 52, False, [False, False, False, False], 8556, 'East', (9, 7))
Element 25: (1, (9, 7), ['', '', '', ''], [(12, 5), (9, 5), (16, 1)], [False, False, False, False], 50, False, [False, False, False, False], 8575, 'East', (10, 7))
Element 26: (1, (10, 7), ['', '', '', ''], [(11, 5), (10, 5), (16, 1)], [False, False, False, False], 48, False, [False, False, False, False], 10574, 'East', (11, 7))
Element 27: (1, (11, 7), ['', '', '', ''], [(11, 4), (10, 4), (17, 1)], [False, False, False, False], 46, False, [False, False, False, False], 12573, 'East', (12, 7))
Element 28: #1#
