Element 1: (1, (1, 5), ['%', '.', '.', '%'], [(11, 5), (4, 2), (9, 5)], [True, False, False, True], 98, False, [False, True, True, False], 999, 'North', (1, 6))
Element 2: (1, (1, 6), ['%', '', '.', '%'], [(11, 6), (4, 3), (10, 5)], [True, False, False, True], 96, False, [False, False, True, False], 3018, 'North', (1, 7))
Element 3: (1, (1, 7), ['%', '', '.', '%'], [(11, 7), (5, 3), (10, 6)], [True, False, False, True], 94, False, [False, False, True, False], 5037, 'North', (1, 8))
Element 4: (1, (1, 8), ['%', '', '.', '%'], [(11, 8), (6, 3), (10, 7)], [True, False, False, True], 92, False, [False, False, True, False], 7056, 'North', (1, 9))
Element 5: (1, (1, 9), ['%', '', '%', '%'], [(11, 9), (7, 3), (10, 8)], [True, False, True, True], 90, False, [False, False, False, False], 9075, 'South', (1, 8))
Element 6: (1, (1, 8), ['%', '', '', '%'], [(12, 9), (8, 3), (10, 9)], [True, False, False, True], 88, False, [False, False, False, False], 10094, 'South', (1, 7))
Element 7: (1, (1, 7), ['%', '', '', '%'], [(13, 9), (9, 3), (9, 9)], [True, False, False, True], 86, False, [False, False, False, False], 10123, 'South', (1, 6))
Element 8: (1, (1, 6), ['%', '', '', '%'], [(14, 9), (10, 3), (9, 8)], [True, False, False, True], 84, False, [False, False, False, False], 11142, 'South', (1, 5))
Element 9: (1, (1, 5), ['%', '.', '', '%'], [(15, 9), (11, 3), (9, 7)], [True, False, False, True], 82, False, [False, True, False, False], 12161, 'South', (1, 4))
Element 10: (1, (1, 4), ['%', '.', '', '%'], [(15, 8), (11, 4), (9, 6)], [True, False, False, True], 80, False, [False, True, False, False], 13190, 'South', (1, 3))
Element 11: #1#
