Element 1: (3, (3, 4), ['%', '.', '.', '.'], [(8, 5), (1, 3), (1, 5)], [True, False, False, False], 98, False, [False, True, True, True], 29, 'East', (4, 4))
Element 2: (3, (4, 4), ['', '.', '.', '.'], [(9, 5), (1, 4), (1, 6)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (5, 4))
Element 3: (3, (5, 4), ['', '.', '.', '.'], [(10, 5), (1, 5), (1, 7)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (6, 4))
Element 4: (3, (6, 4), ['', '.', '.', '.'], [(11, 5), (1, 6), (1, 8)], [False, False, False, False], 92, False, [False, True, True, True], 2096, 'East', (7, 4))
Element 5: (3, (7, 4), ['', '.', '', '.'], [(11, 6), (1, 7), (1, 9)], [False, False, False, False], 90, False, [False, True, False, True], 3115, 'East', (8, 4))
Element 6: (3, (8, 4), ['', '.', '', '.'], [(11, 7), (1, 8), (1, 9)], [False, False, False, False], 88, False, [False, True, False, True], 4124, 'East', (9, 4))
Element 7: (3, (9, 4), ['', '.', '', 'F'], [(11, 8), (1, 7), (1, 8)], [False, False, False, False], 86, False, [False, True, False, False], 5133, 'East', (10, 4))
Element 8: (3, (10, 4), ['', 'F', '', 'F'], [(11, 9), (1, 6), (1, 7)], [False, False, False, False], 84, False, [False, False, False, False], 7132, 'East', (11, 4))
Element 9: (3, (11, 4), ['', 'F', '', '.'], [(10, 9), (1, 5), (1, 6)], [False, False, False, False], 82, False, [False, False, False, True], 9131, 'South', (11, 3))
Element 10: (3, (11, 3), ['F', '%', '', '.'], [(10, 8), (1, 4), (1, 5)], [False, True, False, False], 80, False, [False, False, False, True], 11130, 'West', (10, 3))
Element 11: (3, (10, 3), ['.', '.', '', ''], [(10, 7), (1, 3), (1, 5)], [False, False, False, False], 78, False, [True, True, False, False], 13129, 'South', (10, 2))
Element 12: #1#
