Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(15, 6), (8, 1), (9, 7)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(15, 7), (9, 1), (10, 7)], [False, True, True, False], 96, False, [True, False, False, False], 1058, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(15, 8), (10, 1), (11, 7)], [True, True, True, False], 94, False, [False, False, False, False], 2087, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(15, 9), (11, 1), (11, 8)], [False, True, True, False], 92, False, [False, False, False, False], 3106, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(14, 9), (12, 1), (11, 9)], [False, True, True, True], 90, False, [False, False, False, False], 4125, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(14, 8), (13, 1), (10, 9)], [False, True, True, True], 88, False, [False, False, False, False], 5144, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(14, 7), (14, 1), (10, 8)], [False, True, True, False], 86, False, [False, False, False, False], 6163, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(14, 6), (13, 1), (9, 8)], [True, True, True, False], 84, False, [False, False, False, False], 6182, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(14, 5), (13, 2), (9, 9)], [False, True, True, False], 82, False, [False, False, False, False], 6211, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(14, 4), (13, 3), (8, 9)], [False, True, True, True], 80, False, [False, False, False, False], 6240, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(15, 4), (14, 3), (8, 8)], [False, True, True, True], 78, False, [False, False, False, False], 6269, 'West', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(15, 3), (14, 4), (7, 8)], [False, True, True, False], 76, False, [False, False, False, False], 6288, 'West', (16, 1))
Element 13: (3, (16, 1), ['%', '%', '%', ''], [(15, 2), (13, 4), (7, 9)], [True, True, True, False], 74, False, [False, False, False, False], 6317, 'East', (17, 1))
Element 14: (3, (17, 1), ['', '%', '%', ''], [(15, 3), (13, 5), (6, 9)], [False, True, True, False], 72, False, [False, False, False, False], 6336, 'East', (18, 1))
Element 15: (3, (18, 1), ['', '%', '%', '%'], [(14, 3), (13, 6), (6, 8)], [False, True, True, True], 70, False, [False, False, False, False], 6355, 'Stop', (18, 1))
Element 16: (3, (18, 1), ['', '%', '%', '%'], [(13, 3), (13, 7), (6, 7)], [False, True, True, True], 68, False, [False, False, False, False], 6374, 'West', (17, 1))
Element 17: (3, (17, 1), ['', '%', '%', ''], [(12, 3), (13, 8), (7, 7)], [False, True, True, False], 66, False, [False, False, False, False], 6403, 'West', (16, 1))
Element 18: (3, (16, 1), ['%', '%', '%', ''], [(11, 3), (13, 9), (7, 6)], [True, True, True, False], 64, False, [False, False, False, False], 7422, 'East', (17, 1))
Element 19: (3, (17, 1), ['', '%', '%', ''], [(11, 4), (12, 9), (8, 6)], [False, True, True, False], 62, False, [False, False, False, False], 8441, 'East', (18, 1))
Element 20: (3, (18, 1), ['', '%', '%', '%'], [(11, 5), (12, 8), (9, 6)], [False, True, True, True], 60, False, [False, False, False, False], 9460, 'Stop', (18, 1))
Element 21: (3, (18, 1), ['', '%', '%', '%'], [(11, 6), (12, 7), (10, 6)], [False, True, True, True], 58, False, [False, False, False, False], 11469, 'West', (17, 1))
Element 22: (3, (17, 1), ['', '%', '%', ''], [(12, 6), (11, 7), (10, 5)], [False, True, True, False], 56, False, [False, False, False, False], 12478, 'West', (16, 1))
Element 23: (3, (16, 1), ['%', '%', '%', ''], [(12, 5), (11, 8), (10, 4)], [True, True, True, False], 54, False, [False, False, False, False], 13487, 'East', (17, 1))
Element 24: #1#
