Element 1: (0, (3, 4), ['%', '.', '.', '.'], [(7, 1), (12, 7), (13, 9)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (4, 4))
Element 2: (0, (4, 4), ['', '.', '.', '.'], [(8, 1), (11, 7), (14, 9)], [False, False, False, False], 96, False, [False, True, True, True], 1029, 'East', (5, 4))
Element 3: (0, (5, 4), ['', '.', '.', '.'], [(9, 1), (11, 8), (15, 9)], [False, False, False, False], 94, False, [False, True, True, True], 2058, 'East', (6, 4))
Element 4: (0, (6, 4), ['', '.', '.', '.'], [(10, 1), (11, 9), (15, 8)], [False, False, False, False], 92, False, [False, True, True, True], 3087, 'East', (7, 4))
Element 5: (0, (7, 4), ['', '.', '.', '.'], [(11, 1), (10, 9), (15, 7)], [False, False, False, False], 90, False, [False, True, True, True], 4116, 'East', (8, 4))
Element 6: (0, (8, 4), ['', '.', '.', '.'], [(12, 1), (10, 8), (15, 6)], [False, False, False, False], 88, False, [False, True, True, True], 5145, 'East', (9, 4))
Element 7: (0, (9, 4), ['', '.', '.', 'F'], [(13, 1), (10, 7), (15, 5)], [False, False, False, False], 86, False, [False, True, True, False], 6174, 'East', (10, 4))
Element 8: (0, (10, 4), ['', 'F', 'F', 'F'], [(14, 1), (10, 6), (15, 4)], [False, False, False, False], 84, False, [False, False, False, False], 8193, 'East', (11, 4))
Element 9: (0, (11, 4), ['', 'F', 'F', '.'], [(13, 1), (11, 6), (15, 3)], [False, False, False, False], 82, False, [False, False, False, True], 10202, 'North', (11, 5))
Element 10: (0, (11, 5), ['F', '', '', '.'], [(13, 2), (12, 6), (15, 2)], [False, False, False, False], 80, False, [False, False, False, True], 11231, 'West', (10, 5))
Element 11: (0, (10, 5), ['.', '', '', ''], [(13, 3), (13, 6), (15, 3)], [False, False, False, False], 78, False, [True, False, False, False], 12250, 'West', (9, 5))
Element 12: (0, (9, 5), ['.', '', '.', ''], [(14, 3), (14, 6), (15, 2)], [False, False, False, False], 76, False, [True, False, True, False], 12279, 'North', (9, 6))
Element 13: (0, (9, 6), ['.', '', '.', ''], [(14, 4), (14, 7), (15, 3)], [False, False, False, False], 74, False, [True, False, True, False], 12308, 'North', (9, 7))
Element 14: (0, (9, 7), ['.', '', '.', ''], [(14, 5), (14, 8), (15, 4)], [False, False, False, False], 72, False, [True, False, True, False], 12337, 'North', (9, 8))
Element 15: (0, (9, 8), ['.', '', '.', ''], [(13, 5), (13, 8), (14, 4)], [False, False, False, False], 70, False, [True, False, True, False], 12366, 'North', (9, 9))
Element 16: (0, (9, 9), ['.', '', '%', ''], [(13, 4), (13, 7), (14, 5)], [False, False, True, False], 68, False, [True, False, False, False], 12395, 'West', (8, 9))
Element 17: (0, (8, 9), ['.', '.', '%', ''], [(12, 4), (13, 8), (14, 6)], [False, False, True, False], 66, False, [True, True, False, False], 12414, 'South', (8, 8))
Element 18: (0, (8, 8), ['.', '.', '', ''], [(12, 5), (12, 8), (14, 7)], [False, False, False, False], 64, False, [True, True, False, False], 12443, 'South', (8, 7))
Element 19: (0, (8, 7), ['.', '.', '', ''], [(12, 6), (12, 9), (14, 8)], [False, False, False, False], 62, False, [True, True, False, False], 12462, 'South', (8, 6))
Element 20: (0, (8, 6), ['.', '.', '', ''], [(13, 6), (13, 9), (13, 8)], [False, False, False, False], 60, False, [True, True, False, False], 12471, 'South', (8, 5))
Element 21: (0, (8, 5), ['.', '', '', ''], [(14, 6), (14, 9), (13, 7)], [False, False, False, False], 58, False, [True, False, False, False], 12480, 'West', (7, 5))
Element 22: (0, (7, 5), ['.', '', '.', ''], [(15, 6), (15, 9), (13, 6)], [False, False, False, False], 56, False, [True, False, True, False], 12489, 'North', (7, 6))
Element 23: (0, (7, 6), ['.', '', '.', ''], [(15, 7), (15, 8), (13, 5)], [False, False, False, False], 54, False, [True, False, True, False], 12498, 'North', (7, 7))
Element 24: (0, (7, 7), ['.', '', '.', ''], [(14, 7), (15, 7), (13, 4)], [False, False, False, False], 52, False, [True, False, True, False], 12507, 'North', (7, 8))
Element 25: (0, (7, 8), ['.', '', '.', ''], [(14, 8), (15, 6), (13, 3)], [False, False, False, False], 50, False, [True, False, True, False], 12516, 'North', (7, 9))
Element 26: (0, (7, 9), ['.', '', '%', ''], [(15, 8), (15, 5), (12, 3)], [False, False, True, False], 48, False, [True, False, False, False], 12535, 'West', (6, 9))
Element 27: (0, (6, 9), ['.', '.', '%', ''], [(15, 9), (15, 4), (11, 3)], [False, False, True, False], 46, False, [True, True, False, False], 13544, 'South', (6, 8))
Element 28: #1#
