Element 1: (0, (5, 3), ['.', '%', '.', '.'], [(12, 7), (13, 2), (13, 7)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (6, 3))
Element 2: (0, (6, 3), ['', '.', '.', '.'], [(11, 7), (13, 3), (14, 7)], [False, False, False, False], 96, False, [False, True, True, True], 1029, 'East', (7, 3))
Element 3: (0, (7, 3), ['', '.', '.', '.'], [(11, 8), (14, 3), (15, 7)], [False, False, False, False], 94, False, [False, True, True, True], 2058, 'East', (8, 3))
Element 4: (0, (8, 3), ['', '.', '.', '.'], [(11, 9), (15, 3), (15, 8)], [False, False, False, False], 92, False, [False, True, True, True], 3087, 'East', (9, 3))
Element 5: (0, (9, 3), ['', '.', '.', 'F'], [(10, 9), (15, 4), (15, 9)], [False, False, False, False], 90, False, [False, True, True, False], 4116, 'East', (10, 3))
Element 6: (0, (10, 3), ['', '.', 'F', 'F'], [(10, 8), (15, 5), (14, 9)], [False, False, False, False], 88, False, [False, True, False, False], 6135, 'East', (11, 3))
Element 7: (0, (11, 3), ['', '%', 'F', '.'], [(10, 7), (15, 6), (14, 8)], [False, True, False, False], 86, False, [False, False, False, True], 8154, 'North', (11, 4))
Element 8: (0, (11, 4), ['F', '', 'F', '.'], [(10, 6), (14, 6), (13, 8)], [False, False, False, False], 84, False, [False, False, False, True], 10173, 'North', (11, 5))
Element 9: (0, (11, 5), ['F', '', 'G', '.'], [(11, 6), (14, 5), (13, 9)], [False, False, False, False], 82, False, [False, False, False, True], 12192, 'West', (10, 5))
Element 10: (0, (10, 5), ['.', 'F', '', ''], [(12, 6), (14, 4), (12, 9)], [False, False, False, False], 80, False, [True, False, False, False], 13221, 'South', (10, 4))
Element 11: #1#
