Element 1: (1, (9, 4), ['.', '.', '.', 'F'], [(11, 7), (13, 2), (15, 8)], [False, False, False, False], 98, False, [True, True, True, False], 999, 'East', (10, 4))
Element 2: (1, (10, 4), ['', 'F', 'F', 'F'], [(11, 8), (13, 3), (15, 9)], [False, False, False, False], 96, False, [False, False, False, False], 3018, 'East', (11, 4))
Element 3: (1, (11, 4), ['', 'F', 'F', '.'], [(11, 9), (14, 3), (14, 9)], [False, False, False, False], 94, False, [False, False, False, True], 5037, 'North', (11, 5))
Element 4: (1, (11, 5), ['F', '', 'F', '.'], [(10, 9), (15, 3), (14, 8)], [False, False, False, False], 92, False, [False, False, False, True], 7056, 'North', (11, 6))
Element 5: (1, (11, 6), ['F', '', '', '.'], [(10, 8), (15, 4), (14, 7)], [False, False, False, False], 90, False, [False, False, False, True], 9075, 'West', (10, 6))
Element 6: (1, (10, 6), ['.', 'F', 'G', ''], [(10, 7), (15, 5), (15, 7)], [False, False, False, False], 88, False, [True, False, False, False], 11094, 'South', (10, 5))
Element 7: (1, (10, 5), ['.', '', '', ''], [(9, 7), (15, 6), (14, 7)], [False, False, False, False], 86, False, [True, False, False, False], 12113, 'West', (9, 5))
Element 8: (1, (9, 5), ['.', '', '.', ''], [(9, 8), (14, 6), (14, 8)], [False, False, False, False], 84, False, [True, False, True, False], 12142, 'North', (9, 6))
Element 9: (1, (9, 6), ['.', '', '', ''], [(9, 9), (14, 5), (14, 7)], [False, False, False, False], 82, False, [True, False, False, False], 12171, 'West', (8, 6))
Element 10: (1, (8, 6), ['.', '.', '.', ''], [(8, 9), (14, 4), (13, 7)], [False, False, False, False], 80, False, [True, True, True, False], 12210, 'North', (8, 7))
Element 11: (1, (8, 7), ['.', '', 'G', ''], [(8, 8), (13, 4), (13, 8)], [False, False, False, False], 78, False, [True, False, False, False], 12249, 'West', (7, 7))
Element 12: (1, (7, 7), ['.', '.', 'G', ''], [(7, 8), (13, 5), (13, 9)], [False, False, False, False], 76, False, [True, True, False, False], 12288, 'South', (7, 6))
Element 13: (1, (7, 6), ['.', '.', '', ''], [(7, 9), (13, 6), (12, 9)], [False, False, False, False], 74, False, [True, True, False, False], 12327, 'South', (7, 5))
Element 14: (1, (7, 5), ['.', '.', '', '.'], [(6, 9), (12, 6), (12, 8)], [False, False, False, False], 72, False, [True, True, False, True], 12366, 'East', (8, 5))
Element 15: (1, (8, 5), ['', '.', '', ''], [(6, 8), (12, 5), (12, 7)], [False, False, False, False], 70, False, [False, True, False, False], 12395, 'South', (8, 4))
Element 16: (1, (8, 4), ['.', '.', '', ''], [(6, 7), (12, 4), (12, 6)], [False, False, False, False], 68, False, [True, True, False, False], 12424, 'South', (8, 3))
Element 17: (1, (8, 3), ['.', '.', '', '.'], [(6, 6), (12, 3), (13, 6)], [False, False, False, False], 66, False, [True, True, False, True], 12453, 'East', (9, 3))
Element 18: (1, (9, 3), ['', '.', '', 'F'], [(6, 5), (11, 3), (14, 6)], [False, False, False, False], 64, False, [False, True, False, False], 13472, 'East', (10, 3))
Element 19: #1#
