Element 1: (0, (12, 1), ['.', '%', '%', '.'], [(10, 1), (12, 3), (15, 4)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (13, 1))
Element 2: (0, (13, 1), ['', '%', '.', '.'], [(11, 1), (11, 3), (15, 5)], [False, True, False, False], 96, False, [False, False, True, True], 1029, 'East', (14, 1))
Element 3: (0, (14, 1), ['', '%', '%', '%'], [(12, 1), (11, 4), (15, 6)], [False, True, True, True], 94, False, [False, False, False, False], 2048, 'West', (13, 1))
Element 4: (0, (13, 1), ['', '%', '.', ''], [(11, 1), (11, 5), (15, 7)], [False, True, False, False], 92, False, [False, False, True, False], 3057, 'North', (13, 2))
Element 5: (0, (13, 2), ['%', '', '.', '%'], [(10, 1), (11, 6), (15, 8)], [True, False, False, True], 90, False, [False, False, True, False], 4076, 'North', (13, 3))
Element 6: (0, (13, 3), ['', '', '.', '.'], [(10, 2), (11, 7), (15, 9)], [False, False, False, False], 88, False, [False, False, True, True], 5105, 'East', (14, 3))
Element 7: (0, (14, 3), ['', '%', '.', '.'], [(10, 3), (11, 8), (14, 9)], [False, True, False, False], 86, False, [False, False, True, True], 7124, 'East', (15, 3))
Element 8: (0, (15, 3), ['', '.', '', '%'], [(10, 4), (11, 9), (14, 8)], [False, False, False, True], 84, False, [False, True, False, False], 9143, 'South', (15, 2))
Element 9: (0, (15, 2), ['%', '%', '', '%'], [(10, 5), (10, 9), (14, 7)], [True, True, False, True], 82, False, [False, False, False, False], 11162, 'North', (15, 3))
Element 10: (0, (15, 3), ['', '', '', '%'], [(10, 6), (10, 8), (14, 6)], [False, False, False, True], 80, False, [False, False, False, False], 13171, 'North', (15, 4))
Element 11: #1#
