Element 1: (2, (3, 9), ['%', '.', '%', '.'], [(12, 1), (4, 5), (5, 7)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (4, 9))
Element 2: (2, (4, 9), ['', '.', '%', '.'], [(13, 1), (5, 5), (6, 7)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (5, 9))
Element 3: (2, (5, 9), ['', '.', '%', '.'], [(14, 1), (6, 5), (7, 7)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (6, 9))
Element 4: (2, (6, 9), ['', '.', '%', '.'], [(13, 1), (7, 5), (8, 7)], [False, False, True, False], 92, False, [False, True, False, True], 126, 'East', (7, 9))
Element 5: (2, (7, 9), ['', '.', '%', '.'], [(13, 2), (8, 5), (9, 7)], [False, False, True, False], 90, False, [False, True, False, True], 165, 'East', (8, 9))
Element 6: (2, (8, 9), ['', '.', '%', '.'], [(13, 3), (9, 5), (10, 7)], [False, False, True, False], 88, False, [False, True, False, True], 1194, 'East', (9, 9))
Element 7: (2, (9, 9), ['', '.', '%', 'F'], [(14, 3), (10, 5), (11, 7)], [False, False, True, False], 86, False, [False, True, False, False], 3213, 'East', (10, 9))
Element 8: (2, (10, 9), ['', 'F', '%', 'F'], [(15, 3), (11, 5), (11, 8)], [False, False, True, False], 84, False, [False, False, False, False], 6222, 'East', (11, 9))
Element 9: (2, (11, 9), ['', '', '%', '.'], [(15, 4), (11, 6), (10, 8)], [False, False, True, False], 82, False, [False, False, False, True], 9231, 'East', (12, 9))
Element 10: (2, (12, 9), ['', '.', '%', '.'], [(15, 5), (10, 6), (9, 8)], [False, False, True, False], 80, False, [False, True, False, True], 10260, 'East', (13, 9))
Element 11: (2, (13, 9), ['', '.', '%', '.'], [(15, 6), (9, 6), (8, 8)], [False, False, True, False], 78, False, [False, True, False, True], 10299, 'East', (14, 9))
Element 12: (2, (14, 9), ['', '.', '%', '.'], [(15, 7), (8, 6), (7, 8)], [False, False, True, False], 76, False, [False, True, False, True], 10338, 'East', (15, 9))
Element 13: (2, (15, 9), ['', 'G', '%', '%'], [(15, 8), (7, 6), (6, 8)], [False, False, True, True], 74, False, [False, False, False, False], 10377, 'West', (14, 9))
Element 14: (2, (14, 9), ['', 'G', '%', ''], [(14, 8), (6, 6), (5, 8)], [False, False, True, False], 72, False, [False, False, False, False], 10406, 'West', (13, 9))
Element 15: (2, (13, 9), ['', '.', '%', ''], [(14, 7), (5, 6), (4, 8)], [False, False, True, False], 70, False, [False, True, False, False], 10435, 'East', (14, 9))
Element 16: (2, (14, 9), ['', '', '%', ''], [(14, 6), (4, 6), (4, 7)], [False, False, True, False], 68, False, [False, False, False, False], 10464, 'West', (13, 9))
Element 17: (2, (13, 9), ['', '.', '%', ''], [(14, 5), (3, 6), (3, 7)], [False, False, True, False], 66, False, [False, True, False, False], 10493, 'South', (13, 8))
Element 18: (2, (13, 8), ['.', '.', '', ''], [(14, 4), (3, 7), (3, 8)], [False, False, False, False], 64, False, [True, True, False, False], 10522, 'South', (13, 7))
Element 19: (2, (13, 7), ['.', '.', '', ''], [(13, 4), (4, 7), (3, 9)], [False, False, False, False], 62, False, [True, True, False, False], 10541, 'South', (13, 6))
Element 20: (2, (13, 6), ['.', 'G', '', ''], [(13, 5), (5, 7), (4, 9)], [False, False, False, False], 60, False, [True, False, False, False], 10560, 'West', (12, 6))
Element 21: (2, (12, 6), ['', 'G', '.', ''], [(12, 5), (6, 7), (5, 9)], [False, False, False, False], 58, False, [False, False, True, False], 10579, 'North', (12, 7))
Element 22: (2, (12, 7), ['', '', '.', ''], [(12, 4), (7, 7), (6, 9)], [False, False, False, False], 56, False, [False, False, True, False], 10598, 'North', (12, 8))
Element 23: (2, (12, 8), ['', '', '', ''], [(11, 4), (8, 7), (7, 9)], [False, False, False, False], 54, False, [False, False, False, False], 11607, 'West', (11, 8))
Element 24: (2, (11, 8), ['', '', '', ''], [(11, 3), (9, 7), (8, 9)], [False, False, False, False], 52, False, [False, False, False, False], 12606, 'South', (11, 7))
Element 25: (2, (11, 7), ['G', '', '', ''], [(10, 3), (10, 7), (9, 9)], [False, False, False, False], 50, False, [False, False, False, False], 13605, 'South', (11, 6))
Element 26: #1#
