Element 1: (0, (7, 6), ['.', '.', '.', '.'], [(6, 3), (14, 4), (15, 8)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (8, 6))
Element 2: (0, (8, 6), ['', '.', '.', '.'], [(7, 3), (15, 4), (15, 9)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (9, 6))
Element 3: (0, (9, 6), ['', '.', '.', 'F'], [(8, 3), (15, 5), (14, 9)], [False, False, False, False], 94, False, [False, True, True, False], 78, 'East', (10, 6))
Element 4: (0, (10, 6), ['', 'F', 'F', 'F'], [(9, 3), (15, 6), (14, 8)], [False, False, False, False], 92, False, [False, False, False, False], 1107, 'East', (11, 6))
Element 5: (0, (11, 6), ['', 'F', 'F', '.'], [(10, 3), (15, 7), (14, 7)], [False, False, False, False], 90, False, [False, False, False, True], 3126, 'North', (11, 7))
Element 6: (0, (11, 7), ['F', '', 'F', '.'], [(11, 3), (15, 8), (14, 6)], [False, False, False, False], 88, False, [False, False, False, True], 5135, 'North', (11, 8))
Element 7: (0, (11, 8), ['F', '', 'F', '.'], [(11, 4), (15, 9), (14, 5)], [False, False, False, False], 86, False, [False, False, False, True], 7144, 'North', (11, 9))
Element 8: (0, (11, 9), ['F', '', '%', '.'], [(11, 5), (14, 9), (13, 5)], [False, False, True, False], 84, False, [False, False, False, True], 9153, 'West', (10, 9))
Element 9: (0, (10, 9), ['.', 'F', '%', ''], [(10, 5), (13, 9), (13, 6)], [False, False, True, False], 82, False, [True, False, False, False], 11172, 'South', (10, 8))
Element 10: (0, (10, 8), ['.', 'F', '', ''], [(10, 4), (13, 8), (13, 7)], [False, False, False, False], 80, False, [True, False, False, False], 13191, 'South', (10, 7))
Element 11: #1#
