Element 1: (1, (3, 9), ['%', '.', '%', '.'], [(4, 3), (6, 8), (14, 9)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (4, 9))
Element 2: (1, (4, 9), ['', '.', '%', '.'], [(5, 3), (7, 8), (15, 9)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (5, 9))
Element 3: (1, (5, 9), ['', '.', '%', '.'], [(6, 3), (8, 8), (15, 8)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (6, 9))
Element 4: (1, (6, 9), ['', '', '%', '.'], [(7, 3), (9, 8), (15, 7)], [False, False, True, False], 92, False, [False, False, False, True], 126, 'East', (7, 9))
Element 5: (1, (7, 9), ['', '', '%', '.'], [(8, 3), (10, 8), (15, 6)], [False, False, True, False], 90, False, [False, False, False, True], 1155, 'East', (8, 9))
Element 6: (1, (8, 9), ['', '', '%', '.'], [(9, 3), (11, 8), (15, 5)], [False, False, True, False], 88, False, [False, False, False, True], 2184, 'East', (9, 9))
Element 7: (1, (9, 9), ['', '', '%', 'F'], [(10, 3), (11, 9), (15, 4)], [False, False, True, False], 86, False, [False, False, False, False], 4203, 'East', (10, 9))
Element 8: (1, (10, 9), ['', '', '%', ''], [(11, 3), (12, 9), (15, 3)], [False, False, True, False], 84, False, [False, False, False, False], 6222, 'East', (11, 9))
Element 9: (1, (11, 9), ['', '', '%', ''], [(11, 4), (13, 9), (15, 2)], [False, False, True, False], 82, False, [False, False, False, False], 7241, 'East', (12, 9))
Element 10: (1, (12, 9), ['', '.', '%', ''], [(11, 5), (13, 8), (15, 3)], [False, False, True, False], 80, False, [False, True, False, False], 8250, 'South', (12, 8))
Element 11: (1, (12, 8), ['', '.', '', ''], [(11, 6), (14, 8), (14, 3)], [False, False, False, False], 78, False, [False, True, False, False], 9279, 'South', (12, 7))
Element 12: (1, (12, 7), ['G', '.', '', '.'], [(11, 7), (14, 7), (14, 4)], [False, False, False, False], 76, False, [False, True, False, True], 10308, 'East', (13, 7))
Element 13: (1, (13, 7), ['', '.', '', ''], [(10, 7), (14, 6), (14, 5)], [False, False, False, False], 74, False, [False, True, False, False], 11337, 'South', (13, 6))
Element 14: (1, (13, 6), ['.', 'G', '', ''], [(10, 6), (15, 6), (13, 5)], [False, False, False, False], 72, False, [True, False, False, False], 12356, 'West', (12, 6))
Element 15: (1, (12, 6), ['', '.', '', ''], [(10, 5), (15, 7), (13, 4)], [False, False, False, False], 70, False, [False, True, False, False], 13375, 'South', (12, 5))
Element 16: #1#
