Element 1: (0, (14, 3), ['.', '%', '.', '.'], [(10, 1), (14, 5), (15, 8)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (15, 3))
Element 2: (0, (15, 3), ['', '.', '.', '%'], [(11, 1), (15, 5), (15, 9)], [False, False, False, True], 96, False, [False, True, True, False], 39, 'North', (15, 4))
Element 3: (0, (15, 4), ['.', '', '', '%'], [(12, 1), (15, 6), (14, 9)], [False, False, False, True], 94, False, [True, False, False, False], 78, 'West', (14, 4))
Element 4: (0, (14, 4), ['.', '', '', ''], [(13, 1), (15, 7), (14, 8)], [False, False, False, False], 92, False, [True, False, False, False], 117, 'West', (13, 4))
Element 5: (0, (13, 4), ['.', '.', '.', ''], [(14, 1), (14, 7), (13, 8)], [False, False, False, False], 90, False, [True, True, True, False], 156, 'North', (13, 5))
Element 6: (0, (13, 5), ['.', '', '.', ''], [(13, 1), (14, 6), (13, 9)], [False, False, False, False], 88, False, [True, False, True, False], 185, 'North', (13, 6))
Element 7: (0, (13, 6), ['.', '', '.', ''], [(13, 2), (14, 7), (12, 9)], [False, False, False, False], 86, False, [True, False, True, False], 214, 'North', (13, 7))
Element 8: (0, (13, 7), ['.', '', '', ''], [(13, 3), (14, 6), (11, 9)], [False, False, False, False], 84, False, [True, False, False, False], 1233, 'West', (12, 7))
Element 9: (0, (12, 7), ['F', '.', '.', ''], [(12, 3), (14, 7), (11, 8)], [False, False, False, False], 82, False, [False, True, True, False], 2252, 'West', (11, 7))
Element 10: (0, (11, 7), ['F', 'F', '', ''], [(11, 3), (14, 8), (10, 8)], [False, False, False, False], 80, False, [False, False, False, False], 5251, 'South', (11, 6))
Element 11: (0, (11, 6), ['F', 'F', '', '.'], [(11, 4), (15, 8), (10, 9)], [False, False, False, False], 78, False, [False, False, False, True], 8250, 'South', (11, 5))
Element 12: (0, (11, 5), ['F', '', '', '.'], [(10, 4), (15, 9), (9, 9)], [False, False, False, False], 76, False, [False, False, False, True], 10259, 'West', (10, 5))
Element 13: (0, (10, 5), ['.', '', 'F', ''], [(10, 3), (14, 9), (9, 8)], [False, False, False, False], 74, False, [True, False, False, False], 12268, 'North', (10, 6))
Element 14: (0, (10, 6), ['.', '', 'F', ''], [(10, 2), (13, 9), (9, 7)], [False, False, False, False], 72, False, [True, False, False, False], 13287, 'North', (10, 7))
Element 15: #1#
