Element 1: (3, (12, 6), ['F', '.', '.', '.'], [(7, 7), (7, 8), (9, 6)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (11, 6))
Element 2: (3, (11, 6), ['G', 'F', 'F', ''], [(8, 7), (8, 8), (10, 6)], [False, False, False, False], 96, False, [False, False, False, False], 2048, 'North', (11, 7))
Element 3: (3, (11, 7), ['G', '', 'F', '.'], [(9, 7), (9, 8), (10, 7)], [False, False, False, False], 94, False, [False, False, False, True], 4067, 'North', (11, 8))
Element 4: (3, (11, 8), ['G', 'G', 'F', '.'], [(9, 6), (10, 8), (11, 7)], [False, False, False, False], 92, False, [False, False, False, True], 6066, 'North', (11, 9))
Element 5: (3, (11, 9), ['G', '', '%', '.'], [(9, 5), (10, 9), (12, 7)], [False, False, True, False], 90, False, [False, False, False, True], 8085, 'East', (12, 9))
Element 6: (3, (12, 9), ['', '.', '%', '.'], [(10, 5), (9, 9), (13, 7)], [False, False, True, False], 88, False, [False, True, False, True], 9114, 'East', (13, 9))
Element 7: (3, (13, 9), ['', '.', '%', '.'], [(11, 5), (8, 9), (14, 7)], [False, False, True, False], 86, False, [False, True, False, True], 10143, 'East', (14, 9))
Element 8: (3, (14, 9), ['', '.', '%', '.'], [(11, 4), (7, 9), (15, 7)], [False, False, True, False], 84, False, [False, True, False, True], 11172, 'East', (15, 9))
Element 9: (3, (15, 9), ['', 'G', '%', '%'], [(11, 3), (6, 9), (15, 8)], [False, False, True, True], 82, False, [False, False, False, False], 12201, 'West', (14, 9))
Element 10: (3, (14, 9), ['', 'G', '%', ''], [(10, 3), (5, 9), (14, 8)], [False, False, True, False], 80, False, [False, False, False, False], 13220, 'West', (13, 9))
Element 11: #1#
