Element 1: (2, (12, 5), ['F', '.', '.', '.'], [(8, 8), (1, 8), (14, 8)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (11, 5))
Element 2: (2, (11, 5), ['F', 'F', 'F', ''], [(9, 8), (1, 9), (15, 8)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'North', (11, 6))
Element 3: (2, (11, 6), ['F', '', 'F', '.'], [(10, 8), (1, 8), (15, 9)], [False, False, False, False], 94, False, [False, False, False, True], 3057, 'North', (11, 7))
Element 4: (2, (11, 7), ['F', '', 'G', '.'], [(11, 8), (1, 7), (14, 9)], [False, False, False, False], 92, False, [False, False, False, True], 5066, 'West', (10, 7))
Element 5: (2, (10, 7), ['.', 'F', '', ''], [(11, 9), (1, 6), (13, 9)], [False, False, False, False], 90, False, [True, False, False, False], 7085, 'South', (10, 6))
Element 6: (2, (10, 6), ['.', 'F', '', ''], [(10, 9), (1, 5), (13, 8)], [False, False, False, False], 88, False, [True, False, False, False], 9104, 'South', (10, 5))
Element 7: (2, (10, 5), ['.', 'F', '', ''], [(9, 9), (1, 4), (13, 7)], [False, False, False, False], 86, False, [True, False, False, False], 10133, 'South', (10, 4))
Element 8: (2, (10, 4), ['.', 'F', '', 'F'], [(8, 9), (1, 3), (14, 7)], [False, False, False, False], 84, False, [True, False, False, False], 11162, 'East', (11, 4))
Element 9: (2, (11, 4), ['', 'F', '', '.'], [(7, 9), (1, 2), (15, 7)], [False, False, False, False], 82, False, [False, False, False, True], 12191, 'South', (11, 3))
Element 10: (2, (11, 3), ['F', '%', '', '.'], [(6, 9), (1, 1), (15, 6)], [False, True, False, False], 80, False, [False, False, False, True], 13220, 'West', (10, 3))
Element 11: #1#
