Element 1: (2, (9, 4), ['.', '.', '.', 'F'], [(9, 7), (8, 6), (9, 6)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (10, 4))
Element 2: (2, (10, 4), ['', 'F', 'F', 'F'], [(10, 7), (8, 5), (10, 6)], [False, False, False, False], 96, False, [False, False, False, False], 3028, 'East', (11, 4))
Element 3: (2, (11, 4), ['', 'F', 'F', '.'], [(11, 7), (9, 5), (11, 6)], [False, False, False, False], 94, False, [False, False, False, True], 6037, 'North', (11, 5))
Element 4: (2, (11, 5), ['G', '', '', '.'], [(11, 8), (10, 5), (12, 6)], [False, False, False, False], 92, False, [False, False, False, True], 9046, 'East', (12, 5))
Element 5: (2, (12, 5), ['G', '.', '', '.'], [(11, 9), (11, 5), (13, 6)], [False, False, False, False], 90, False, [False, True, False, True], 10065, 'East', (13, 5))
Element 6: (2, (13, 5), ['G', '.', '', '.'], [(10, 9), (12, 5), (14, 6)], [False, False, False, False], 88, False, [False, True, False, True], 11084, 'East', (14, 5))
Element 7: (2, (14, 5), ['', '.', '', '.'], [(10, 8), (12, 4), (15, 6)], [False, False, False, False], 86, False, [False, True, False, True], 12113, 'East', (15, 5))
Element 8: (2, (15, 5), ['', '.', '', '%'], [(9, 8), (13, 4), (15, 7)], [False, False, False, True], 84, False, [False, True, False, False], 12152, 'South', (15, 4))
Element 9: (2, (15, 4), ['G', '.', '', '%'], [(9, 9), (14, 4), (15, 8)], [False, False, False, True], 82, False, [False, True, False, False], 12191, 'South', (15, 3))
Element 10: (2, (15, 3), ['G', '.', '', '%'], [(8, 9), (14, 3), (15, 9)], [False, False, False, True], 80, False, [False, True, False, False], 12230, 'South', (15, 2))
Element 11: (2, (15, 2), ['%', '%', '', '%'], [(8, 8), (13, 3), (14, 9)], [True, True, False, True], 78, False, [False, False, False, False], 12269, 'North', (15, 3))
Element 12: (2, (15, 3), ['', '', '', '%'], [(7, 8), (13, 2), (14, 8)], [False, False, False, True], 76, False, [False, False, False, False], 12298, 'North', (15, 4))
Element 13: (2, (15, 4), ['', '', '', '%'], [(7, 9), (13, 1), (14, 7)], [False, False, False, True], 74, False, [False, False, False, False], 12327, 'North', (15, 5))
Element 14: (2, (15, 5), ['', '', '', '%'], [(6, 9), (14, 1), (13, 7)], [False, False, False, True], 72, False, [False, False, False, False], 12356, 'North', (15, 6))
Element 15: (2, (15, 6), ['', '', '', '%'], [(6, 8), (13, 1), (13, 8)], [False, False, False, True], 70, False, [False, False, False, False], 12375, 'North', (15, 7))
Element 16: (2, (15, 7), ['', '', '', '%'], [(6, 7), (12, 1), (13, 9)], [False, False, False, True], 68, False, [False, False, False, False], 12404, 'North', (15, 8))
Element 17: (2, (15, 8), ['', '', '', '%'], [(7, 7), (11, 1), (12, 9)], [False, False, False, True], 66, False, [False, False, False, False], 12433, 'North', (15, 9))
Element 18: (2, (15, 9), ['', '', '%', '%'], [(7, 6), (10, 1), (12, 8)], [False, False, True, True], 64, False, [False, False, False, False], 12452, 'West', (14, 9))
Element 19: (2, (14, 9), ['', '', '%', ''], [(7, 5), (10, 2), (12, 7)], [False, False, True, False], 62, False, [False, False, False, False], 12481, 'South', (14, 8))
Element 20: (2, (14, 8), ['', '', '', ''], [(7, 4), (10, 3), (11, 7)], [False, False, False, False], 60, False, [False, False, False, False], 13490, 'South', (14, 7))
Element 21: #1#
