Element 1: (3, (13, 9), ['.', '.', '%', '.'], [(13, 1), (4, 6), (6, 8)], [False, False, True, False], 98, False, [True, True, False, True], 29, 'East', (14, 9))
Element 2: (3, (14, 9), ['', '.', '%', '.'], [(13, 2), (5, 6), (7, 8)], [False, False, True, False], 96, False, [False, True, False, True], 68, 'East', (15, 9))
Element 3: (3, (15, 9), ['', '.', '%', '%'], [(13, 3), (6, 6), (8, 8)], [False, False, True, True], 94, False, [False, True, False, False], 107, 'South', (15, 8))
Element 4: (3, (15, 8), ['.', '.', '', '%'], [(14, 3), (7, 6), (9, 8)], [False, False, False, True], 92, False, [True, True, False, False], 146, 'South', (15, 7))
Element 5: (3, (15, 7), ['.', '.', '', '%'], [(15, 3), (8, 6), (10, 8)], [False, False, False, True], 90, False, [True, True, False, False], 1175, 'South', (15, 6))
Element 6: (3, (15, 6), ['.', '.', '', '%'], [(15, 4), (9, 6), (11, 8)], [False, False, False, True], 88, False, [True, True, False, False], 2204, 'South', (15, 5))
Element 7: (3, (15, 5), ['.', '', '', '%'], [(14, 4), (10, 6), (11, 9)], [False, False, False, True], 86, False, [True, False, False, False], 4223, 'West', (14, 5))
Element 8: (3, (14, 5), ['.', '', '.', ''], [(13, 4), (11, 6), (10, 9)], [False, False, False, False], 84, False, [True, False, True, False], 6242, 'North', (14, 6))
Element 9: (3, (14, 6), ['.', '', '.', ''], [(13, 5), (11, 7), (9, 9)], [False, False, False, False], 82, False, [True, False, True, False], 7271, 'North', (14, 7))
Element 10: (3, (14, 7), ['.', '', '.', ''], [(13, 6), (10, 7), (8, 9)], [False, False, False, False], 80, False, [True, False, True, False], 8300, 'North', (14, 8))
Element 11: (3, (14, 8), ['.', '', '', ''], [(13, 7), (9, 7), (7, 9)], [False, False, False, False], 78, False, [True, False, False, False], 8339, 'West', (13, 8))
Element 12: (3, (13, 8), ['.', '', '', ''], [(12, 7), (8, 7), (6, 9)], [False, False, False, False], 76, False, [True, False, False, False], 8378, 'West', (12, 8))
Element 13: (3, (12, 8), ['', '', '.', ''], [(12, 6), (7, 7), (5, 9)], [False, False, False, False], 74, False, [False, False, True, False], 8417, 'North', (12, 9))
Element 14: (3, (12, 9), ['', '', '%', ''], [(12, 5), (6, 7), (4, 9)], [False, False, True, False], 72, False, [False, False, False, False], 8456, 'West', (11, 9))
Element 15: (3, (11, 9), ['', '', '%', ''], [(11, 5), (5, 7), (4, 8)], [False, False, True, False], 70, False, [False, False, False, False], 9475, 'South', (11, 8))
Element 16: (3, (11, 8), ['', '', '', ''], [(11, 4), (4, 7), (3, 8)], [False, False, False, False], 68, False, [False, False, False, False], 10494, 'South', (11, 7))
Element 17: (3, (11, 7), ['', '', '', ''], [(11, 3), (3, 7), (3, 9)], [False, False, False, False], 66, False, [False, False, False, False], 11513, 'East', (12, 7))
Element 18: (3, (12, 7), ['', '', '', ''], [(10, 3), (3, 8), (4, 9)], [False, False, False, False], 64, False, [False, False, False, False], 12512, 'East', (13, 7))
Element 19: (3, (13, 7), ['', '', '', ''], [(10, 4), (4, 8), (3, 9)], [False, False, False, False], 62, False, [False, False, False, False], 13511, 'South', (13, 6))
Element 20: #1#
