Element 1: (2, (3, 9), ['%', '.', '%', '.'], [(4, 6), (4, 7), (17, 1)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (4, 9))
Element 2: (2, (4, 9), ['', '.', '%', '.'], [(5, 6), (5, 7), (18, 1)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (5, 9))
Element 3: (2, (5, 9), ['', '.', '%', '.'], [(6, 6), (6, 7), (17, 1)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (6, 9))
Element 4: (2, (6, 9), ['', '.', '%', '.'], [(7, 6), (7, 7), (16, 1)], [False, False, True, False], 92, False, [False, True, False, True], 126, 'East', (7, 9))
Element 5: (2, (7, 9), ['', '.', '%', '.'], [(8, 6), (8, 7), (17, 1)], [False, False, True, False], 90, False, [False, True, False, True], 155, 'East', (8, 9))
Element 6: (2, (8, 9), ['', '.', '%', '.'], [(9, 6), (9, 7), (17, 1)], [False, False, True, False], 88, False, [False, True, False, True], 184, 'East', (9, 9))
Element 7: (2, (9, 9), ['', '.', '%', 'F'], [(10, 6), (10, 7), (18, 1)], [False, False, True, False], 86, False, [False, True, False, False], 2193, 'East', (10, 9))
Element 8: (2, (10, 9), ['', 'F', '%', 'F'], [(11, 6), (11, 7), (17, 1)], [False, False, True, False], 84, False, [False, False, False, False], 5192, 'East', (11, 9))
Element 9: (2, (11, 9), ['', 'G', '%', '.'], [(11, 5), (11, 8), (16, 1)], [False, False, True, False], 82, False, [False, False, False, True], 8191, 'East', (12, 9))
Element 10: (2, (12, 9), ['', '.', '%', '.'], [(11, 4), (10, 8), (17, 1)], [False, False, True, False], 80, False, [False, True, False, True], 10200, 'East', (13, 9))
Element 11: (2, (13, 9), ['', '.', '%', '.'], [(11, 3), (9, 8), (17, 1)], [False, False, True, False], 78, False, [False, True, False, True], 11219, 'East', (14, 9))
Element 12: (2, (14, 9), ['', '.', '%', '.'], [(10, 3), (8, 8), (18, 1)], [False, False, True, False], 76, False, [False, True, False, True], 12238, 'East', (15, 9))
Element 13: (2, (15, 9), ['', '.', '%', '%'], [(10, 4), (7, 8), (17, 1)], [False, False, True, True], 74, False, [False, True, False, False], 13257, 'South', (15, 8))
Element 14: #1#
