Element 1: (1, (1, 1), ['%', '%', '.', '.'], [(10, 3), (3, 8), (12, 1)], [True, True, False, False], 98, False, [False, False, True, True], 999, 'East', (2, 1))
Element 2: (1, (2, 1), ['', '%', '%', '.'], [(11, 3), (4, 8), (13, 1)], [False, True, True, False], 96, False, [False, False, False, True], 2028, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '%', '.'], [(11, 4), (5, 8), (14, 1)], [False, True, True, False], 94, False, [False, False, False, True], 3057, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(11, 5), (6, 8), (13, 1)], [False, True, False, True], 92, False, [False, False, True, False], 4076, 'North', (4, 2))
Element 5: (1, (4, 2), ['%', '', '.', '%'], [(11, 6), (7, 8), (13, 2)], [True, False, False, True], 90, False, [False, False, True, False], 5105, 'North', (4, 3))
Element 6: (1, (4, 3), ['.', '', '.', '.'], [(11, 7), (8, 8), (13, 3)], [False, False, False, False], 88, False, [True, False, True, True], 6134, 'East', (5, 3))
Element 7: (1, (5, 3), ['', '%', '.', '.'], [(11, 8), (9, 8), (14, 3)], [False, True, False, False], 86, False, [False, False, True, True], 7163, 'East', (6, 3))
Element 8: (1, (6, 3), ['', '.', '.', '.'], [(11, 9), (10, 8), (15, 3)], [False, False, False, False], 84, False, [False, True, True, True], 9182, 'East', (7, 3))
Element 9: (1, (7, 3), ['', '.', '.', '.'], [(12, 9), (10, 9), (15, 4)], [False, False, False, False], 82, False, [False, True, True, True], 10211, 'East', (8, 3))
Element 10: (1, (8, 3), ['', '.', '.', '.'], [(13, 9), (9, 9), (15, 5)], [False, False, False, False], 80, False, [False, True, True, True], 10250, 'East', (9, 3))
Element 11: (1, (9, 3), ['', '.', '.', ''], [(14, 9), (8, 9), (15, 6)], [False, False, False, False], 78, False, [False, True, True, False], 10289, 'North', (9, 4))
Element 12: (1, (9, 4), ['.', '', '.', 'F'], [(15, 9), (7, 9), (15, 7)], [False, False, False, False], 76, False, [True, False, True, False], 10328, 'East', (10, 4))
Element 13: (1, (10, 4), ['', '', 'F', ''], [(14, 9), (6, 9), (15, 8)], [False, False, False, False], 74, False, [False, False, False, False], 11347, 'North', (10, 5))
Element 14: (1, (10, 5), ['.', '', 'F', ''], [(13, 9), (5, 9), (14, 8)], [False, False, False, False], 72, False, [True, False, False, False], 12366, 'North', (10, 6))
Element 15: (1, (10, 6), ['.', '', 'F', ''], [(14, 9), (4, 9), (14, 7)], [False, False, False, False], 70, False, [True, False, False, False], 13385, 'North', (10, 7))
Element 16: #1#
