Element 1: (3, (12, 5), ['F', '.', '.', '.'], [(8, 7), (1, 7), (10, 5)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'West', (11, 5))
Element 2: (3, (11, 5), ['', 'F', 'F', ''], [(9, 7), (1, 8), (10, 6)], [False, False, False, False], 96, False, [False, False, False, False], 3038, 'North', (11, 6))
Element 3: (3, (11, 6), ['', '', 'F', '.'], [(10, 7), (1, 9), (9, 6)], [False, False, False, False], 94, False, [False, False, False, True], 5057, 'North', (11, 7))
Element 4: (3, (11, 7), ['', '', 'F', '.'], [(10, 8), (1, 8), (8, 6)], [False, False, False, False], 92, False, [False, False, False, True], 7066, 'North', (11, 8))
Element 5: (3, (11, 8), ['', '', 'F', '.'], [(10, 9), (1, 7), (8, 5)], [False, False, False, False], 90, False, [False, False, False, True], 9075, 'North', (11, 9))
Element 6: (3, (11, 9), ['', '', '%', '.'], [(9, 9), (1, 6), (8, 4)], [False, False, True, False], 88, False, [False, False, False, True], 10094, 'East', (12, 9))
Element 7: (3, (12, 9), ['', '.', '%', '.'], [(9, 8), (1, 5), (9, 4)], [False, False, True, False], 86, False, [False, True, False, True], 10133, 'East', (13, 9))
Element 8: (3, (13, 9), ['', '.', '%', '.'], [(8, 8), (1, 4), (10, 4)], [False, False, True, False], 84, False, [False, True, False, True], 11162, 'East', (14, 9))
Element 9: (3, (14, 9), ['', '.', '%', '.'], [(8, 9), (1, 3), (11, 4)], [False, False, True, False], 82, False, [False, True, False, True], 12191, 'East', (15, 9))
Element 10: (3, (15, 9), ['', '.', '%', '%'], [(7, 9), (1, 2), (11, 3)], [False, False, True, True], 80, False, [False, True, False, False], 13220, 'South', (15, 8))
Element 11: #1#
