Element 1: (1, (4, 2), ['%', '.', '.', '%'], [(4, 6), (9, 6), (14, 1)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (4, 3))
Element 2: (1, (4, 3), ['.', '', '.', '.'], [(5, 6), (10, 6), (13, 1)], [False, False, False, False], 96, False, [True, False, True, True], 1038, 'East', (5, 3))
Element 3: (1, (5, 3), ['', '%', '.', '.'], [(6, 6), (11, 6), (13, 2)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (6, 3))
Element 4: (1, (6, 3), ['', '.', '.', '.'], [(7, 6), (11, 7), (13, 3)], [False, False, False, False], 92, False, [False, True, True, True], 3096, 'East', (7, 3))
Element 5: (1, (7, 3), ['', '.', '.', '.'], [(8, 6), (11, 8), (14, 3)], [False, False, False, False], 90, False, [False, True, True, True], 4125, 'East', (8, 3))
Element 6: (1, (8, 3), ['', '.', '.', '.'], [(8, 7), (11, 9), (15, 3)], [False, False, False, False], 88, False, [False, True, True, True], 5154, 'East', (9, 3))
Element 7: (1, (9, 3), ['', '.', '.', 'F'], [(9, 7), (10, 9), (15, 4)], [False, False, False, False], 86, False, [False, True, True, False], 6183, 'East', (10, 3))
Element 8: (1, (10, 3), ['', '.', 'F', 'F'], [(10, 7), (10, 8), (15, 5)], [False, False, False, False], 84, False, [False, True, False, False], 9192, 'East', (11, 3))
Element 9: (1, (11, 3), ['', '%', 'F', '.'], [(11, 7), (9, 8), (15, 6)], [False, True, False, False], 82, False, [False, False, False, True], 10211, 'North', (11, 4))
Element 10: (1, (11, 4), ['F', '', 'F', '.'], [(12, 7), (9, 9), (15, 7)], [False, False, False, False], 80, False, [False, False, False, True], 11240, 'North', (11, 5))
Element 11: (1, (11, 5), ['F', '', '', '.'], [(13, 7), (8, 9), (15, 8)], [False, False, False, False], 78, False, [False, False, False, True], 12269, 'West', (10, 5))
Element 12: (1, (10, 5), ['.', 'F', '', ''], [(14, 7), (8, 8), (15, 9)], [False, False, False, False], 76, False, [True, False, False, False], 13298, 'South', (10, 4))
Element 13: #1#
