Element 1: (2, (7, 2), ['.', '.', '.', '.'], [(15, 4), (1, 8), (7, 6)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (8, 2))
Element 2: (2, (8, 2), ['', '.', '.', '.'], [(15, 5), (1, 9), (8, 6)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (9, 2))
Element 3: (2, (9, 2), ['', '.', '.', '.'], [(15, 6), (1, 8), (9, 6)], [False, False, False, False], 94, False, [False, True, True, True], 87, 'East', (10, 2))
Element 4: (2, (10, 2), ['', '.', 'F', '%'], [(15, 7), (1, 7), (10, 6)], [False, False, False, True], 92, False, [False, True, False, False], 1106, 'North', (10, 3))
Element 5: (2, (10, 3), ['.', '', 'F', 'F'], [(15, 8), (1, 6), (11, 6)], [False, False, False, False], 90, False, [True, False, False, False], 3125, 'East', (11, 3))
Element 6: (2, (11, 3), ['', '%', 'F', '.'], [(15, 9), (1, 5), (11, 7)], [False, True, False, False], 88, False, [False, False, False, True], 5144, 'North', (11, 4))
Element 7: (2, (11, 4), ['F', '', 'F', '.'], [(14, 9), (1, 4), (11, 8)], [False, False, False, False], 86, False, [False, False, False, True], 7163, 'North', (11, 5))
Element 8: (2, (11, 5), ['F', '', '', '.'], [(14, 8), (1, 3), (11, 9)], [False, False, False, False], 84, False, [False, False, False, True], 9182, 'West', (10, 5))
Element 9: (2, (10, 5), ['.', 'F', '', ''], [(14, 7), (1, 2), (10, 9)], [False, False, False, False], 82, False, [True, False, False, False], 11201, 'South', (10, 4))
Element 10: (2, (10, 4), ['.', '', '', ''], [(14, 6), (1, 1), (10, 8)], [False, False, False, False], 80, False, [True, False, False, False], 13220, 'West', (9, 4))
Element 11: #1#
