Element 1: (0, (9, 7), ['.', '.', '.', 'F'], [(4, 1), (4, 8), (10, 1)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'East', (10, 7))
Element 2: (0, (10, 7), ['', 'F', 'F', 'F'], [(4, 2), (5, 8), (11, 1)], [False, False, False, False], 96, False, [False, False, False, False], 1029, 'East', (11, 7))
Element 3: (0, (11, 7), ['', 'F', 'F', '.'], [(4, 3), (6, 8), (12, 1)], [False, False, False, False], 94, False, [False, False, False, True], 2058, 'North', (11, 8))
Element 4: (0, (11, 8), ['F', '', 'F', '.'], [(5, 3), (7, 8), (13, 1)], [False, False, False, False], 92, False, [False, False, False, True], 3087, 'North', (11, 9))
Element 5: (0, (11, 9), ['F', '', '%', '.'], [(6, 3), (8, 8), (14, 1)], [False, False, True, False], 90, False, [False, False, False, True], 4116, 'West', (10, 9))
Element 6: (0, (10, 9), ['.', 'F', '%', ''], [(7, 3), (9, 8), (13, 1)], [False, False, True, False], 88, False, [True, False, False, False], 5135, 'South', (10, 8))
Element 7: (0, (10, 8), ['', '', '', ''], [(8, 3), (9, 9), (13, 2)], [False, False, False, False], 86, False, [False, False, False, False], 6164, 'West', (9, 8))
Element 8: (0, (9, 8), ['', '', '', ''], [(9, 3), (8, 9), (13, 3)], [False, False, False, False], 84, False, [False, False, False, False], 6193, 'North', (9, 9))
Element 9: (0, (9, 9), ['', '', '%', ''], [(10, 3), (7, 9), (14, 3)], [False, False, True, False], 82, False, [False, False, False, False], 7212, 'West', (8, 9))
Element 10: (0, (8, 9), ['', '', '%', ''], [(11, 3), (6, 9), (15, 3)], [False, False, True, False], 80, False, [False, False, False, False], 8231, 'South', (8, 8))
Element 11: (0, (8, 8), ['', '.', '', ''], [(11, 4), (5, 9), (15, 4)], [False, False, False, False], 78, False, [False, True, False, False], 9250, 'South', (8, 7))
Element 12: (0, (8, 7), ['.', '.', '', ''], [(11, 5), (4, 9), (15, 5)], [False, False, False, False], 76, False, [True, True, False, False], 10279, 'South', (8, 6))
Element 13: (0, (8, 6), ['.', '.', '', '.'], [(11, 6), (3, 9), (15, 6)], [False, False, False, False], 74, False, [True, True, False, True], 11308, 'East', (9, 6))
Element 14: (0, (9, 6), ['', '.', '', 'G'], [(10, 6), (3, 8), (15, 7)], [False, False, False, False], 72, False, [False, True, False, False], 12337, 'South', (9, 5))
Element 15: (0, (9, 5), ['.', '.', '', 'G'], [(10, 5), (3, 7), (15, 8)], [False, False, False, False], 70, False, [True, True, False, False], 13366, 'South', (9, 4))
Element 16: #1#
