Element 1: (3, (12, 1), ['.', '%', '%', '.'], [(14, 4), (4, 8), (8, 6)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (13, 1))
Element 2: (3, (13, 1), ['', '%', '.', '.'], [(15, 4), (5, 8), (9, 6)], [False, True, False, False], 96, False, [False, False, True, True], 68, 'East', (14, 1))
Element 3: (3, (14, 1), ['', '%', '%', '%'], [(15, 5), (6, 8), (10, 6)], [False, True, True, True], 94, False, [False, False, False, False], 1097, 'West', (13, 1))
Element 4: (3, (13, 1), ['', '%', '.', ''], [(15, 6), (7, 8), (11, 6)], [False, True, False, False], 92, False, [False, False, True, False], 2116, 'North', (13, 2))
Element 5: (3, (13, 2), ['%', '', '.', '%'], [(15, 7), (8, 8), (11, 7)], [True, False, False, True], 90, False, [False, False, True, False], 3145, 'North', (13, 3))
Element 6: (3, (13, 3), ['.', '', '', '.'], [(15, 8), (9, 8), (11, 8)], [False, False, False, False], 88, False, [True, False, False, True], 4174, 'East', (14, 3))
Element 7: (3, (14, 3), ['', '%', '', '.'], [(15, 9), (10, 8), (11, 9)], [False, True, False, False], 86, False, [False, False, False, True], 6193, 'East', (15, 3))
Element 8: (3, (15, 3), ['', '.', '', '%'], [(14, 9), (10, 9), (12, 9)], [False, False, False, True], 84, False, [False, True, False, False], 7222, 'South', (15, 2))
Element 9: (3, (15, 2), ['%', '%', '', '%'], [(14, 8), (9, 9), (13, 9)], [True, True, False, True], 82, False, [False, False, False, False], 7261, 'North', (15, 3))
Element 10: (3, (15, 3), ['', '', '', '%'], [(14, 7), (8, 9), (13, 8)], [False, False, False, True], 80, False, [False, False, False, False], 7290, 'North', (15, 4))
Element 11: (3, (15, 4), ['', '', '', '%'], [(14, 6), (7, 9), (13, 7)], [False, False, False, True], 78, False, [False, False, False, False], 7319, 'North', (15, 5))
Element 12: (3, (15, 5), ['G', '', '', '%'], [(14, 5), (6, 9), (13, 6)], [False, False, False, True], 76, False, [False, False, False, False], 7348, 'North', (15, 6))
Element 13: (3, (15, 6), ['', '', '', '%'], [(13, 5), (5, 9), (12, 6)], [False, False, False, True], 74, False, [False, False, False, False], 7377, 'North', (15, 7))
Element 14: (3, (15, 7), ['', '', '', '%'], [(12, 5), (4, 9), (12, 7)], [False, False, False, True], 72, False, [False, False, False, False], 7406, 'North', (15, 8))
Element 15: (3, (15, 8), ['', '', '', '%'], [(11, 5), (3, 9), (12, 8)], [False, False, False, True], 70, False, [False, False, False, False], 8425, 'North', (15, 9))
Element 16: (3, (15, 9), ['', '', '%', '%'], [(11, 4), (4, 9), (12, 7)], [False, False, True, True], 68, False, [False, False, False, False], 9424, 'West', (14, 9))
Element 17: (3, (14, 9), ['', '', '%', ''], [(11, 3), (5, 9), (12, 6)], [False, False, True, False], 66, False, [False, False, False, False], 10423, 'South', (14, 8))
Element 18: (3, (14, 8), ['', '', '', ''], [(10, 3), (6, 9), (13, 6)], [False, False, False, False], 64, False, [False, False, False, False], 11422, 'South', (14, 7))
Element 19: (3, (14, 7), ['', 'G', '', ''], [(10, 4), (7, 9), (14, 6)], [False, False, False, False], 62, False, [False, False, False, False], 12421, 'West', (13, 7))
Element 20: (3, (13, 7), ['', '', '', ''], [(10, 5), (8, 9), (15, 6)], [False, False, False, False], 60, False, [False, False, False, False], 13420, 'North', (13, 8))
Element 21: (3, (13, 8), ['', '', '', ''], [(9, 5), (9, 9), (15, 7)], [False, False, False, False], 58, False, [False, False, False, False], 13429, 'North', (13, 9))
Element 22: (3, (13, 9), ['', '', '%', ''], [(9, 4), (10, 9), (15, 8)], [False, False, True, False], 56, False, [False, False, False, False], 13438, 'West', (12, 9))
Element 23: (3, (12, 9), ['G', '', '%', ''], [(9, 3), (11, 9), (15, 9)], [False, False, True, False], 54, False, [False, False, False, False], 13447, 'South', (12, 8))
Element 24: (3, (12, 8), ['', '', 'G', ''], [(9, 2), (12, 9), (14, 9)], [False, False, False, False], 52, False, [False, False, False, False], 13456, 'South', (12, 7))
Element 25: (3, (12, 7), ['', '', '', ''], [(10, 2), (13, 9), (14, 8)], [False, False, False, False], 50, False, [False, False, False, False], 13465, 'South', (12, 6))
Element 26: (3, (12, 6), ['', '', '', ''], [(10, 1), (14, 9), (14, 7)], [False, False, False, False], 48, False, [False, False, False, False], 13474, 'East', (13, 6))
Element 27: (3, (13, 6), ['', '', '', ''], [(11, 1), (15, 9), (14, 8)], [False, False, False, False], 46, False, [False, False, False, False], 13483, 'East', (14, 6))
Element 28: (3, (14, 6), ['', '', '', ''], [(12, 1), (15, 8), (14, 9)], [False, False, False, False], 44, False, [False, False, False, False], 13482, 'South', (14, 5))
Element 29: (3, (14, 5), ['', '', '', ''], [(13, 1), (15, 7), (15, 9)], [False, False, False, False], 42, False, [False, False, False, False], 13481, 'South', (14, 4))
Element 30: (3, (14, 4), ['', '', '', ''], [(14, 1), (15, 6), (15, 8)], [False, False, False, False], 40, False, [False, False, False, False], 13480, 'West', (13, 4))
Element 31: (3, (13, 4), ['.', '', '', ''], [(13, 1), (15, 5), (14, 8)], [False, False, False, False], 38, False, [True, False, False, False], 13479, 'West', (12, 4))
Element 32: (3, (12, 4), ['', '.', '', ''], [(13, 2), (15, 4), (15, 8)], [False, False, False, False], 36, False, [False, True, False, False], 13488, 'South', (12, 3))
Element 33: (3, (12, 3), ['', '%', '', 'G'], [(13, 3), (15, 3), (15, 7)], [False, True, False, False], 34, False, [False, False, False, False], 13497, 'West', (11, 3))
Element 34: (3, (11, 3), ['', '%', '', ''], [(14, 3), (15, 2), (14, 7)], [False, True, False, False], 32, False, [False, False, False, False], 13496, 'North', (11, 4))
Element 35: (3, (11, 4), ['', '', '', ''], [(15, 3), (15, 2), (15, 7)], [False, False, False, False], 30, False, [False, False, False, False], 13495, 'North', (11, 5))
Element 36: (3, (11, 5), ['', '', '', ''], [(14, 3), (15, 3), (15, 6)], [False, False, False, False], 28, False, [False, False, False, False], 13494, 'East', (12, 5))
Element 37: (3, (12, 5), ['', '', '', ''], [(13, 3), (15, 4), (15, 5)], [False, False, False, False], 26, False, [False, False, False, False], 13493, 'East', (13, 5))
Element 38: (3, (13, 5), ['', '', '', 'G'], [(12, 3), (15, 4), (14, 5)], [False, False, False, False], 24, False, [False, False, False, False], 13492, 'West', (12, 5))
Element 39: (3, (12, 5), ['', 'G', '', ''], [(12, 4), (15, 5), (14, 4)], [False, False, False, False], 22, False, [False, False, False, False], 13491, 'West', (11, 5))
Element 40: (3, (11, 5), ['', '', '', ''], [(12, 3), (14, 5), (15, 4)], [False, False, False, False], 20, False, [False, False, False, False], 13490, 'North', (11, 6))
Element 41: (3, (11, 6), ['', '', '', ''], [(13, 3), (14, 6), (15, 3)], [False, False, False, False], 18, False, [False, False, False, False], 13489, 'North', (11, 7))
Element 42: (3, (11, 7), ['F', '', '', ''], [(13, 2), (14, 7), (15, 2)], [False, False, False, False], 16, False, [False, False, False, False], 13488, 'West', (10, 7))
Element 43: #1#
