Element 1: (0, (9, 8), ['.', '.', '.', 'F'], [(3, 5), (4, 1), (15, 4)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'East', (10, 8))
Element 2: (0, (10, 8), ['', 'F', 'F', 'F'], [(4, 5), (4, 2), (15, 5)], [False, False, False, False], 96, False, [False, False, False, False], 1029, 'East', (11, 8))
Element 3: (0, (11, 8), ['', 'F', 'F', '.'], [(5, 5), (4, 3), (15, 6)], [False, False, False, False], 94, False, [False, False, False, True], 2058, 'North', (11, 9))
Element 4: (0, (11, 9), ['F', '', '%', '.'], [(6, 5), (5, 3), (15, 7)], [False, False, True, False], 92, False, [False, False, False, True], 3087, 'West', (10, 9))
Element 5: (0, (10, 9), ['.', '', '%', ''], [(7, 5), (6, 3), (15, 8)], [False, False, True, False], 90, False, [True, False, False, False], 4116, 'West', (9, 9))
Element 6: (0, (9, 9), ['.', '', '%', ''], [(8, 5), (7, 3), (15, 9)], [False, False, True, False], 88, False, [True, False, False, False], 4155, 'West', (8, 9))
Element 7: (0, (8, 9), ['.', '.', '%', ''], [(9, 5), (8, 3), (14, 9)], [False, False, True, False], 86, False, [True, True, False, False], 4194, 'South', (8, 8))
Element 8: (0, (8, 8), ['.', '.', '', ''], [(10, 5), (9, 3), (14, 8)], [False, False, False, False], 84, False, [True, True, False, False], 5223, 'South', (8, 7))
Element 9: (0, (8, 7), ['.', '.', '', '.'], [(11, 5), (10, 3), (14, 7)], [False, False, False, False], 82, False, [True, True, False, True], 7242, 'East', (9, 7))
Element 10: (0, (9, 7), ['', '.', '', 'F'], [(11, 6), (11, 3), (14, 6)], [False, False, False, False], 80, False, [False, True, False, False], 9261, 'East', (10, 7))
Element 11: (0, (10, 7), ['', 'F', '', 'G'], [(11, 7), (11, 4), (14, 5)], [False, False, False, False], 78, False, [False, False, False, False], 12270, 'South', (10, 6))
Element 12: #1#
