Element 1: (1, (3, 3), ['%', '%', '.', '.'], [(14, 3), (6, 7), (9, 8)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (4, 3))
Element 2: (1, (4, 3), ['', '.', '.', '.'], [(15, 3), (7, 7), (10, 8)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (5, 3))
Element 3: (1, (5, 3), ['', '%', '.', '.'], [(15, 4), (8, 7), (11, 8)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (6, 3))
Element 4: (1, (6, 3), ['', '.', '.', '.'], [(15, 5), (9, 7), (11, 9)], [False, False, False, False], 92, False, [False, True, True, True], 3096, 'East', (7, 3))
Element 5: (1, (7, 3), ['', '.', '.', '.'], [(15, 6), (10, 7), (10, 9)], [False, False, False, False], 90, False, [False, True, True, True], 5115, 'East', (8, 3))
Element 6: (1, (8, 3), ['', '.', '.', '.'], [(15, 7), (11, 7), (9, 9)], [False, False, False, False], 88, False, [False, True, True, True], 6144, 'East', (9, 3))
Element 7: (1, (9, 3), ['', '.', '.', 'F'], [(15, 8), (11, 6), (8, 9)], [False, False, False, False], 86, False, [False, True, True, False], 7173, 'East', (10, 3))
Element 8: (1, (10, 3), ['', '.', 'F', 'F'], [(15, 9), (11, 5), (8, 8)], [False, False, False, False], 84, False, [False, True, False, False], 9192, 'East', (11, 3))
Element 9: (1, (11, 3), ['', '%', 'G', '.'], [(14, 9), (11, 4), (7, 8)], [False, True, False, False], 82, False, [False, False, False, True], 11211, 'East', (12, 3))
Element 10: (1, (12, 3), ['', '%', '.', ''], [(14, 8), (10, 4), (7, 9)], [False, True, False, False], 80, False, [False, False, True, False], 12240, 'North', (12, 4))
Element 11: (1, (12, 4), ['', '', '.', '.'], [(14, 7), (10, 5), (6, 9)], [False, False, False, False], 78, False, [False, False, True, True], 13269, 'East', (13, 4))
Element 12: #1#
