Element 1: (2, (9, 6), ['.', '.', '.', 'F'], [(6, 6), (7, 1), (14, 5)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (10, 6))
Element 2: (2, (10, 6), ['', 'F', 'F', 'F'], [(7, 6), (8, 1), (15, 5)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'East', (11, 6))
Element 3: (2, (11, 6), ['', 'F', 'F', '.'], [(8, 6), (9, 1), (15, 6)], [False, False, False, False], 94, False, [False, False, False, True], 2077, 'North', (11, 7))
Element 4: (2, (11, 7), ['F', '', 'F', '.'], [(8, 7), (10, 1), (15, 7)], [False, False, False, False], 92, False, [False, False, False, True], 3106, 'North', (11, 8))
Element 5: (2, (11, 8), ['F', '', 'F', '.'], [(9, 7), (11, 1), (15, 8)], [False, False, False, False], 90, False, [False, False, False, True], 4135, 'North', (11, 9))
Element 6: (2, (11, 9), ['F', '', '%', '.'], [(10, 7), (12, 1), (15, 9)], [False, False, True, False], 88, False, [False, False, False, True], 6154, 'West', (10, 9))
Element 7: (2, (10, 9), ['.', 'G', '%', ''], [(10, 8), (13, 1), (14, 9)], [False, False, True, False], 86, False, [True, False, False, False], 8173, 'West', (9, 9))
Element 8: (2, (9, 9), ['.', 'G', '%', ''], [(9, 8), (14, 1), (14, 8)], [False, False, True, False], 84, False, [True, False, False, False], 8212, 'West', (8, 9))
Element 9: (2, (8, 9), ['.', 'G', '%', ''], [(8, 8), (13, 1), (14, 7)], [False, False, True, False], 82, False, [True, False, False, False], 8241, 'West', (7, 9))
Element 10: (2, (7, 9), ['.', 'G', '%', ''], [(7, 8), (13, 2), (14, 6)], [False, False, True, False], 80, False, [True, False, False, False], 8280, 'West', (6, 9))
Element 11: (2, (6, 9), ['.', '.', '%', ''], [(7, 7), (13, 3), (13, 6)], [False, False, True, False], 78, False, [True, True, False, False], 8319, 'South', (6, 8))
Element 12: (2, (6, 8), ['.', 'G', '', ''], [(6, 7), (14, 3), (13, 7)], [False, False, False, False], 76, False, [True, False, False, False], 8358, 'West', (5, 8))
Element 13: (2, (5, 8), ['.', 'G', '.', ''], [(5, 7), (15, 3), (13, 8)], [False, False, False, False], 74, False, [True, False, True, False], 8397, 'North', (5, 9))
Element 14: (2, (5, 9), ['.', '', '%', ''], [(4, 7), (15, 4), (13, 9)], [False, False, True, False], 72, False, [True, False, False, False], 8436, 'West', (4, 9))
Element 15: (2, (4, 9), ['.', 'G', '%', ''], [(4, 8), (14, 4), (12, 9)], [False, False, True, False], 70, False, [True, False, False, False], 8475, 'West', (3, 9))
Element 16: (2, (3, 9), ['%', 'G', '%', ''], [(3, 8), (13, 4), (12, 8)], [True, False, True, False], 68, False, [False, False, False, False], 8514, 'East', (4, 9))
Element 17: (2, (4, 9), ['', '', '%', ''], [(3, 7), (13, 5), (12, 7)], [False, False, True, False], 66, False, [False, False, False, False], 8543, 'East', (5, 9))
Element 18: (2, (5, 9), ['', '', '%', ''], [(3, 6), (12, 5), (12, 6)], [False, False, True, False], 64, False, [False, False, False, False], 8572, 'South', (5, 8))
Element 19: (2, (5, 8), ['', '', '', ''], [(4, 6), (11, 5), (11, 6)], [False, False, False, False], 62, False, [False, False, False, False], 9581, 'West', (4, 8))
Element 20: (2, (4, 8), ['', '', '', ''], [(4, 5), (11, 4), (11, 7)], [False, False, False, False], 60, False, [False, False, False, False], 10590, 'South', (4, 7))
Element 21: (2, (4, 7), ['', '', '', ''], [(5, 5), (11, 3), (11, 8)], [False, False, False, False], 58, False, [False, False, False, False], 11599, 'East', (5, 7))
Element 22: (2, (5, 7), ['', '', '', ''], [(6, 5), (10, 3), (11, 9)], [False, False, False, False], 56, False, [False, False, False, False], 12608, 'East', (6, 7))
Element 23: (2, (6, 7), ['', '', '', ''], [(7, 5), (10, 4), (10, 9)], [False, False, False, False], 54, False, [False, False, False, False], 13617, 'East', (7, 7))
Element 24: #1#
