Element 1: (3, (15, 6), ['.', '.', '.', '%'], [(12, 1), (7, 1), (10, 3)], [False, False, False, True], 98, False, [True, True, True, False], 1019, 'North', (15, 7))
Element 2: (3, (15, 7), ['.', '', '.', '%'], [(13, 1), (8, 1), (11, 3)], [False, False, False, True], 96, False, [True, False, True, False], 2048, 'North', (15, 8))
Element 3: (3, (15, 8), ['.', '', '.', '%'], [(14, 1), (9, 1), (11, 4)], [False, False, False, True], 94, False, [True, False, True, False], 3077, 'North', (15, 9))
Element 4: (3, (15, 9), ['.', '', '%', '%'], [(13, 1), (10, 1), (11, 5)], [False, False, True, True], 92, False, [True, False, False, False], 4096, 'West', (14, 9))
Element 5: (3, (14, 9), ['.', '.', '%', ''], [(13, 2), (11, 1), (11, 6)], [False, False, True, False], 90, False, [True, True, False, False], 5115, 'South', (14, 8))
Element 6: (3, (14, 8), ['.', '.', '', ''], [(13, 3), (12, 1), (11, 7)], [False, False, False, False], 88, False, [True, True, False, False], 6134, 'South', (14, 7))
Element 7: (3, (14, 7), ['.', '.', '', ''], [(14, 3), (13, 1), (11, 8)], [False, False, False, False], 86, False, [True, True, False, False], 7153, 'South', (14, 6))
Element 8: (3, (14, 6), ['.', '.', '', ''], [(15, 3), (14, 1), (11, 9)], [False, False, False, False], 84, False, [True, True, False, False], 8172, 'South', (14, 5))
Element 9: (3, (14, 5), ['.', '.', '', '.'], [(15, 4), (13, 1), (10, 9)], [False, False, False, False], 82, False, [True, True, False, True], 9191, 'East', (15, 5))
Element 10: (3, (15, 5), ['', '', '', '%'], [(14, 4), (13, 2), (10, 8)], [False, False, False, True], 80, False, [False, False, False, False], 10210, 'South', (15, 4))
Element 11: (3, (15, 4), ['', '', '', '%'], [(13, 4), (13, 3), (10, 7)], [False, False, False, True], 78, False, [False, False, False, False], 11219, 'South', (15, 3))
Element 12: (3, (15, 3), ['', '.', '', '%'], [(13, 5), (12, 3), (10, 6)], [False, False, False, True], 76, False, [False, True, False, False], 12238, 'South', (15, 2))
Element 13: (3, (15, 2), ['%', '%', '', '%'], [(13, 6), (12, 4), (10, 5)], [True, True, False, True], 74, False, [False, False, False, False], 13267, 'North', (15, 3))
Element 14: #1#
