Element 1: (3, (9, 3), ['.', '.', '.', 'F'], [(11, 4), (1, 6), (8, 1)], [False, False, False, False], 98, False, [True, True, True, False], 1019, 'East', (10, 3))
Element 2: (3, (10, 3), ['', '.', 'F', 'F'], [(11, 5), (1, 7), (9, 1)], [False, False, False, False], 96, False, [False, True, False, False], 3038, 'East', (11, 3))
Element 3: (3, (11, 3), ['', '%', '', '.'], [(11, 6), (1, 8), (10, 1)], [False, True, False, False], 94, False, [False, False, False, True], 5057, 'East', (12, 3))
Element 4: (3, (12, 3), ['', '%', '', '.'], [(11, 7), (1, 9), (11, 1)], [False, True, False, False], 92, False, [False, False, False, True], 6086, 'East', (13, 3))
Element 5: (3, (13, 3), ['', '.', '.', '.'], [(11, 8), (1, 8), (12, 1)], [False, False, False, False], 90, False, [False, True, True, True], 7105, 'East', (14, 3))
Element 6: (3, (14, 3), ['', '%', '.', '.'], [(11, 9), (1, 7), (13, 1)], [False, True, False, False], 88, False, [False, False, True, True], 8124, 'East', (15, 3))
Element 7: (3, (15, 3), ['', '.', '.', '%'], [(10, 9), (1, 6), (14, 1)], [False, False, False, True], 86, False, [False, True, True, False], 9143, 'North', (15, 4))
Element 8: (3, (15, 4), ['.', '', '.', '%'], [(10, 8), (1, 5), (13, 1)], [False, False, False, True], 84, False, [True, False, True, False], 10152, 'North', (15, 5))
Element 9: (3, (15, 5), ['.', '', '.', '%'], [(10, 7), (1, 4), (13, 2)], [False, False, False, True], 82, False, [True, False, True, False], 11181, 'North', (15, 6))
Element 10: (3, (15, 6), ['.', '', '.', '%'], [(10, 6), (1, 3), (13, 3)], [False, False, False, True], 80, False, [True, False, True, False], 12200, 'North', (15, 7))
Element 11: (3, (15, 7), ['.', '', '.', '%'], [(10, 5), (1, 2), (13, 4)], [False, False, False, True], 78, False, [True, False, True, False], 13229, 'North', (15, 8))
Element 12: #1#
