Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(2, 1), (6, 7), (7, 1)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(3, 1), (7, 7), (8, 1)], [False, True, True, False], 96, False, [True, False, False, False], 68, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(4, 1), (8, 7), (9, 1)], [True, True, True, False], 94, False, [False, False, False, False], 107, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(4, 2), (9, 7), (10, 1)], [False, True, True, False], 92, False, [False, False, False, False], 136, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(4, 3), (10, 7), (11, 1)], [False, True, True, True], 90, False, [False, False, False, False], 1155, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(5, 3), (11, 7), (12, 1)], [False, True, True, True], 88, False, [False, False, False, False], 2174, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(6, 3), (11, 8), (13, 1)], [False, True, True, False], 86, False, [False, False, False, False], 3193, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(7, 3), (11, 9), (14, 1)], [True, True, True, False], 84, False, [False, False, False, False], 4212, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(8, 3), (10, 9), (13, 1)], [False, True, True, False], 82, False, [False, False, False, False], 5221, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(9, 3), (10, 8), (13, 2)], [False, True, True, True], 80, False, [False, False, False, False], 6240, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(10, 3), (9, 8), (13, 3)], [False, True, True, True], 78, False, [False, False, False, False], 7259, 'West', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(11, 3), (9, 9), (14, 3)], [False, True, True, False], 76, False, [False, False, False, False], 8278, 'West', (16, 1))
Element 13: (3, (16, 1), ['%', '%', '%', ''], [(11, 4), (8, 9), (15, 3)], [True, True, True, False], 74, False, [False, False, False, False], 9297, 'East', (17, 1))
Element 14: (3, (17, 1), ['', '%', '%', ''], [(11, 5), (8, 8), (15, 4)], [False, True, True, False], 72, False, [False, False, False, False], 10316, 'East', (18, 1))
Element 15: (3, (18, 1), ['', '%', '%', '%'], [(11, 6), (7, 8), (15, 5)], [False, True, True, True], 70, False, [False, False, False, False], 11335, 'Stop', (18, 1))
Element 16: (3, (18, 1), ['', '%', '%', '%'], [(10, 6), (7, 9), (15, 6)], [False, True, True, True], 68, False, [False, False, False, False], 12354, 'West', (17, 1))
Element 17: (3, (17, 1), ['', '%', '%', ''], [(10, 5), (6, 9), (15, 7)], [False, True, True, False], 66, False, [False, False, False, False], 13373, 'West', (16, 1))
Element 18: #1#
