Element 1: (0, (12, 8), ['F', '.', '.', '.'], [(5, 5), (9, 3), (15, 9)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'West', (11, 8))
Element 2: (0, (11, 8), ['F', 'F', 'F', ''], [(6, 5), (10, 3), (15, 8)], [False, False, False, False], 96, False, [False, False, False, False], 2019, 'North', (11, 9))
Element 3: (0, (11, 9), ['F', '', '%', '.'], [(7, 5), (11, 3), (15, 7)], [False, False, True, False], 94, False, [False, False, False, True], 4038, 'West', (10, 9))
Element 4: (0, (10, 9), ['.', 'F', '%', ''], [(8, 5), (11, 4), (15, 6)], [False, False, True, False], 92, False, [True, False, False, False], 6057, 'South', (10, 8))
Element 5: (0, (10, 8), ['.', 'F', '', ''], [(9, 5), (11, 5), (15, 5)], [False, False, False, False], 90, False, [True, False, False, False], 8076, 'South', (10, 7))
Element 6: (0, (10, 7), ['.', 'F', '', 'F'], [(10, 5), (11, 6), (15, 4)], [False, False, False, False], 88, False, [True, False, False, False], 11085, 'East', (11, 7))
Element 7: (0, (11, 7), ['', '', '', '.'], [(10, 6), (12, 6), (15, 3)], [False, False, False, False], 86, False, [False, False, False, True], 13104, 'East', (12, 7))
Element 8: (0, (12, 7), ['', '', '', '.'], [(9, 6), (13, 6), (15, 2)], [False, False, False, False], 84, False, [False, False, False, True], 13143, 'East', (13, 7))
Element 9: (0, (13, 7), ['', '', '.', '.'], [(9, 7), (14, 6), (15, 3)], [False, False, False, False], 82, False, [False, False, True, True], 13172, 'East', (14, 7))
Element 10: (0, (14, 7), ['', '', '.', ''], [(9, 8), (14, 5), (14, 3)], [False, False, False, False], 80, False, [False, False, True, False], 13211, 'North', (14, 8))
Element 11: (0, (14, 8), ['.', '', '.', ''], [(9, 9), (14, 4), (13, 3)], [False, False, False, False], 78, False, [True, False, True, False], 13250, 'North', (14, 9))
Element 12: (0, (14, 9), ['.', '', '%', ''], [(8, 9), (13, 4), (13, 2)], [False, False, True, False], 76, False, [True, False, False, False], 13289, 'West', (13, 9))
Element 13: (0, (13, 9), ['.', '.', '%', ''], [(8, 8), (13, 5), (13, 1)], [False, False, True, False], 74, False, [True, True, False, False], 13328, 'South', (13, 8))
Element 14: (0, (13, 8), ['', '', '', ''], [(8, 7), (12, 5), (14, 1)], [False, False, False, False], 72, False, [False, False, False, False], 13367, 'North', (13, 9))
Element 15: (0, (13, 9), ['.', '', '%', ''], [(8, 6), (12, 4), (13, 1)], [False, False, True, False], 70, False, [True, False, False, False], 13386, 'West', (12, 9))
Element 16: (0, (12, 9), ['', '', '%', ''], [(7, 6), (12, 3), (12, 1)], [False, False, True, False], 68, False, [False, False, False, False], 13425, 'East', (13, 9))
Element 17: (0, (13, 9), ['', '', '%', ''], [(7, 7), (13, 3), (11, 1)], [False, False, True, False], 66, False, [False, False, False, False], 13444, 'East', (14, 9))
Element 18: (0, (14, 9), ['', '', '%', ''], [(7, 8), (14, 3), (10, 1)], [False, False, True, False], 64, False, [False, False, False, False], 13463, 'East', (15, 9))
Element 19: (0, (15, 9), ['', '', '%', '%'], [(7, 9), (15, 3), (10, 2)], [False, False, True, True], 62, False, [False, False, False, False], 13482, 'South', (15, 8))
Element 20: (0, (15, 8), ['', '', '', '%'], [(6, 9), (15, 4), (9, 2)], [False, False, False, True], 60, False, [False, False, False, False], 13501, 'South', (15, 7))
Element 21: (0, (15, 7), ['', '', '', '%'], [(6, 8), (15, 5), (9, 1)], [False, False, False, True], 58, False, [False, False, False, False], 13520, 'South', (15, 6))
Element 22: (0, (15, 6), ['', '', '', '%'], [(6, 7), (15, 4), (8, 1)], [False, False, False, True], 56, False, [False, False, False, False], 13539, 'South', (15, 5))
Element 23: (0, (15, 5), ['', '', '', '%'], [(6, 6), (15, 3), (8, 2)], [False, False, False, True], 54, False, [False, False, False, False], 13558, 'South', (15, 4))
Element 24: (0, (15, 4), ['', '', '', '%'], [(5, 6), (15, 2), (8, 3)], [False, False, False, True], 52, False, [False, False, False, False], 13577, 'South', (15, 3))
Element 25: (0, (15, 3), ['', 'G', '', '%'], [(5, 7), (15, 2), (8, 4)], [False, False, False, True], 50, False, [False, False, False, False], 13596, 'West', (14, 3))
Element 26: (0, (14, 3), ['', '%', '', 'G'], [(5, 8), (15, 3), (9, 4)], [False, True, False, False], 48, False, [False, False, False, False], 13615, 'North', (14, 4))
Element 27: #1#
