Element 1: (1, (3, 9), ['%', '.', '%', '.'], [(13, 3), (4, 6), (14, 8)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (4, 9))
Element 2: (1, (4, 9), ['', '.', '%', '.'], [(14, 3), (5, 6), (15, 8)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (5, 9))
Element 3: (1, (5, 9), ['', '.', '%', '.'], [(15, 3), (6, 6), (15, 9)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (6, 9))
Element 4: (1, (6, 9), ['', '.', '%', '.'], [(15, 4), (7, 6), (14, 9)], [False, False, True, False], 92, False, [False, True, False, True], 126, 'East', (7, 9))
Element 5: (1, (7, 9), ['', '.', '%', '.'], [(15, 5), (8, 6), (13, 9)], [False, False, True, False], 90, False, [False, True, False, True], 165, 'East', (8, 9))
Element 6: (1, (8, 9), ['', '.', '%', '.'], [(15, 6), (9, 6), (13, 8)], [False, False, True, False], 88, False, [False, True, False, True], 204, 'East', (9, 9))
Element 7: (1, (9, 9), ['', '.', '%', 'F'], [(15, 7), (10, 6), (13, 7)], [False, False, True, False], 86, False, [False, True, False, False], 1233, 'East', (10, 9))
Element 8: (1, (10, 9), ['', 'F', '%', 'F'], [(15, 8), (11, 6), (14, 7)], [False, False, True, False], 84, False, [False, False, False, False], 3242, 'East', (11, 9))
Element 9: (1, (11, 9), ['', 'F', '%', '.'], [(15, 9), (11, 7), (14, 6)], [False, False, True, False], 82, False, [False, False, False, True], 5251, 'South', (11, 8))
Element 10: (1, (11, 8), ['F', '', '', '.'], [(14, 9), (10, 7), (14, 5)], [False, False, False, False], 80, False, [False, False, False, True], 7260, 'West', (10, 8))
Element 11: (1, (10, 8), ['.', '', '', ''], [(14, 8), (9, 7), (14, 4)], [False, False, False, False], 78, False, [True, False, False, False], 8279, 'West', (9, 8))
Element 12: (1, (9, 8), ['.', '', '', ''], [(14, 7), (8, 7), (13, 4)], [False, False, False, False], 76, False, [True, False, False, False], 8308, 'West', (8, 8))
Element 13: (1, (8, 8), ['.', '', '', ''], [(14, 6), (7, 7), (13, 5)], [False, False, False, False], 74, False, [True, False, False, False], 8337, 'West', (7, 8))
Element 14: (1, (7, 8), ['.', '', '', ''], [(14, 5), (6, 7), (13, 6)], [False, False, False, False], 72, False, [True, False, False, False], 8366, 'West', (6, 8))
Element 15: (1, (6, 8), ['.', '', '', ''], [(14, 4), (5, 7), (12, 6)], [False, False, False, False], 70, False, [True, False, False, False], 8395, 'West', (5, 8))
Element 16: (1, (5, 8), ['.', '', '', ''], [(13, 4), (4, 7), (12, 7)], [False, False, False, False], 68, False, [True, False, False, False], 8424, 'West', (4, 8))
Element 17: (1, (4, 8), ['.', '', '', ''], [(12, 4), (3, 7), (12, 8)], [False, False, False, False], 66, False, [True, False, False, False], 8463, 'West', (3, 8))
Element 18: (1, (3, 8), ['%', '', '', ''], [(11, 4), (3, 6), (12, 9)], [True, False, False, False], 64, False, [False, False, False, False], 9492, 'South', (3, 7))
Element 19: (1, (3, 7), ['%', '', '', ''], [(11, 5), (3, 5), (11, 9)], [True, False, False, False], 62, False, [False, False, False, False], 10501, 'East', (4, 7))
Element 20: (1, (4, 7), ['', '', '', ''], [(10, 5), (4, 5), (11, 8)], [False, False, False, False], 60, False, [False, False, False, False], 11510, 'East', (5, 7))
Element 21: (1, (5, 7), ['', '', '', ''], [(10, 4), (5, 5), (11, 7)], [False, False, False, False], 58, False, [False, False, False, False], 12519, 'East', (6, 7))
Element 22: (1, (6, 7), ['', '', '', ''], [(10, 3), (6, 5), (11, 6)], [False, False, False, False], 56, False, [False, False, False, False], 13528, 'East', (7, 7))
Element 23: #1#
