Element 1: (3, (9, 7), ['.', '.', '.', 'F'], [(1, 9), (4, 6), (10, 4)], [False, False, False, False], 98, False, [True, True, True, False], 1019, 'East', (10, 7))
Element 2: (3, (10, 7), ['', 'F', 'F', 'F'], [(1, 8), (5, 6), (11, 4)], [False, False, False, False], 96, False, [False, False, False, False], 3028, 'East', (11, 7))
Element 3: (3, (11, 7), ['', 'F', 'F', '.'], [(1, 7), (6, 6), (11, 5)], [False, False, False, False], 94, False, [False, False, False, True], 5047, 'North', (11, 8))
Element 4: (3, (11, 8), ['F', '', 'F', '.'], [(1, 6), (7, 6), (11, 6)], [False, False, False, False], 92, False, [False, False, False, True], 7066, 'North', (11, 9))
Element 5: (3, (11, 9), ['F', '', '%', '.'], [(1, 5), (8, 6), (10, 6)], [False, False, True, False], 90, False, [False, False, False, True], 9085, 'West', (10, 9))
Element 6: (3, (10, 9), ['.', 'F', '%', ''], [(1, 4), (9, 6), (10, 5)], [False, False, True, False], 88, False, [True, False, False, False], 11104, 'South', (10, 8))
Element 7: (3, (10, 8), ['.', '', '', ''], [(1, 3), (9, 5), (10, 6)], [False, False, False, False], 86, False, [True, False, False, False], 12123, 'West', (9, 8))
Element 8: (3, (9, 8), ['.', '', '.', ''], [(1, 2), (8, 5), (10, 7)], [False, False, False, False], 84, False, [True, False, True, False], 12152, 'North', (9, 9))
Element 9: (3, (9, 9), ['.', '', '%', ''], [(1, 1), (8, 4), (11, 7)], [False, False, True, False], 82, False, [True, False, False, False], 12181, 'West', (8, 9))
Element 10: (3, (8, 9), ['.', '.', '%', ''], [(2, 1), (8, 3), (12, 7)], [False, False, True, False], 80, False, [True, True, False, False], 12220, 'South', (8, 8))
Element 11: (3, (8, 8), ['.', '.', '', ''], [(3, 1), (9, 3), (13, 7)], [False, False, False, False], 78, False, [True, True, False, False], 12259, 'South', (8, 7))
Element 12: (3, (8, 7), ['.', '', '', ''], [(4, 1), (10, 3), (14, 7)], [False, False, False, False], 76, False, [True, False, False, False], 13288, 'West', (7, 7))
Element 13: #1#
