Element 1: (1, (8, 1), ['.', '%', '.', '.'], [(15, 7), (11, 1), (12, 4)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (9, 1))
Element 2: (1, (9, 1), ['', '%', '.', '.'], [(15, 8), (12, 1), (11, 4)], [False, True, False, False], 96, False, [False, False, True, True], 1038, 'East', (10, 1))
Element 3: (1, (10, 1), ['', '%', '.', ''], [(15, 9), (13, 1), (11, 5)], [False, True, False, False], 94, False, [False, False, True, False], 2067, 'North', (10, 2))
Element 4: (1, (10, 2), ['.', '', 'F', '%'], [(14, 9), (14, 1), (11, 6)], [False, False, False, True], 92, False, [True, False, False, False], 3096, 'North', (10, 3))
Element 5: (1, (10, 3), ['.', '', 'F', 'F'], [(14, 8), (13, 1), (11, 7)], [False, False, False, False], 90, False, [True, False, False, False], 5105, 'East', (11, 3))
Element 6: (1, (11, 3), ['', '%', '', '.'], [(13, 8), (13, 2), (11, 8)], [False, True, False, False], 88, False, [False, False, False, True], 7124, 'East', (12, 3))
Element 7: (1, (12, 3), ['', '%', '', 'G'], [(13, 9), (13, 3), (11, 9)], [False, True, False, False], 86, False, [False, False, False, False], 8153, 'North', (12, 4))
Element 8: (1, (12, 4), ['', '', '.', '.'], [(12, 9), (14, 3), (10, 9)], [False, False, False, False], 84, False, [False, False, True, True], 9172, 'East', (13, 4))
Element 9: (1, (13, 4), ['', '', '.', '.'], [(12, 8), (15, 3), (10, 8)], [False, False, False, False], 82, False, [False, False, True, True], 10201, 'East', (14, 4))
Element 10: (1, (14, 4), ['', '', '.', 'G'], [(12, 7), (15, 4), (10, 7)], [False, False, False, False], 80, False, [False, False, True, False], 11230, 'North', (14, 5))
Element 11: (1, (14, 5), ['.', '', '.', 'G'], [(13, 7), (15, 5), (10, 6)], [False, False, False, False], 78, False, [True, False, True, False], 12259, 'North', (14, 6))
Element 12: (1, (14, 6), ['G', '', '', 'G'], [(13, 6), (15, 6), (10, 5)], [False, False, False, False], 76, False, [False, False, False, False], 13288, 'North', (14, 7))
Element 13: #1#
