Element 1: (2, (9, 2), ['', '.', 'G', '.'], [(9, 3), (8, 1), (10, 1)], [False, False, False, False], 98, False, [False, True, False, True], 19, 'East', (10, 2))
Element 2: (2, (10, 2), ['', '', 'G', '%'], [(10, 3), (9, 1), (11, 1)], [False, False, False, True], 96, False, [False, False, False, False], 1048, 'South', (10, 1))
Element 3: (2, (10, 1), ['', '%', '', ''], [(11, 3), (9, 2), (12, 1)], [False, True, False, False], 94, False, [False, False, False, False], 2057, 'East', (11, 1))
Element 4: (2, (11, 1), ['', '%', '%', ''], [(11, 4), (10, 2), (13, 1)], [False, True, True, False], 92, False, [False, False, False, False], 3066, 'East', (12, 1))
Element 5: (2, (12, 1), ['', '%', '%', ''], [(11, 5), (10, 3), (14, 1)], [False, True, True, False], 90, False, [False, False, False, False], 4075, 'East', (13, 1))
Element 6: (2, (13, 1), ['', '%', '.', 'G'], [(11, 6), (10, 4), (14, 1)], [False, True, False, False], 88, False, [False, False, True, False], 6074, 'North', (13, 2))
Element 7: (2, (13, 2), ['%', 'G', '.', '%'], [(11, 7), (10, 5), (13, 1)], [True, False, False, True], 86, False, [False, False, True, False], 8083, 'North', (13, 3))
Element 8: (2, (13, 3), ['.', '', '.', '.'], [(11, 8), (10, 6), (13, 1)], [False, False, False, False], 84, False, [True, False, True, True], 10092, 'East', (14, 3))
Element 9: (2, (14, 3), ['', '%', '.', '.'], [(11, 9), (10, 7), (12, 1)], [False, True, False, False], 82, False, [False, False, True, True], 12101, 'East', (15, 3))
Element 10: #1#
