Element 1: (2, (15, 6), ['.', '.', '.', '%'], [(9, 6), (4, 5), (15, 9)], [False, False, False, True], 98, False, [True, True, True, False], 19, 'North', (15, 7))
Element 2: (2, (15, 7), ['.', '', 'G', '%'], [(10, 6), (5, 5), (15, 8)], [False, False, False, True], 96, False, [True, False, False, False], 1048, 'West', (14, 7))
Element 3: (2, (14, 7), ['.', '.', 'G', ''], [(11, 6), (6, 5), (14, 8)], [False, False, False, False], 94, False, [True, True, False, False], 2077, 'South', (14, 6))
Element 4: (2, (14, 6), ['.', '.', '', ''], [(11, 7), (7, 5), (14, 9)], [False, False, False, False], 92, False, [True, True, False, False], 3106, 'South', (14, 5))
Element 5: (2, (14, 5), ['.', '.', '', '.'], [(11, 8), (8, 5), (13, 9)], [False, False, False, False], 90, False, [True, True, False, True], 4135, 'East', (15, 5))
Element 6: (2, (15, 5), ['', '.', '', '%'], [(11, 9), (9, 5), (13, 8)], [False, False, False, True], 88, False, [False, True, False, False], 5164, 'South', (15, 4))
Element 7: (2, (15, 4), ['.', '.', '', '%'], [(10, 9), (10, 5), (13, 7)], [False, False, False, True], 86, False, [True, True, False, False], 7183, 'South', (15, 3))
Element 8: (2, (15, 3), ['.', '.', '', '%'], [(10, 8), (11, 5), (13, 6)], [False, False, False, True], 84, False, [True, True, False, False], 9202, 'South', (15, 2))
Element 9: (2, (15, 2), ['%', '%', '', '%'], [(10, 7), (11, 4), (13, 5)], [True, True, False, True], 82, False, [False, False, False, False], 11221, 'North', (15, 3))
Element 10: (2, (15, 3), ['.', '', '', '%'], [(9, 7), (11, 3), (13, 4)], [False, False, False, True], 80, False, [True, False, False, False], 12240, 'West', (14, 3))
Element 11: (2, (14, 3), ['.', '%', 'G', ''], [(9, 8), (10, 3), (14, 4)], [False, True, False, False], 78, False, [True, False, False, False], 13269, 'West', (13, 3))
Element 12: #1#
