Element 1: (2, (13, 1), ['.', '%', '.', '.'], [(4, 6), (9, 1), (15, 9)], [False, True, False, False], 98, False, [True, False, True, True], 19, 'East', (14, 1))
Element 2: (2, (14, 1), ['', '%', '%', '%'], [(5, 6), (10, 1), (15, 8)], [False, True, True, True], 96, False, [False, False, False, False], 58, 'West', (13, 1))
Element 3: (2, (13, 1), ['.', '%', '.', ''], [(6, 6), (11, 1), (15, 7)], [False, True, False, False], 94, False, [True, False, True, False], 87, 'North', (13, 2))
Element 4: (2, (13, 2), ['%', '', '.', '%'], [(7, 6), (12, 1), (15, 6)], [True, False, False, True], 92, False, [False, False, True, False], 126, 'North', (13, 3))
Element 5: (2, (13, 3), ['.', '', '.', '.'], [(8, 6), (13, 1), (15, 5)], [False, False, False, False], 90, False, [True, False, True, True], 155, 'East', (14, 3))
Element 6: (2, (14, 3), ['', '%', '.', '.'], [(9, 6), (14, 1), (15, 4)], [False, True, False, False], 88, False, [False, False, True, True], 184, 'East', (15, 3))
Element 7: (2, (15, 3), ['', '.', '', '%'], [(10, 6), (13, 1), (14, 4)], [False, False, False, True], 86, False, [False, True, False, False], 1203, 'South', (15, 2))
Element 8: (2, (15, 2), ['%', '%', '', '%'], [(11, 6), (13, 2), (14, 5)], [True, True, False, True], 84, False, [False, False, False, False], 2222, 'North', (15, 3))
Element 9: (2, (15, 3), ['', '', '', '%'], [(11, 7), (13, 3), (14, 6)], [False, False, False, True], 82, False, [False, False, False, False], 3231, 'North', (15, 4))
Element 10: (2, (15, 4), ['', '', '', '%'], [(11, 8), (13, 4), (14, 7)], [False, False, False, True], 80, False, [False, False, False, False], 4250, 'North', (15, 5))
Element 11: (2, (15, 5), ['', '', '', '%'], [(11, 9), (13, 5), (14, 8)], [False, False, False, True], 78, False, [False, False, False, False], 5269, 'North', (15, 6))
Element 12: (2, (15, 6), ['', '', '', '%'], [(10, 9), (13, 6), (14, 9)], [False, False, False, True], 76, False, [False, False, False, False], 6288, 'North', (15, 7))
Element 13: (2, (15, 7), ['', '', '', '%'], [(10, 8), (13, 7), (13, 9)], [False, False, False, True], 74, False, [False, False, False, False], 7307, 'North', (15, 8))
Element 14: (2, (15, 8), ['', '', '', '%'], [(10, 7), (12, 7), (13, 8)], [False, False, False, True], 72, False, [False, False, False, False], 8326, 'North', (15, 9))
Element 15: (2, (15, 9), ['', '', '%', '%'], [(9, 7), (12, 6), (12, 8)], [False, False, True, True], 70, False, [False, False, False, False], 8355, 'West', (14, 9))
Element 16: (2, (14, 9), ['', '', '%', ''], [(9, 8), (12, 5), (12, 9)], [False, False, True, False], 68, False, [False, False, False, False], 8384, 'South', (14, 8))
Element 17: (2, (14, 8), ['', '', '', ''], [(9, 9), (11, 5), (11, 9)], [False, False, False, False], 66, False, [False, False, False, False], 9393, 'South', (14, 7))
Element 18: (2, (14, 7), ['', '', '', ''], [(8, 9), (11, 4), (11, 8)], [False, False, False, False], 64, False, [False, False, False, False], 10402, 'South', (14, 6))
Element 19: (2, (14, 6), ['', '', '', ''], [(8, 8), (11, 3), (11, 7)], [False, False, False, False], 62, False, [False, False, False, False], 11411, 'South', (14, 5))
Element 20: (2, (14, 5), ['', '', '', ''], [(8, 7), (10, 3), (12, 7)], [False, False, False, False], 60, False, [False, False, False, False], 12420, 'South', (14, 4))
Element 21: (2, (14, 4), ['', '', '', ''], [(7, 7), (10, 4), (13, 7)], [False, False, False, False], 58, False, [False, False, False, False], 13429, 'West', (13, 4))
Element 22: #1#
