Element 1: (1, (4, 9), ['.', '.', '%', '.'], [(13, 1), (8, 5), (16, 1)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (5, 9))
Element 2: (1, (5, 9), ['', '.', '%', '.'], [(14, 1), (9, 5), (17, 1)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (6, 9))
Element 3: (1, (6, 9), ['', '.', '%', '.'], [(13, 1), (10, 5), (18, 1)], [False, False, True, False], 94, False, [False, True, False, True], 1067, 'East', (7, 9))
Element 4: (1, (7, 9), ['', '.', '%', '.'], [(13, 2), (11, 5), (17, 1)], [False, False, True, False], 92, False, [False, True, False, True], 2086, 'East', (8, 9))
Element 5: (1, (8, 9), ['', '.', '%', '.'], [(13, 3), (11, 6), (16, 1)], [False, False, True, False], 90, False, [False, True, False, True], 3105, 'East', (9, 9))
Element 6: (1, (9, 9), ['', '.', '%', 'F'], [(14, 3), (11, 7), (16, 1)], [False, False, True, False], 88, False, [False, True, False, False], 4124, 'East', (10, 9))
Element 7: (1, (10, 9), ['', 'F', '%', 'F'], [(15, 3), (11, 8), (17, 1)], [False, False, True, False], 86, False, [False, False, False, False], 6133, 'East', (11, 9))
Element 8: (1, (11, 9), ['', '', '%', '.'], [(15, 4), (10, 8), (18, 1)], [False, False, True, False], 84, False, [False, False, False, True], 8142, 'East', (12, 9))
Element 9: (1, (12, 9), ['', '.', '%', '.'], [(15, 5), (10, 7), (17, 1)], [False, False, True, False], 82, False, [False, True, False, True], 9161, 'East', (13, 9))
Element 10: (1, (13, 9), ['', '.', '%', '.'], [(15, 6), (10, 6), (16, 1)], [False, False, True, False], 80, False, [False, True, False, True], 10180, 'East', (14, 9))
Element 11: (1, (14, 9), ['', '.', '%', '.'], [(15, 7), (9, 6), (16, 1)], [False, False, True, False], 78, False, [False, True, False, True], 10209, 'East', (15, 9))
Element 12: (1, (15, 9), ['', 'G', '%', '%'], [(15, 8), (9, 7), (17, 1)], [False, False, True, True], 76, False, [False, False, False, False], 10238, 'West', (14, 9))
Element 13: (1, (14, 9), ['', 'G', '%', ''], [(14, 8), (9, 8), (18, 1)], [False, False, True, False], 74, False, [False, False, False, False], 10257, 'West', (13, 9))
Element 14: (1, (13, 9), ['', '.', '%', ''], [(14, 7), (8, 8), (17, 1)], [False, False, True, False], 72, False, [False, True, False, False], 10276, 'East', (14, 9))
Element 15: (1, (14, 9), ['', '', '%', ''], [(14, 6), (8, 7), (16, 1)], [False, False, True, False], 70, False, [False, False, False, False], 10295, 'West', (13, 9))
Element 16: (1, (13, 9), ['', '.', '%', ''], [(14, 5), (8, 6), (16, 1)], [False, False, True, False], 68, False, [False, True, False, False], 10314, 'South', (13, 8))
Element 17: (1, (13, 8), ['.', '.', '', ''], [(14, 4), (7, 6), (17, 1)], [False, False, False, False], 66, False, [True, True, False, False], 10343, 'South', (13, 7))
Element 18: (1, (13, 7), ['.', '.', '', ''], [(13, 4), (7, 7), (18, 1)], [False, False, False, False], 64, False, [True, True, False, False], 10372, 'South', (13, 6))
Element 19: (1, (13, 6), ['.', 'G', '', ''], [(13, 5), (7, 8), (17, 1)], [False, False, False, False], 62, False, [True, False, False, False], 10401, 'West', (12, 6))
Element 20: (1, (12, 6), ['', 'G', '.', ''], [(12, 5), (6, 8), (16, 1)], [False, False, False, False], 60, False, [False, False, True, False], 10430, 'North', (12, 7))
Element 21: (1, (12, 7), ['', '', '.', ''], [(12, 4), (6, 7), (16, 1)], [False, False, False, False], 58, False, [False, False, True, False], 10459, 'North', (12, 8))
Element 22: (1, (12, 8), ['', '', '', ''], [(11, 4), (6, 6), (17, 1)], [False, False, False, False], 56, False, [False, False, False, False], 11478, 'West', (11, 8))
Element 23: (1, (11, 8), ['', '', '', ''], [(11, 3), (6, 5), (18, 1)], [False, False, False, False], 54, False, [False, False, False, False], 12487, 'South', (11, 7))
Element 24: (1, (11, 7), ['', '', '', ''], [(10, 3), (7, 5), (17, 1)], [False, False, False, False], 52, False, [False, False, False, False], 13496, 'South', (11, 6))
Element 25: #1#
