Element 1: (3, (7, 1), ['.', '%', '.', '.'], [(10, 4), (1, 9), (6, 4)], [False, True, False, False], 98, False, [True, False, True, True], 1019, 'East', (8, 1))
Element 2: (3, (8, 1), ['', '%', '.', '.'], [(11, 4), (1, 8), (7, 4)], [False, True, False, False], 96, False, [False, False, True, True], 2038, 'East', (9, 1))
Element 3: (3, (9, 1), ['', '%', '.', '.'], [(11, 5), (1, 7), (8, 4)], [False, True, False, False], 94, False, [False, False, True, True], 3067, 'East', (10, 1))
Element 4: (3, (10, 1), ['', '%', '.', '.'], [(11, 6), (1, 6), (8, 5)], [False, True, False, False], 92, False, [False, False, True, True], 4096, 'East', (11, 1))
Element 5: (3, (11, 1), ['', '%', '%', '.'], [(11, 7), (1, 5), (9, 5)], [False, True, True, False], 90, False, [False, False, False, True], 5125, 'East', (12, 1))
Element 6: (3, (12, 1), ['', '%', '%', '.'], [(11, 8), (1, 4), (10, 5)], [False, True, True, False], 88, False, [False, False, False, True], 7144, 'East', (13, 1))
Element 7: (3, (13, 1), ['', '%', '.', '.'], [(11, 9), (1, 3), (10, 6)], [False, True, False, False], 86, False, [False, False, True, True], 9163, 'East', (14, 1))
Element 8: (3, (14, 1), ['', '%', '%', '%'], [(10, 9), (1, 2), (10, 7)], [False, True, True, True], 84, False, [False, False, False, False], 11182, 'West', (13, 1))
Element 9: (3, (13, 1), ['', '%', '.', ''], [(10, 8), (1, 1), (9, 7)], [False, True, False, False], 82, False, [False, False, True, False], 12201, 'North', (13, 2))
Element 10: (3, (13, 2), ['%', '', '.', '%'], [(9, 8), (2, 1), (9, 6)], [True, False, False, True], 80, False, [False, False, True, False], 12240, 'North', (13, 3))
Element 11: (3, (13, 3), ['.', '', '.', '.'], [(9, 9), (3, 1), (8, 6)], [False, False, False, False], 78, False, [True, False, True, True], 12279, 'East', (14, 3))
Element 12: (3, (14, 3), ['', '%', '.', '.'], [(8, 9), (4, 1), (8, 7)], [False, True, False, False], 76, False, [False, False, True, True], 12318, 'East', (15, 3))
Element 13: (3, (15, 3), ['', '.', '.', '%'], [(8, 8), (4, 2), (7, 7)], [False, False, False, True], 74, False, [False, True, True, False], 12357, 'North', (15, 4))
Element 14: (3, (15, 4), ['.', '', '.', '%'], [(7, 8), (4, 3), (7, 6)], [False, False, False, True], 72, False, [True, False, True, False], 12396, 'North', (15, 5))
Element 15: (3, (15, 5), ['.', '', '.', '%'], [(7, 9), (5, 3), (7, 5)], [False, False, False, True], 70, False, [True, False, True, False], 12435, 'North', (15, 6))
Element 16: (3, (15, 6), ['.', '', '.', '%'], [(6, 9), (6, 3), (6, 5)], [False, False, False, True], 68, False, [True, False, True, False], 12474, 'North', (15, 7))
Element 17: (3, (15, 7), ['.', '', '.', '%'], [(6, 8), (7, 3), (6, 6)], [False, False, False, True], 66, False, [True, False, True, False], 12513, 'North', (15, 8))
Element 18: (3, (15, 8), ['.', '', '.', '%'], [(6, 7), (8, 3), (5, 6)], [False, False, False, True], 64, False, [True, False, True, False], 12552, 'North', (15, 9))
Element 19: (3, (15, 9), ['.', '', '%', '%'], [(5, 7), (9, 3), (5, 5)], [False, False, True, True], 62, False, [True, False, False, False], 12591, 'West', (14, 9))
Element 20: (3, (14, 9), ['.', '.', '%', ''], [(5, 8), (10, 3), (4, 5)], [False, False, True, False], 60, False, [True, True, False, False], 13620, 'South', (14, 8))
Element 21: #1#
