Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(8, 5), (1, 8), (15, 8)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(9, 5), (1, 7), (15, 9)], [False, True, True, False], 96, False, [True, False, False, False], 68, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(10, 5), (1, 6), (14, 9)], [True, True, True, False], 94, False, [False, False, False, False], 1097, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(11, 5), (1, 5), (14, 8)], [False, True, True, False], 92, False, [False, False, False, False], 2116, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(11, 6), (1, 4), (14, 7)], [False, True, True, True], 90, False, [False, False, False, False], 3135, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(11, 7), (1, 3), (14, 6)], [False, True, True, True], 88, False, [False, False, False, False], 4154, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(11, 8), (1, 2), (15, 6)], [False, True, True, False], 86, False, [False, False, False, False], 5173, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(11, 9), (1, 1), (15, 5)], [True, True, True, False], 84, False, [False, False, False, False], 6192, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(10, 9), (2, 1), (15, 4)], [False, True, True, False], 82, False, [False, False, False, False], 7211, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(10, 8), (3, 1), (15, 3)], [False, True, True, True], 80, False, [False, False, False, False], 8230, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(10, 7), (4, 1), (15, 2)], [False, True, True, True], 78, False, [False, False, False, False], 9249, 'West', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(10, 6), (4, 2), (15, 3)], [False, True, True, False], 76, False, [False, False, False, False], 10258, 'West', (16, 1))
Element 13: (3, (16, 1), ['%', '%', '%', ''], [(9, 6), (4, 3), (14, 3)], [True, True, True, False], 74, False, [False, False, False, False], 10287, 'East', (17, 1))
Element 14: (3, (17, 1), ['', '%', '%', ''], [(9, 7), (5, 3), (14, 4)], [False, True, True, False], 72, False, [False, False, False, False], 10316, 'East', (18, 1))
Element 15: (3, (18, 1), ['', '%', '%', '%'], [(9, 8), (6, 3), (14, 5)], [False, True, True, True], 70, False, [False, False, False, False], 10345, 'Stop', (18, 1))
Element 16: (3, (18, 1), ['', '%', '%', '%'], [(9, 9), (7, 3), (13, 5)], [False, True, True, True], 68, False, [False, False, False, False], 10374, 'West', (17, 1))
Element 17: (3, (17, 1), ['', '%', '%', ''], [(8, 9), (8, 3), (13, 6)], [False, True, True, False], 66, False, [False, False, False, False], 10403, 'West', (16, 1))
Element 18: (3, (16, 1), ['%', '%', '%', ''], [(8, 8), (9, 3), (13, 7)], [True, True, True, False], 64, False, [False, False, False, False], 10432, 'East', (17, 1))
Element 19: (3, (17, 1), ['', '%', '%', ''], [(8, 7), (10, 3), (13, 8)], [False, True, True, False], 62, False, [False, False, False, False], 11451, 'East', (18, 1))
Element 20: (3, (18, 1), ['', '%', '%', '%'], [(8, 6), (11, 3), (13, 9)], [False, True, True, True], 60, False, [False, False, False, False], 12470, 'Stop', (18, 1))
Element 21: (3, (18, 1), ['', '%', '%', '%'], [(7, 6), (11, 4), (12, 9)], [False, True, True, True], 58, False, [False, False, False, False], 13489, 'West', (17, 1))
Element 22: #1#
