Element 1: (0, (9, 3), ['.', '.', '.', 'F'], [(1, 2), (3, 5), (14, 9)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'East', (10, 3))
Element 2: (0, (10, 3), ['', '.', 'F', 'F'], [(1, 3), (4, 5), (15, 9)], [False, False, False, False], 96, False, [False, True, False, False], 1029, 'East', (11, 3))
Element 3: (0, (11, 3), ['', '%', 'F', '.'], [(1, 4), (5, 5), (15, 8)], [False, True, False, False], 94, False, [False, False, False, True], 2058, 'North', (11, 4))
Element 4: (0, (11, 4), ['F', '', 'F', '.'], [(1, 5), (6, 5), (15, 7)], [False, False, False, False], 92, False, [False, False, False, True], 3087, 'North', (11, 5))
Element 5: (0, (11, 5), ['F', '', 'F', '.'], [(1, 6), (7, 5), (15, 6)], [False, False, False, False], 90, False, [False, False, False, True], 4116, 'North', (11, 6))
Element 6: (0, (11, 6), ['F', '', 'F', '.'], [(1, 7), (8, 5), (15, 5)], [False, False, False, False], 88, False, [False, False, False, True], 5145, 'North', (11, 7))
Element 7: (0, (11, 7), ['F', '', 'F', '.'], [(1, 8), (9, 5), (15, 4)], [False, False, False, False], 86, False, [False, False, False, True], 6174, 'North', (11, 8))
Element 8: (0, (11, 8), ['F', '', 'F', '.'], [(1, 9), (10, 5), (15, 3)], [False, False, False, False], 84, False, [False, False, False, True], 8193, 'North', (11, 9))
Element 9: (0, (11, 9), ['F', '', '%', '.'], [(1, 8), (10, 6), (15, 2)], [False, False, True, False], 82, False, [False, False, False, True], 10202, 'West', (10, 9))
Element 10: (0, (10, 9), ['.', 'F', '%', ''], [(1, 7), (10, 7), (15, 3)], [False, False, True, False], 80, False, [True, False, False, False], 12201, 'South', (10, 8))
Element 11: (0, (10, 8), ['.', '', '', ''], [(1, 6), (9, 7), (14, 3)], [False, False, False, False], 78, False, [True, False, False, False], 13220, 'West', (9, 8))
Element 12: (0, (9, 8), ['.', '', '.', ''], [(1, 5), (9, 6), (14, 4)], [False, False, False, False], 76, False, [True, False, True, False], 13249, 'North', (9, 9))
Element 13: (0, (9, 9), ['.', '', '%', ''], [(1, 4), (8, 6), (14, 5)], [False, False, True, False], 74, False, [True, False, False, False], 13278, 'West', (8, 9))
Element 14: (0, (8, 9), ['.', '.', '%', ''], [(1, 3), (8, 7), (14, 6)], [False, False, True, False], 72, False, [True, True, False, False], 13307, 'South', (8, 8))
Element 15: (0, (8, 8), ['.', '', '', ''], [(1, 2), (7, 7), (14, 7)], [False, False, False, False], 70, False, [True, False, False, False], 13336, 'West', (7, 8))
Element 16: (0, (7, 8), ['.', '', '.', ''], [(1, 1), (7, 6), (14, 8)], [False, False, False, False], 68, False, [True, False, True, False], 13375, 'North', (7, 9))
Element 17: (0, (7, 9), ['.', '', '%', ''], [(2, 1), (6, 6), (13, 8)], [False, False, True, False], 66, False, [True, False, False, False], 13414, 'West', (6, 9))
Element 18: (0, (6, 9), ['.', '.', '%', ''], [(3, 1), (6, 7), (13, 9)], [False, False, True, False], 64, False, [True, True, False, False], 13453, 'South', (6, 8))
Element 19: (0, (6, 8), ['.', '', '', ''], [(4, 1), (5, 7), (12, 9)], [False, False, False, False], 62, False, [True, False, False, False], 13492, 'West', (5, 8))
Element 20: (0, (5, 8), ['.', '', '.', ''], [(4, 2), (5, 6), (12, 8)], [False, False, False, False], 60, False, [True, False, True, False], 13531, 'North', (5, 9))
Element 21: (0, (5, 9), ['.', '', '%', ''], [(4, 3), (4, 6), (12, 7)], [False, False, True, False], 58, False, [True, False, False, False], 13570, 'West', (4, 9))
Element 22: (0, (4, 9), ['.', '.', '%', ''], [(5, 3), (4, 7), (13, 7)], [False, False, True, False], 56, False, [True, True, False, False], 13609, 'South', (4, 8))
Element 23: (0, (4, 8), ['.', '', '', ''], [(6, 3), (3, 7), (13, 6)], [False, False, False, False], 54, False, [True, False, False, False], 13648, 'West', (3, 8))
Element 24: (0, (3, 8), ['%', '', '.', ''], [(7, 3), (3, 6), (13, 5)], [True, False, False, False], 52, False, [False, False, True, False], 13687, 'North', (3, 9))
Element 25: (0, (3, 9), ['%', '', '%', ''], [(8, 3), (3, 7), (13, 4)], [True, False, True, False], 50, False, [False, False, False, False], 13716, 'South', (3, 8))
Element 26: (0, (3, 8), ['%', '', '', ''], [(8, 4), (4, 7), (13, 3)], [True, False, False, False], 48, False, [False, False, False, False], 13735, 'South', (3, 7))
Element 27: (0, (3, 7), ['%', '', '', ''], [(9, 4), (4, 6), (13, 2)], [True, False, False, False], 46, False, [False, False, False, False], 13754, 'East', (4, 7))
Element 28: #1#
