Element 1: (3, (15, 8), ['.', '.', '.', '%'], [(13, 3), (1, 5), (12, 1)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (15, 9))
Element 2: (3, (15, 9), ['.', '', '%', '%'], [(14, 3), (1, 6), (13, 1)], [False, False, True, True], 96, False, [True, False, False, False], 68, 'West', (14, 9))
Element 3: (3, (14, 9), ['.', '.', '%', ''], [(15, 3), (1, 7), (14, 1)], [False, False, True, False], 94, False, [True, True, False, False], 107, 'South', (14, 8))
Element 4: (3, (14, 8), ['.', '.', '', ''], [(15, 4), (1, 8), (13, 1)], [False, False, False, False], 92, False, [True, True, False, False], 136, 'South', (14, 7))
Element 5: (3, (14, 7), ['.', '.', '', '.'], [(15, 5), (1, 9), (13, 2)], [False, False, False, False], 90, False, [True, True, False, True], 165, 'East', (15, 7))
Element 6: (3, (15, 7), ['', 'G', '', '%'], [(15, 6), (1, 8), (13, 3)], [False, False, False, True], 88, False, [False, False, False, False], 184, 'West', (14, 7))
Element 7: (3, (14, 7), ['.', 'G', '', ''], [(14, 6), (1, 7), (13, 4)], [False, False, False, False], 86, False, [True, False, False, False], 203, 'North', (14, 8))
Element 8: (3, (14, 8), ['.', '', '', ''], [(14, 5), (1, 6), (14, 4)], [False, False, False, False], 84, False, [True, False, False, False], 222, 'South', (14, 7))
Element 9: (3, (14, 7), ['.', '', '', ''], [(13, 5), (1, 5), (15, 4)], [False, False, False, False], 82, False, [True, False, False, False], 231, 'West', (13, 7))
Element 10: (3, (13, 7), ['.', 'G', '.', ''], [(13, 6), (1, 4), (15, 5)], [False, False, False, False], 80, False, [True, False, True, False], 250, 'North', (13, 8))
Element 11: (3, (13, 8), ['.', '', '.', ''], [(12, 6), (1, 3), (15, 6)], [False, False, False, False], 78, False, [True, False, True, False], 279, 'North', (13, 9))
Element 12: (3, (13, 9), ['.', '', '%', ''], [(11, 6), (1, 2), (15, 7)], [False, False, True, False], 76, False, [True, False, False, False], 1298, 'West', (12, 9))
Element 13: (3, (12, 9), ['F', '.', '%', ''], [(11, 7), (1, 1), (15, 8)], [False, False, True, False], 74, False, [False, True, False, False], 2317, 'West', (11, 9))
Element 14: (3, (11, 9), ['F', 'G', '%', ''], [(11, 8), (2, 1), (15, 9)], [False, False, True, False], 72, False, [False, False, False, False], 4326, 'West', (10, 9))
Element 15: (3, (10, 9), ['.', 'G', '%', ''], [(10, 8), (3, 1), (14, 9)], [False, False, True, False], 70, False, [True, False, False, False], 6335, 'West', (9, 9))
Element 16: (3, (9, 9), ['.', '.', '%', ''], [(10, 7), (4, 1), (14, 8)], [False, False, True, False], 68, False, [True, True, False, False], 7354, 'South', (9, 8))
Element 17: (3, (9, 8), ['.', '.', '', ''], [(10, 6), (4, 2), (14, 7)], [False, False, False, False], 66, False, [True, True, False, False], 8373, 'South', (9, 7))
Element 18: (3, (9, 7), ['.', '.', '', ''], [(10, 5), (4, 3), (14, 6)], [False, False, False, False], 64, False, [True, True, False, False], 9392, 'South', (9, 6))
Element 19: (3, (9, 6), ['.', '.', '', ''], [(11, 5), (5, 3), (14, 5)], [False, False, False, False], 62, False, [True, True, False, False], 10411, 'South', (9, 5))
Element 20: (3, (9, 5), ['.', '.', '', ''], [(11, 4), (6, 3), (13, 5)], [False, False, False, False], 60, False, [True, True, False, False], 11430, 'South', (9, 4))
Element 21: (3, (9, 4), ['.', '.', '', 'F'], [(11, 3), (7, 3), (12, 5)], [False, False, False, False], 58, False, [True, True, False, False], 12459, 'East', (10, 4))
Element 22: #1#
