Element 1: (2, (3, 7), ['%', '.', '.', '.'], [(10, 6), (1, 4), (7, 6)], [True, False, False, False], 98, False, [False, True, True, True], 1009, 'East', (4, 7))
Element 2: (2, (4, 7), ['', '.', '.', '.'], [(11, 6), (1, 5), (8, 6)], [False, False, False, False], 96, False, [False, True, True, True], 2038, 'East', (5, 7))
Element 3: (2, (5, 7), ['', '.', '.', '.'], [(11, 7), (1, 6), (8, 7)], [False, False, False, False], 94, False, [False, True, True, True], 3067, 'East', (6, 7))
Element 4: (2, (6, 7), ['', '.', '.', '.'], [(11, 8), (1, 7), (9, 7)], [False, False, False, False], 92, False, [False, True, True, True], 4096, 'East', (7, 7))
Element 5: (2, (7, 7), ['', '', '.', ''], [(11, 9), (1, 8), (10, 7)], [False, False, False, False], 90, False, [False, False, True, False], 6115, 'North', (7, 8))
Element 6: (2, (7, 8), ['.', '', '.', '.'], [(10, 9), (1, 9), (10, 8)], [False, False, False, False], 88, False, [True, False, True, True], 8134, 'East', (8, 8))
Element 7: (2, (8, 8), ['', '', '.', 'G'], [(9, 9), (1, 8), (9, 8)], [False, False, False, False], 86, False, [False, False, True, False], 8163, 'North', (8, 9))
Element 8: (2, (8, 9), ['.', 'G', '%', ''], [(9, 8), (1, 7), (8, 8)], [False, False, True, False], 84, False, [True, False, False, False], 8172, 'West', (7, 9))
Element 9: (2, (7, 9), ['.', '', '%', 'G'], [(10, 8), (1, 6), (8, 9)], [False, False, True, False], 82, False, [True, False, False, False], 8181, 'West', (6, 9))
Element 10: (2, (6, 9), ['.', '.', '%', ''], [(10, 7), (1, 5), (9, 9)], [False, False, True, False], 80, False, [True, True, False, False], 8190, 'South', (6, 8))
Element 11: (2, (6, 8), ['.', '', '', ''], [(9, 7), (1, 4), (10, 9)], [False, False, False, False], 78, False, [True, False, False, False], 8199, 'West', (5, 8))
Element 12: (2, (5, 8), ['.', '', '.', ''], [(8, 7), (1, 3), (11, 9)], [False, False, False, False], 76, False, [True, False, True, False], 8208, 'North', (5, 9))
Element 13: (2, (5, 9), ['.', '', '%', ''], [(8, 8), (1, 2), (12, 9)], [False, False, True, False], 74, False, [True, False, False, False], 8237, 'West', (4, 9))
Element 14: (2, (4, 9), ['.', '.', '%', ''], [(8, 9), (1, 1), (13, 9)], [False, False, True, False], 72, False, [True, True, False, False], 8266, 'South', (4, 8))
Element 15: (2, (4, 8), ['.', '', '', ''], [(7, 9), (2, 1), (14, 9)], [False, False, False, False], 70, False, [True, False, False, False], 8295, 'West', (3, 8))
Element 16: (2, (3, 8), ['%', '', '.', ''], [(7, 8), (3, 1), (15, 9)], [True, False, False, False], 68, False, [False, False, True, False], 8324, 'North', (3, 9))
Element 17: (2, (3, 9), ['%', '', '%', ''], [(7, 7), (4, 1), (15, 8)], [True, False, True, False], 66, False, [False, False, False, False], 8353, 'South', (3, 8))
Element 18: (2, (3, 8), ['%', '', '', ''], [(7, 6), (4, 2), (15, 7)], [True, False, False, False], 64, False, [False, False, False, False], 8372, 'East', (4, 8))
Element 19: (2, (4, 8), ['', '', '', ''], [(7, 5), (4, 3), (15, 6)], [False, False, False, False], 62, False, [False, False, False, False], 8401, 'North', (4, 9))
Element 20: (2, (4, 9), ['', '', '%', ''], [(8, 5), (5, 3), (15, 5)], [False, False, True, False], 60, False, [False, False, False, False], 8430, 'West', (3, 9))
Element 21: (2, (3, 9), ['%', '', '%', ''], [(9, 5), (6, 3), (15, 4)], [True, False, True, False], 58, False, [False, False, False, False], 8459, 'East', (4, 9))
Element 22: (2, (4, 9), ['', '', '%', ''], [(10, 5), (7, 3), (15, 3)], [False, False, True, False], 56, False, [False, False, False, False], 9478, 'East', (5, 9))
Element 23: (2, (5, 9), ['', '', '%', ''], [(11, 5), (8, 3), (15, 2)], [False, False, True, False], 54, False, [False, False, False, False], 10497, 'South', (5, 8))
Element 24: (2, (5, 8), ['', '', '', ''], [(11, 4), (9, 3), (15, 3)], [False, False, False, False], 52, False, [False, False, False, False], 11506, 'West', (4, 8))
Element 25: (2, (4, 8), ['', '', '', ''], [(11, 3), (10, 3), (14, 3)], [False, False, False, False], 50, False, [False, False, False, False], 13515, 'East', (5, 8))
Element 26: #1#
