Element 1: (1, (1, 5), ['%', '.', '.', '%'], [(1, 8), (5, 3), (9, 4)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (1, 6))
Element 2: (1, (1, 6), ['%', '', 'G', '%'], [(1, 7), (6, 3), (10, 4)], [True, False, False, True], 96, False, [False, False, False, False], 1038, 'South', (1, 5))
Element 3: (1, (1, 5), ['%', '.', 'G', '%'], [(1, 6), (7, 3), (10, 5)], [True, False, False, True], 94, False, [False, True, False, False], 2047, 'South', (1, 4))
Element 4: (1, (1, 4), ['%', '.', 'G', '%'], [(1, 5), (8, 3), (11, 5)], [True, False, False, True], 92, False, [False, True, False, False], 3066, 'South', (1, 3))
Element 5: (1, (1, 3), ['%', '.', 'G', '%'], [(1, 4), (9, 3), (11, 6)], [True, False, False, True], 90, False, [False, True, False, False], 4085, 'South', (1, 2))
Element 6: (1, (1, 2), ['%', '.', 'G', '%'], [(1, 3), (10, 3), (11, 7)], [True, False, False, True], 88, False, [False, True, False, False], 6094, 'South', (1, 1))
Element 7: (1, (1, 1), ['%', '%', 'G', '.'], [(1, 2), (11, 3), (11, 8)], [True, True, False, False], 86, False, [False, False, False, True], 8103, 'East', (2, 1))
Element 8: (1, (2, 1), ['G', '%', '%', '.'], [(1, 1), (11, 4), (11, 9)], [False, True, True, False], 84, False, [False, False, False, True], 10112, 'East', (3, 1))
Element 9: (1, (3, 1), ['G', '%', '%', '.'], [(2, 1), (12, 4), (10, 9)], [False, True, True, False], 82, False, [False, False, False, True], 11131, 'East', (4, 1))
Element 10: (1, (4, 1), ['G', '%', '.', '%'], [(3, 1), (12, 5), (10, 8)], [False, True, False, True], 80, False, [False, False, True, False], 12150, 'North', (4, 2))
Element 11: (1, (4, 2), ['%', 'G', '.', '%'], [(4, 1), (12, 6), (10, 7)], [True, False, False, True], 78, False, [False, False, True, False], 13169, 'North', (4, 3))
Element 12: #1#
