Element 1: (1, (10, 1), ['.', '%', '.', '.'], [(15, 3), (14, 5), (15, 8)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (11, 1))
Element 2: (1, (11, 1), ['', '%', '%', '.'], [(15, 4), (15, 5), (15, 9)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (12, 1))
Element 3: (1, (12, 1), ['', '%', '%', '.'], [(14, 4), (15, 6), (14, 9)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (13, 1))
Element 4: (1, (13, 1), ['', '%', '.', '.'], [(13, 4), (15, 7), (14, 8)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (14, 1))
Element 5: (1, (14, 1), ['', '%', '%', '%'], [(13, 5), (14, 7), (13, 8)], [False, True, True, True], 90, False, [False, False, False, False], 165, 'West', (13, 1))
Element 6: (1, (13, 1), ['', '%', '.', ''], [(13, 6), (14, 6), (13, 9)], [False, True, False, False], 88, False, [False, False, True, False], 194, 'North', (13, 2))
Element 7: (1, (13, 2), ['%', '', '.', '%'], [(13, 7), (14, 7), (12, 9)], [True, False, False, True], 86, False, [False, False, True, False], 223, 'North', (13, 3))
Element 8: (1, (13, 3), ['.', '', '', ''], [(12, 7), (14, 6), (11, 9)], [False, False, False, False], 84, False, [True, False, False, False], 1242, 'West', (12, 3))
Element 9: (1, (12, 3), ['F', '%', '.', ''], [(11, 7), (14, 7), (11, 8)], [False, True, False, False], 82, False, [False, False, True, False], 3251, 'West', (11, 3))
Element 10: (1, (11, 3), ['F', '%', 'F', ''], [(11, 6), (14, 8), (10, 8)], [False, True, False, False], 80, False, [False, False, False, False], 6250, 'North', (11, 4))
Element 11: (1, (11, 4), ['F', '', 'G', '.'], [(11, 5), (15, 8), (10, 9)], [False, False, False, False], 78, False, [False, False, False, True], 9249, 'West', (10, 4))
Element 12: (1, (10, 4), ['.', 'F', 'G', ''], [(10, 5), (15, 9), (9, 9)], [False, False, False, False], 76, False, [True, False, False, False], 11258, 'South', (10, 3))
Element 13: (1, (10, 3), ['.', '.', '', ''], [(10, 6), (14, 9), (9, 8)], [False, False, False, False], 74, False, [True, True, False, False], 13267, 'South', (10, 2))
Element 14: #1#
