Element 1: (3, (8, 5), ['.', '.', '.', '.'], [(6, 3), (1, 3), (7, 2)], [False, False, False, False], 98, False, [True, True, True, True], 29, 'East', (9, 5))
Element 2: (3, (9, 5), ['', '.', '.', 'F'], [(7, 3), (1, 4), (8, 2)], [False, False, False, False], 96, False, [False, True, True, False], 68, 'East', (10, 5))
Element 3: (3, (10, 5), ['', 'F', 'F', 'F'], [(8, 3), (1, 5), (9, 2)], [False, False, False, False], 94, False, [False, False, False, False], 1097, 'East', (11, 5))
Element 4: (3, (11, 5), ['', 'F', 'F', '.'], [(9, 3), (1, 6), (10, 2)], [False, False, False, False], 92, False, [False, False, False, True], 2126, 'North', (11, 6))
Element 5: (3, (11, 6), ['F', '', 'F', '.'], [(10, 3), (1, 7), (10, 1)], [False, False, False, False], 90, False, [False, False, False, True], 4145, 'North', (11, 7))
Element 6: (3, (11, 7), ['F', '', 'F', '.'], [(11, 3), (1, 8), (11, 1)], [False, False, False, False], 88, False, [False, False, False, True], 6164, 'North', (11, 8))
Element 7: (3, (11, 8), ['F', '', 'F', '.'], [(11, 4), (1, 9), (12, 1)], [False, False, False, False], 86, False, [False, False, False, True], 8183, 'North', (11, 9))
Element 8: (3, (11, 9), ['F', '', '%', '.'], [(10, 4), (1, 8), (13, 1)], [False, False, True, False], 84, False, [False, False, False, True], 10192, 'West', (10, 9))
Element 9: (3, (10, 9), ['.', 'F', '%', ''], [(9, 4), (1, 7), (14, 1)], [False, False, True, False], 82, False, [True, False, False, False], 11211, 'South', (10, 8))
Element 10: (3, (10, 8), ['.', 'F', '', ''], [(8, 4), (1, 6), (13, 1)], [False, False, False, False], 80, False, [True, False, False, False], 12220, 'South', (10, 7))
Element 11: (3, (10, 7), ['.', 'F', '', ''], [(7, 4), (1, 5), (13, 2)], [False, False, False, False], 78, False, [True, False, False, False], 13239, 'South', (10, 6))
Element 12: #1#
