Element 1: (3, (12, 7), ['F', '.', '.', '.'], [(13, 1), (4, 2), (8, 7)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (11, 7))
Element 2: (3, (11, 7), ['F', 'F', 'F', ''], [(14, 1), (4, 3), (9, 7)], [False, False, False, False], 96, False, [False, False, False, False], 1058, 'North', (11, 8))
Element 3: (3, (11, 8), ['F', '', 'F', '.'], [(13, 1), (5, 3), (10, 7)], [False, False, False, False], 94, False, [False, False, False, True], 3067, 'North', (11, 9))
Element 4: (3, (11, 9), ['F', '', '%', '.'], [(13, 2), (6, 3), (10, 8)], [False, False, True, False], 92, False, [False, False, False, True], 5086, 'West', (10, 9))
Element 5: (3, (10, 9), ['.', '', '%', ''], [(13, 3), (7, 3), (9, 8)], [False, False, True, False], 90, False, [True, False, False, False], 6115, 'West', (9, 9))
Element 6: (3, (9, 9), ['.', '', '%', ''], [(14, 3), (8, 3), (8, 8)], [False, False, True, False], 88, False, [True, False, False, False], 6154, 'West', (8, 9))
Element 7: (3, (8, 9), ['.', '', '%', ''], [(15, 3), (9, 3), (7, 8)], [False, False, True, False], 86, False, [True, False, False, False], 6193, 'West', (7, 9))
Element 8: (3, (7, 9), ['.', '', '%', ''], [(15, 4), (10, 3), (6, 8)], [False, False, True, False], 84, False, [True, False, False, False], 7222, 'West', (6, 9))
Element 9: (3, (6, 9), ['.', '', '%', ''], [(15, 5), (11, 3), (6, 7)], [False, False, True, False], 82, False, [True, False, False, False], 8251, 'West', (5, 9))
Element 10: (3, (5, 9), ['.', '.', '%', ''], [(15, 6), (11, 4), (6, 6)], [False, False, True, False], 80, False, [True, True, False, False], 9280, 'South', (5, 8))
Element 11: (3, (5, 8), ['.', '.', '', ''], [(15, 7), (11, 5), (7, 6)], [False, False, False, False], 78, False, [True, True, False, False], 10309, 'South', (5, 7))
Element 12: (3, (5, 7), ['.', '.', '', ''], [(15, 8), (11, 6), (8, 6)], [False, False, False, False], 76, False, [True, True, False, False], 11338, 'South', (5, 6))
Element 13: (3, (5, 6), ['.', '.', '', ''], [(15, 9), (10, 6), (9, 6)], [False, False, False, False], 74, False, [True, True, False, False], 12367, 'South', (5, 5))
Element 14: (3, (5, 5), ['.', '.', '', '.'], [(14, 9), (10, 5), (9, 5)], [False, False, False, False], 72, False, [True, True, False, True], 13396, 'East', (6, 5))
Element 15: #1#
