Element 1: (3, (12, 5), ['F', '.', '.', '.'], [(15, 5), (1, 6), (7, 6)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (11, 5))
Element 2: (3, (11, 5), ['F', 'F', 'F', ''], [(15, 6), (1, 7), (8, 6)], [False, False, False, False], 96, False, [False, False, False, False], 1058, 'North', (11, 6))
Element 3: (3, (11, 6), ['F', '', 'F', '.'], [(15, 7), (1, 8), (9, 6)], [False, False, False, False], 94, False, [False, False, False, True], 2087, 'North', (11, 7))
Element 4: (3, (11, 7), ['F', '', 'F', '.'], [(15, 8), (1, 9), (10, 6)], [False, False, False, False], 92, False, [False, False, False, True], 4106, 'North', (11, 8))
Element 5: (3, (11, 8), ['F', '', 'F', '.'], [(15, 9), (1, 8), (10, 7)], [False, False, False, False], 90, False, [False, False, False, True], 6115, 'North', (11, 9))
Element 6: (3, (11, 9), ['F', '', '%', '.'], [(14, 9), (1, 7), (10, 8)], [False, False, True, False], 88, False, [False, False, False, True], 8124, 'West', (10, 9))
Element 7: (3, (10, 9), ['.', '', '%', ''], [(14, 8), (1, 6), (9, 8)], [False, False, True, False], 86, False, [True, False, False, False], 9143, 'West', (9, 9))
Element 8: (3, (9, 9), ['.', '', '%', ''], [(14, 7), (1, 5), (9, 7)], [False, False, True, False], 84, False, [True, False, False, False], 9172, 'West', (8, 9))
Element 9: (3, (8, 9), ['.', '.', '%', ''], [(14, 6), (1, 4), (8, 7)], [False, False, True, False], 82, False, [True, True, False, False], 9211, 'South', (8, 8))
Element 10: (3, (8, 8), ['.', '', '', ''], [(14, 5), (1, 3), (7, 7)], [False, False, False, False], 80, False, [True, False, False, False], 9250, 'West', (7, 8))
Element 11: (3, (7, 8), ['.', '', '.', ''], [(14, 4), (1, 2), (6, 7)], [False, False, False, False], 78, False, [True, False, True, False], 9289, 'North', (7, 9))
Element 12: (3, (7, 9), ['.', '', '%', ''], [(14, 3), (1, 1), (6, 8)], [False, False, True, False], 76, False, [True, False, False, False], 9328, 'West', (6, 9))
Element 13: (3, (6, 9), ['.', '', '%', ''], [(15, 3), (2, 1), (5, 8)], [False, False, True, False], 74, False, [True, False, False, False], 9367, 'West', (5, 9))
Element 14: (3, (5, 9), ['.', '', '%', ''], [(15, 2), (3, 1), (5, 7)], [False, False, True, False], 72, False, [True, False, False, False], 9406, 'West', (4, 9))
Element 15: (3, (4, 9), ['.', '.', '%', ''], [(15, 3), (4, 1), (5, 6)], [False, False, True, False], 70, False, [True, True, False, False], 9435, 'South', (4, 8))
Element 16: (3, (4, 8), ['.', '.', '', ''], [(14, 3), (4, 2), (5, 5)], [False, False, False, False], 68, False, [True, True, False, False], 9464, 'South', (4, 7))
Element 17: (3, (4, 7), ['.', '.', '', ''], [(13, 3), (4, 3), (6, 5)], [False, False, False, False], 66, False, [True, True, False, False], 9503, 'South', (4, 6))
Element 18: (3, (4, 6), ['.', '.', '', ''], [(13, 4), (5, 3), (7, 5)], [False, False, False, False], 64, False, [True, True, False, False], 9542, 'South', (4, 5))
Element 19: (3, (4, 5), ['.', '.', '', ''], [(13, 5), (6, 3), (8, 5)], [False, False, False, False], 62, False, [True, True, False, False], 9581, 'South', (4, 4))
Element 20: (3, (4, 4), ['.', '', '', '.'], [(13, 6), (7, 3), (9, 5)], [False, False, False, False], 60, False, [True, False, False, True], 9620, 'East', (5, 4))
Element 21: (3, (5, 4), ['', '', '', '.'], [(13, 7), (8, 3), (10, 5)], [False, False, False, False], 58, False, [False, False, False, True], 10649, 'East', (6, 4))
Element 22: (3, (6, 4), ['', '', '', '.'], [(13, 8), (9, 3), (10, 4)], [False, False, False, False], 56, False, [False, False, False, True], 11678, 'East', (7, 4))
Element 23: (3, (7, 4), ['', '', '', '.'], [(13, 9), (10, 3), (11, 4)], [False, False, False, False], 54, False, [False, False, False, True], 13697, 'East', (8, 4))
Element 24: #1#
